FFQ	34	0	0	221	0	1	0	1	1	2	6	3	9	9	6	2	3	5	2	16	17	11	22	9	25	14	22	61	149	63	78	156	181	414	917	766	1021	384	0	0
FFQ	35	0	0	227	0	2	1	0	2	6	9	9	6	5	10	2	9	3	10	5	7	9	24	28	26	18	36	48	126	77	91	152	198	317	1030	648	1075	381	0	0
FFQ	36	0	0	235	0	0	0	1	1	7	12	8	8	8	3	7	1	1	5	2	7	18	17	16	28	19	21	37	167	48	63	103	214	346	975	709	1151	359	0	0
FFQ	37	0	1	240	0	1	3	2	1	5	6	8	8	8	4	7	7	6	15	11	11	21	19	24	36	39	32	52	163	62	103	151	210	375	904	662	1056	344	0	0
FFQ	38	0	0	242	2	1	1	0	1	5	9	3	13	11	10	3	5	2	5	6	6	10	17	19	12	14	25	33	118	75	71	158	227	301	1011	687	1099	395	0	0
FFQ	39	0	3	251	1	4	3	2	8	6	6	14	16	7	10	7	9	6	8	8	11	26	25	13	21	36	51	62	131	113	94	144	216	346	926	661	978	374	0	0
FFQ	40	0	0	257	0	1	0	1	1	6	4	6	11	7	7	4	5	3	2	6	3	9	13	12	21	17	25	45	146	58	79	135	233	309	1034	684	1048	405	0	0
FFQ	41	0	0	263	0	2	0	2	1	3	7	6	11	7	4	4	4	4	7	5	14	14	20	12	21	25	28	39	130	68	63	119	254	297	999	649	1121	394	0	0
FFQ	42	0	0	269	0	1	3	2	1	2	9	8	7	9	3	5	6	6	2	4	6	11	12	16	14	22	34	57	102	78	63	184	241	330	988	589	1108	405	0	0
FFQ	43	0	1	277	0	3	1	2	2	1	8	10	7	3	6	5	2	5	5	7	6	11	14	18	23	30	19	38	127	80	58	109	266	348	986	635	1099	385	0	0
FFQ	44	0	1	282	1	0	1	2	3	4	4	5	8	5	7	3	5	4	7	3	8	10	12	23	22	21	33	30	142	77	79	114	296	300	937	657	1046	445	0	0
FFQ	45	0	1	286	1	0	2	0	1	2	8	5	9	10	5	4	5	3	5	2	7	12	16	16	21	22	28	30	134	84	60	116	312	322	948	719	1015	386	0	0
FFQ	46	0	0	292	0	1	1	1	2	3	5	13	6	10	8	0	3	3	1	3	7	12	8	14	19	20	27	37	112	107	71	104	305	300	856	688	1090	468	0	0
FFQ	47	0	0	297	1	1	1	1	0	1	1	4	2	6	6	4	3	6	6	5	11	14	13	14	15	21	28	22	127	101	61	95	281	333	915	718	1058	425	0	0
FFQ	48	0	1	302	0	0	1	2	1	0	1	6	4	8	4	1	6	5	5	5	14	10	11	15	14	29	27	26	115	107	53	109	269	366	919	639	1084	438	0	0
FFQ	49	0	0	304	1	0	2	3	3	6	7	8	6	11	7	5	9	11	8	8	6	12	16	19	15	28	15	48	113	82	92	137	294	362	932	598	1065	364	0	0
FFQ	50	0	2	312	0	0	3	6	1	3	4	9	10	5	6	3	3	3	13	11	13	16	20	30	25	34	38	47	107	136	83	132	287	366	785	678	1022	384	0	0
FFQ	51	0	68	379	7	16	5	9	4	5	7	7	9	9	6	6	7	7	6	10	14	16	28	27	39	25	47	43	113	98	103	136	207	350	887	562	964	371	0	0
FFQ	52	0	1	321	0	0	2	3	3	2	7	5	10	5	16	4	2	4	9	9	5	11	16	21	25	25	25	70	118	107	115	131	286	328	896	646	954	414	1	0
FFQ	53	0	0	328	0	2	1	1	1	3	5	4	12	4	5	4	6	8	8	13	7	11	12	21	25	29	26	54	87	93	86	129	277	402	908	665	1026	332	2	0
FFQ	54	0	0	341	0	1	1	1	0	0	6	8	8	6	9	5	2	4	9	7	6	11	15	12	24	23	31	43	116	123	69	104	239	395	891	623	1008	456	0	0
FFQ	55	0	2	346	1	2	0	3	1	2	4	7	6	5	7	2	5	1	7	6	4	9	8	22	23	25	33	35	89	131	58	111	238	420	910	674	1047	353	0	0
FFQ	56	0	1	354	0	0	1	4	1	3	6	2	5	2	7	5	2	4	3	6	3	14	11	19	16	22	32	35	75	109	60	111	226	408	882	627	1160	381	0	0
FFQ	57	0	3	360	1	1	0	1	1	4	6	4	6	4	12	3	3	4	3	7	5	17	11	13	23	17	29	37	81	111	61	108	235	368	867	586	1199	406	0	0
FFQ	58	0	0	369	2	4	2	6	0	3	4	4	8	11	11	10	9	6	11	18	19	17	36	32	45	35	38	26	132	135	96	148	233	370	794	558	1041	364	0	0
FFQ	59	0	1	378	3	0	1	1	1	2	6	4	4	5	3	3	1	7	3	7	9	9	20	17	15	20	25	36	86	112	54	94	221	416	881	602	1165	385	0	0
FFQ	60	0	1	384	0	1	0	0	2	1	1	3	5	4	5	13	2	1	5	5	8	4	9	15	18	23	24	34	88	92	67	98	164	442	862	620	1217	379	0	0
FFQ	61	0	1	389	0	2	1	4	1	2	7	4	5	7	5	11	0	4	12	7	9	12	12	32	20	30	43	53	85	115	66	157	221	420	821	631	1060	348	0	0
FFQ	62	0	1	395	1	1	3	0	2	3	3	4	8	4	6	4	7	11	6	11	15	20	19	21	25	36	44	65	93	114	108	119	203	487	723	619	1069	347	0	0
FFQ	63	0	1	407	1	0	1	1	6	2	4	3	7	4	5	3	4	5	0	6	6	10	17	10	16	23	37	37	71	116	46	72	179	446	854	706	1100	391	0	0
FFQ	64	0	1	413	0	2	0	1	0	5	5	6	4	7	4	6	1	2	1	7	7	6	9	17	24	20	36	31	76	100	52	82	169	428	846	693	1122	414	0	0
FFQ	65	0	0	419	2	1	0	1	1	1	3	1	5	5	7	4	2	2	2	4	5	6	15	15	22	22	24	38	67	111	55	106	154	443	816	648	1138	452	0	0
FFQ	66	0	1	427	0	0	1	2	2	2	4	6	8	10	2	6	3	3	2	5	5	9	8	13	11	17	27	39	68	128	51	90	159	439	871	615	1102	461	0	0
FFQ	67	0	0	440	2	1	3	1	2	3	3	4	4	4	9	7	8	7	7	14	3	14	18	16	21	25	35	45	96	110	85	99	191	434	788	660	1025	413	0	0
FFQ	68	0	2	444	1	4	1	1	4	3	7	4	5	7	7	8	7	10	7	11	11	26	22	25	16	20	41	67	85	106	60	177	165	433	833	607	974	396	0	0
FFQ	69	0	1	450	0	1	2	0	0	1	5	8	9	7	4	9	2	5	8	6	20	15	9	17	26	28	32	42	79	112	70	100	142	401	806	606	956	618	0	0
FFQ	70	0	16	505	11	15	3	4	2	4	4	6	6	11	8	6	9	9	14	17	19	18	18	28	20	37	27	55	78	119	110	110	190	316	818	534	873	577	0	0
FFQ	71	0	22	537	17	7	2	0	8	3	3	1	7	7	4	3	4	6	18	4	12	7	7	17	17	33	38	33	39	116	85	112	143	393	732	618	947	595	0	0
FFQ	72	0	1	468	0	2	1	0	0	2	3	1	9	2	7	8	4	1	4	6	12	4	6	18	19	19	21	26	70	102	93	123	139	290	882	536	883	808	27	0
FFQ	73	0	0	474	0	0	0	1	0	4	3	4	8	3	3	3	3	6	8	3	8	10	11	23	26	33	40	35	50	91	128	106	155	332	893	538	846	749	0	0
FFQ	74	0	1	482	1	1	1	1	0	2	2	7	3	2	7	6	1	3	10	5	12	6	7	22	22	28	32	31	58	58	121	83	169	310	941	518	801	781	62	0
FFQ	75	0	0	491	1	1	0	2	0	1	4	5	3	6	2	5	6	5	7	4	9	12	19	32	26	32	52	41	58	123	144	94	173	372	862	472	861	598	74	0
FFQ	76	0	0	501	1	0	0	0	3	2	2	8	3	3	6	4	6	0	4	5	6	5	5	14	15	24	48	54	62	116	72	108	143	534	798	596	1084	365	0	0
FFQ	77	0	4	509	1	0	1	2	2	2	2	3	7	7	11	5	5	6	12	12	23	21	7	19	24	36	40	42	72	135	100	118	184	451	839	528	945	422	0	0
FFQ	78	0	0	515	0	0	0	1	2	1	2	5	5	4	0	4	4	6	3	6	10	5	9	17	22	24	26	29	38	68	120	74	130	294	955	408	1064	688	58	0
FFQ	79	0	0	521	2	1	0	0	0	1	2	7	4	2	3	1	5	8	5	5	11	15	5	14	16	19	22	16	33	60	149	74	179	277	1007	363	1032	667	71	0
FFQ	80	0	0	526	0	0	0	2	4	1	0	6	4	3	6	2	3	2	2	4	13	8	3	18	17	19	25	35	35	62	116	68	169	251	997	405	988	752	51	0
FFQ	81	0	0	532	0	1	1	1	2	2	1	8	4	9	3	4	0	6	3	8	9	6	7	13	25	21	24	33	43	82	126	80	184	284	1001	416	892	705	61	0
FFQ	82	0	1	543	0	0	0	1	1	2	4	6	10	6	6	4	1	1	3	9	4	7	8	17	12	21	17	30	36	81	120	63	168	235	1055	365	899	800	61	0
FFQ	83	0	0	551	2	0	1	2	0	2	4	1	7	9	3	0	3	6	8	8	6	7	13	12	22	30	25	31	40	52	132	84	199	239	1036	384	825	784	69	0
FFQ	84	0	0	554	1	2	1	0	1	0	2	5	7	6	2	3	2	1	1	8	11	4	6	21	21	26	28	27	42	51	135	71	170	241	977	337	963	807	63	0
FFQ	85	0	0	564	0	2	0	1	1	0	3	3	7	5	4	6	2	3	7	5	9	4	8	20	14	26	17	19	39	76	145	78	154	272	969	353	934	794	53	0
FFQ	86	0	0	573	2	2	7	0	5	3	6	5	4	6	4	6	6	4	7	8	8	16	21	23	23	22	24	42	55	94	143	112	141	338	852	377	873	751	34	0
FFQ	87	0	0	585	0	1	0	1	2	2	5	4	3	4	3	2	4	2	4	3	5	8	7	9	15	23	21	22	44	49	139	70	157	203	974	391	884	861	90	0
FFQ	88	0	0	595	0	2	0	1	0	4	1	6	5	10	1	0	1	4	2	5	5	6	6	14	17	16	24	20	36	52	148	63	149	232	1020	406	859	805	82	0
FFQ	89	0	1	614	0	0	0	0	1	1	1	8	3	5	3	4	2	3	3	6	9	3	12	11	14	23	25	27	42	67	127	76	176	233	931	431	827	839	69	0
FFQ	90	0	0	636	1	4	0	0	2	2	1	4	4	2	3	3	1	3	2	1	7	9	12	20	13	15	30	27	30	79	120	83	175	239	980	398	853	801	37	0
FFQ	91	0	2	654	0	0	0	1	4	3	0	9	3	3	4	4	8	1	3	8	8	14	17	16	22	25	26	36	55	88	136	90	204	242	885	472	819	735	0	0
FFQ	92	0	0	673	0	0	0	1	0	1	2	4	3	3	5	5	1	4	5	9	6	3	12	8	13	24	33	47	40	64	130	77	152	277	943	433	811	808	0	0
FFQ	93	0	0	697	3	2	2	2	2	1	0	7	5	5	7	4	5	3	7	8	10	13	13	10	15	28	44	43	36	49	118	112	181	308	883	425	812	737	0	0
FFQ	94	0	0	722	0	0	0	0	2	2	1	7	6	7	2	3	4	6	1	8	7	6	15	18	7	32	36	24	47	69	108	72	142	385	817	471	832	738	0	0
FFQ	95	0	1	747	0	0	2	4	2	1	1	3	4	4	2	3	1	2	2	1	4	5	9	22	17	24	24	30	38	98	92	75	170	500	739	488	935	546	1	0
FFQ	96	0	1	772	0	1	1	1	0	0	2	0	3	6	4	4	4	6	2	10	10	6	12	19	18	19	37	35	56	126	110	86	197	623	566	537	973	350	0	0
FFQ	97	0	1	809	0	0	1	0	1	0	0	1	6	0	7	1	3	4	0	10	6	3	14	14	11	24	23	26	52	105	98	83	187	685	612	558	964	288	0	0
FFQ	98	0	0	850	3	0	2	0	1	0	0	2	4	3	3	4	6	2	2	11	14	11	10	14	19	47	45	40	55	114	74	153	211	759	435	651	933	119	0	0
FFQ	99	0	0	900	0	0	0	0	1	2	2	1	1	2	2	5	1	4	6	10	15	15	6	13	23	19	47	48	44	131	84	142	332	738	465	631	861	46	0	0
FFQ	100	0	0	962	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	3	2	9	8	16	22	14	32	37	57	111	57	131	258	673	511	633	848	208	0	0
FFQ	101	0	0	1062	0	0	0	2	1	0	4	3	4	4	4	11	14	22	12	35	29	33	40	43	60	58	45	65	73	111	110	149	325	612	358	610	613	85	0	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	53	0	0	0	0	0	0	0	0	24	119	30	0	0	0	0	0	0	0	92	10	1	54	68	1489	2657	0	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	53	0	0	3	4	1	5	1	19	26	25	28	28	8	3	5	3	17	9	9	37	35	56	105	60	58	52	268	479	1035	689	1471	5	0	0	0	0
LFQ	3	0	0	55	1	7	0	1	11	22	12	32	45	16	13	4	5	10	4	26	11	23	16	35	21	27	101	55	60	64	113	404	959	783	1456	205	0	0	0	0
LFQ	4	0	0	61	1	6	7	11	13	10	29	28	25	20	10	13	17	14	12	23	19	36	25	30	45	79	114	69	112	84	213	920	527	955	1069	0	0	0	0	0
LFQ	5	0	0	71	0	7	3	0	10	21	14	21	30	9	10	10	4	4	15	17	23	36	27	16	22	20	97	51	38	86	267	930	514	897	1327	0	0	0	0	0
LFQ	6	0	0	73	3	2	3	4	8	32	21	23	12	12	3	9	15	6	10	40	24	25	33	22	22	26	92	59	59	116	340	870	522	1115	996	0	0	0	0	0
LFQ	7	0	3	78	0	9	6	3	18	15	18	30	24	9	6	4	4	8	19	25	20	30	28	12	21	21	84	45	34	106	143	955	726	390	1703	0	0	0	0	0
LFQ	8	0	4	81	4	7	14	11	13	21	26	25	22	9	12	3	17	8	10	23	22	25	23	26	30	47	89	77	43	146	124	582	1046	270	1493	244	0	0	0	0
LFQ	9	0	1	87	2	6	5	9	9	16	21	33	15	14	8	6	7	18	24	29	13	13	26	12	21	26	85	58	51	82	159	416	953	617	1512	243	0	0	0	0
LFQ	10	0	1	92	3	2	1	13	16	21	27	30	17	8	4	4	16	17	4	19	28	40	35	13	41	46	79	113	78	120	157	418	894	553	1276	411	0	0	0	0
LFQ	11	0	1	96	5	2	3	6	15	23	21	27	10	12	7	3	7	8	20	21	20	19	15	12	36	32	42	99	40	99	125	261	1023	619	1253	615	0	0	0	0
LFQ	12	0	0	102	1	1	5	9	12	16	20	26	14	9	6	3	7	23	9	29	25	19	17	24	22	27	37	106	56	70	123	288	1008	574	1093	816	0	0	0	0
LFQ	13	0	0	104	4	3	8	7	16	15	31	14	22	6	6	7	13	9	21	24	29	19	22	18	32	32	44	128	56	76	116	211	947	646	864	1047	0	0	0	0
LFQ	14	0	0	105	0	6	7	9	14	13	22	21	21	7	7	6	13	7	15	12	18	32	21	18	33	18	30	111	45	88	96	160	969	545	1225	903	0	0	0	0
LFQ	15	0	0	110	1	3	4	18	9	22	24	19	22	6	6	10	21	16	16	17	19	16	26	21	28	39	55	123	50	72	90	144	769	661	1301	853	6	0	0	0
LFQ	16	0	1	115	1	4	5	9	18	17	25	16	16	6	7	19	19	16	19	15	16	17	29	30	20	24	49	131	46	58	97	141	469	957	1092	1072	21	0	0	0
LFQ	17	0	1	121	0	3	5	17	15	17	18	23	9	9	5	11	8	15	13	21	11	31	21	12	19	25	27	131	36	59	109	143	437	1068	979	1149	29	0	0	0
LFQ	18	0	2	126	3	8	4	13	15	27	27	14	9	13	3	6	19	16	22	28	5	14	17	21	17	33	37	131	51	73	104	149	372	969	887	1210	152	0	0	0
LFQ	19	0	2	134	4	4	3	11	12	23	25	27	12	4	6	5	23	18	12	12	8	30	20	32	17	23	57	138	49	64	94	142	382	1101	799	1173	131	0	0	0
LFQ	20	0	1	137	4	5	1	3	15	8	28	21	14	14	2	4	4	7	13	22	28	20	21	29	30	22	32	148	60	63	98	141	386	1040	781	1193	202	0	0	0
LFQ	21	0	3	140	1	6	2	0	14	14	14	25	20	10	5	10	6	12	12	22	16	30	17	29	31	36	38	104	69	62	84	145	311	1034	703	1283	289	0	0	0
LFQ	22	0	0	143	0	5	1	2	11	15	20	22	16	9	5	9	5	14	8	20	26	23	17	35	29	22	53	120	59	92	119	137	358	1031	661	1208	302	0	0	0
LFQ	23	0	1	147	1	2	7	2	10	14	12	14	27	11	4	2	10	15	15	24	13	22	22	20	33	37	36	106	71	71	88	123	307	1046	733	1184	367	0	0	0
LFQ	24	0	0	153	2	2	7	8	17	18	14	17	14	13	12	11	18	17	20	23	26	34	19	33	54	38	68	130	85	111	83	148	280	964	690	1126	342	0	0	0
LFQ	25	0	2	155	2	0	5	2	16	16	14	24	26	7	1	4	7	14	18	19	21	27	20	20	28	21	31	107	41	81	87	154	270	1029	676	1191	461	0	0	0
LFQ	26	0	1	168	1	1	5	2	6	19	15	24	24	13	4	8	6	17	5	15	27	25	20	8	23	21	29	117	57	60	71	131	278	999	677	1253	467	0	0	0
LFQ	27	0	0	171	0	4	5	1	7	18	18	19	17	14	2	1	6	4	12	14	23	19	24	28	32	18	35	104	75	56	80	140	241	1050	634	1229	496	0	0	0
LFQ	28	0	0	177	0	6	2	5	12	17	14	21	21	9	7	5	13	26	8	9	13	19	28	17	40	29	42	80	117	61	102	118	249	1077	582	1174	497	0	0	0
LFQ	29	0	0	183	2	4	2	2	19	15	22	19	15	10	7	7	7	23	16	8	21	23	16	14	24	28	43	87	102	77	91	185	217	1047	554	1144	563	0	0	0
LFQ	30	0	0	188	1	1	6	3	18	14	16	20	16	13	11	11	6	23	12	26	17	16	21	15	26	26	29	106	104	65	117	161	235	918	564	1124	668	0	0	0
LFQ	31	0	0	193	6	0	6	3	6	17	15	15	10	9	23	8	9	13	17	25	30	34	28	23	34	45	65	133	126	67	118	178	223	880	559	1135	544	0	0	0
LFQ	32	0	0	201	6	2	5	0	10	18	8	22	23	8	6	8	9	10	21	22	17	23	22	23	38	14	36	112	119	47	77	195	202	993	563	1123	614	0	0	0
LFQ	33	0	1	339	2	6	5	9	26	12	19	16	14	8	12	10	8	20	19	13	14	17	36	25	30	30	49	72	96	76	135	157	183	1043	485	1090	520	0	0	0
LFQ	34	0	3	211	2	3	8	6	13	26	19	27	18	13	5	9	19	15	27	15	24	27	39	44	43	47	93	100	231	92	138	163	266	804	561	997	489	0	0	0
LFQ	35	0	0	211	1	7	4	3	20	16	13	17	20	22	7	15	8	6	16	19	26	18	28	15	24	30	42	116	114	48	84	204	215	988	556	1094	590	0	0	0
LFQ	36	0	0	217	2	1	7	5	8	18	13	13	16	7	6	12	5	7	9	20	16	18	20	29	41	21	46	91	115	62	79	224	230	962	518	1130	629	0	0	0
LFQ	37	0	0	225	4	4	6	4	8	22	9	16	21	6	6	5	9	12	5	17	23	20	25	25	39	24	34	86	136	55	86	218	244	950	555	1048	650	0	0	0
LFQ	38	0	0	234	0	4	7	5	9	17	10	16	20	17	10	9	14	14	12	12	27	32	31	24	50	47	68	86	145	76	125	230	206	933	488	1047	572	0	0	0
LFQ	39	0	0	238	1	3	4	2	6	15	19	13	14	21	12	8	3	7	10	12	20	34	32	17	27	26	30	81	123	57	78	212	238	875	627	1092	640	0	0	0
LFQ	40	0	0	247	0	1	5	3	2	16	20	27	9	19	9	4	6	9	2	11	24	19	19	23	23	28	26	78	142	53	95	216	245	912	582	1134	588	0	0	0
LFQ	41	0	0	256	0	4	6	2	3	12	22	18	21	10	8	7	7	4	4	12	15	16	25	17	25	30	42	71	122	49	93	187	281	841	594	1113	680	0	0	0
LFQ	42	0	0	263	1	1	5	2	7	13	14	20	5	16	9	6	14	15	4	13	11	27	26	17	34	41	42	64	132	115	102	196	300	820	638	1000	624	0	0	0
LFQ	43	0	0	267	1	3	1	3	6	11	19	12	7	15	7	7	4	7	9	8	17	24	24	13	23	36	34	65	151	47	83	195	302	717	727	1010	742	0	0	0
LFQ	44	0	1	275	3	3	7	2	5	9	22	12	9	14	14	6	11	5	7	15	14	25	28	16	28	29	36	63	122	44	74	205	284	699	772	997	741	0	0	0
LFQ	45	0	0	283	0	4	2	2	12	9	18	18	10	7	11	5	13	12	10	14	25	26	28	23	29	34	30	80	160	76	125	180	297	630	736	957	731	0	0	0
LFQ	46	0	0	306	2	0	2	6	4	10	17	17	10	7	12	7	5	7	4	11	16	19	31	19	32	28	32	74	150	55	76	170	311	620	713	991	801	32	0	0
LFQ	47	0	1	312	2	1	2	1	7	8	17	19	8	15	8	6	4	13	8	10	14	24	10	24	28	31	29	52	154	71	80	138	326	670	697	1016	767	24	0	0
LFQ	48	0	2	328	3	0	7	1	5	4	19	19	6	9	11	9	12	6	8	23	11	24	26	18	24	39	47	73	162	57	94	171	352	575	720	879	762	91	0	0
LFQ	49	0	3	332	0	1	3	5	3	8	15	15	8	10	5	8	8	7	12	9	15	14	28	21	34	39	39	69	152	49	76	92	329	646	795	854	838	55	0	0
