chrom	length	bases	mean	min	max
chr8_KI270822v1_alt_region	624492	0	0.00	0	0
chr8_KI270900v1_alt	318687	0	0.00	0	0
chr8_KI270900v1_alt_region	318687	0	0.00	0	0
chr9	138394717	7935	0.00	0	4
chr9_region	138394717	7935	0.00	0	4
chr9_KI270717v1_random	40062	0	0.00	0	0
chr9_KI270717v1_random_region	40062	0	0.00	0	0
chr9_KI270720v1_random	39050	288	0.01	0	1
chr9_KI270720v1_random_region	39050	288	0.01	0	1
chr9_GL383541v1_alt	171286	0	0.00	0	0
chr9_GL383541v1_alt_region	171286	0	0.00	0	0
chr9_KI270823v1_alt	439082	0	0.00	0	0
chr9_KI270823v1_alt_region	439082	0	0.00	0	0
chr10	133797422	4606	0.00	0	2
chr10_region	133797422	4606	0.00	0	2
chr10_KI270824v1_alt	181496	294	0.00	0	1
chr10_KI270824v1_alt_region	181496	294	0.00	0	1
chr11	135086622	302	0.00	0	1
chr11_region	135086622	302	0.00	0	1
chr12	133275309	2238	0.00	0	1
chr12_region	133275309	2238	0.00	0	1
chr12_GL383549v1_alt	120804	0	0.00	0	0
chr12_GL383549v1_alt_region	120804	0	0.00	0	0
chr12_GL383551v1_alt	184319	0	0.00	0	0
chr12_GL383551v1_alt_region	184319	0	0.00	0	0
chr12_GL877876v1_alt	408271	0	0.00	0	0
chr12_GL877876v1_alt_region	408271	0	0.00	0	0
chr13	114364328	5925	0.00	0	3
chr13_region	114364328	5925	0.00	0	3
chr14	107043718	59939	0.00	0	4
chr14_region	107043718	59939	0.00	0	4
chr14_GL000009v2_random	201709	1759	0.01	0	1
chr14_GL000009v2_random_region	201709	1759	0.01	0	1
chr14_GL000194v1_random	191469	300	0.00	0	1
chr14_GL000194v1_random_region	191469	300	0.00	0	1
chr14_GL000225v1_random	211173	446	0.00	0	1
chr14_GL000225v1_random_region	211173	446	0.00	0	1
chr14_KI270722v1_random	194050	4013	0.02	0	2
chr14_KI270722v1_random_region	194050	4013	0.02	0	2
chr14_KI270725v1_random	172810	2837	0.02	0	2
chr14_KI270725v1_random_region	172810	2837	0.02	0	2
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr14_KI270844v1_alt	322166	0	0.00	0	0
chr14_KI270844v1_alt_region	322166	0	0.00	0	0
chr15	101991189	4889	0.00	0	2
chr15_region	101991189	4889	0.00	0	2
chr15_KI270727v1_random	448248	0	0.00	0	0
chr15_KI270727v1_random_region	448248	0	0.00	0	0
chr15_KI270905v1_alt	5161414	0	0.00	0	0
chr15_KI270905v1_alt_region	5161414	0	0.00	0	0
chr16	90338345	2358	0.00	0	1
chr16_region	90338345	2358	0.00	0	1
chr16_KI270728v1_random	1872759	586	0.00	0	1
chr16_KI270728v1_random_region	1872759	586	0.00	0	1
chr16_GL383556v1_alt	192462	0	0.00	0	0
chr16_GL383556v1_alt_region	192462	0	0.00	0	0
chr17	83257441	2081	0.00	0	2
chr17_region	83257441	2081	0.00	0	2
chr17_KI270729v1_random	280839	0	0.00	0	0
chr17_KI270729v1_random_region	280839	0	0.00	0	0
chr17_GL383565v1_alt	223995	0	0.00	0	0
chr17_GL383565v1_alt_region	223995	0	0.00	0	0
chr17_KI270857v1_alt	2877074	0	0.00	0	0
chr17_KI270857v1_alt_region	2877074	0	0.00	0	0
chr18	80373285	3451	0.00	0	3
chr18_region	80373285	3451	0.00	0	3
chr18_GL383570v1_alt	164789	0	0.00	0	0
chr18_GL383570v1_alt_region	164789	0	0.00	0	0
chr19	58617616	299	0.00	0	1
chr19_region	58617616	299	0.00	0	1
chr19_GL383575v2_alt	170222	0	0.00	0	0
chr19_GL383575v2_alt_region	170222	0	0.00	0	0
chr19_GL383576v1_alt	188024	290	0.00	0	1
chr19_GL383576v1_alt_region	188024	290	0.00	0	1
chr19_GL949746v1_alt	987716	0	0.00	0	0
chr19_GL949746v1_alt_region	987716	0	0.00	0	0
chr19_KI270938v1_alt	1066800	0	0.00	0	0
chr19_KI270938v1_alt_region	1066800	0	0.00	0	0
chr20	64444167	12791	0.00	0	2
chr20_region	64444167	12791	0.00	0	2
chr20_GL383577v2_alt	128386	0	0.00	0	0
chr20_GL383577v2_alt_region	128386	0	0.00	0	0
chr21	46709983	22868	0.00	0	3
chr21_region	46709983	22868	0.00	0	3
chr21_GL383579v2_alt	201197	0	0.00	0	0
chr21_GL383579v2_alt_region	201197	0	0.00	0	0
chr21_KI270873v1_alt	143900	0	0.00	0	0
chr21_KI270873v1_alt_region	143900	0	0.00	0	0
chr22	50818468	134166112	2.64	0	18
chr22_region	50818468	134166112	2.64	0	18
chr22_KI270731v1_random	150754	3157	0.02	0	2
chr22_KI270731v1_random_region	150754	3157	0.02	0	2
chr22_KI270732v1_random	41543	749	0.02	0	1
chr22_KI270732v1_random_region	41543	749	0.02	0	1
chr22_KI270734v1_random	165050	2536	0.02	0	2
chr22_KI270734v1_random_region	165050	2536	0.02	0	2
chr22_KI270737v1_random	103838	11853	0.11	0	3
chr22_KI270737v1_random_region	103838	11853	0.11	0	3
chr22_KI270738v1_random	99375	300	0.00	0	1
chr22_KI270738v1_random_region	99375	300	0.00	0	1
chr22_KI270739v1_random	73985	9450	0.13	0	3
chr22_KI270739v1_random_region	73985	9450	0.13	0	3
chr22_GL383582v2_alt	162811	3741	0.02	0	2
chr22_GL383582v2_alt_region	162811	3741	0.02	0	2
chr22_GL383583v2_alt	96924	600	0.01	0	2
chr22_GL383583v2_alt_region	96924	600	0.01	0	2
chr22_KB663609v1_alt	74013	2548	0.03	0	2
chr22_KB663609v1_alt_region	74013	2548	0.03	0	2
chr22_KI270875v1_alt	259914	4800	0.02	0	3
chr22_KI270875v1_alt_region	259914	4800	0.02	0	3
chr22_KI270876v1_alt	263666	1500	0.01	0	2
chr22_KI270876v1_alt_region	263666	1500	0.01	0	2
chr22_KI270877v1_alt	101331	2098	0.02	0	2
chr22_KI270877v1_alt_region	101331	2098	0.02	0	2
chr22_KI270878v1_alt	186262	5024	0.03	0	4
chr22_KI270878v1_alt_region	186262	5024	0.03	0	4
chr22_KI270879v1_alt	304135	2550	0.01	0	2
chr22_KI270879v1_alt_region	304135	2550	0.01	0	2
chr22_KI270928v1_alt	176103	3287	0.02	0	2
chr22_KI270928v1_alt_region	176103	3287	0.02	0	2
chrX	156040895	300	0.00	0	1
chrX_region	156040895	300	0.00	0	1
chrX_KI270881v1_alt	144206	0	0.00	0	0
chrX_KI270881v1_alt_region	144206	0	0.00	0	0
chrY	57227415	3274	0.00	0	2
chrY_region	57227415	3274	0.00	0	2
chrUn_GL000213v1	164239	0	0.00	0	0
chrUn_GL000213v1_region	164239	0	0.00	0	0
chrUn_GL000214v1	137718	300	0.00	0	1
chrUn_GL000214v1_region	137718	300	0.00	0	1
chrUn_GL000216v2	176608	0	0.00	0	0
chrUn_GL000216v2_region	176608	0	0.00	0	0
chrUn_GL000218v1	161147	586	0.00	0	1
chrUn_GL000218v1_region	161147	586	0.00	0	1
chrUn_GL000219v1	179198	894	0.00	0	1
chrUn_GL000219v1_region	179198	894	0.00	0	1
chrUn_GL000224v1	179693	901	0.01	0	1
chrUn_GL000224v1_region	179693	901	0.01	0	1
chrUn_KI270435v1	92983	1801	0.02	0	2
chrUn_KI270435v1_region	92983	1801	0.02	0	2
chrUn_KI270438v1	112505	0	0.00	0	0
chrUn_KI270438v1_region	112505	0	0.00	0	0
chrUn_KI270442v1	392061	1194	0.00	0	2
chrUn_KI270442v1_region	392061	1194	0.00	0	2
chrUn_KI270519v1	138126	150	0.00	0	1
chrUn_KI270519v1_region	138126	150	0.00	0	1
chrUn_KI270579v1	31033	299	0.01	0	1
chrUn_KI270579v1_region	31033	299	0.01	0	1
chrUn_KI270581v1	7046	300	0.04	0	1
chrUn_KI270581v1_region	7046	300	0.04	0	1
chrUn_KI270583v1	1400	300	0.21	0	1
chrUn_KI270583v1_region	1400	300	0.21	0	1
chrUn_KI270741v1	157432	0	0.00	0	0
chrUn_KI270741v1_region	157432	0	0.00	0	0
chrUn_KI270742v1	186739	1036	0.01	0	1
chrUn_KI270742v1_region	186739	1036	0.01	0	1
chrUn_KI270743v1	210658	2696	0.01	0	2
chrUn_KI270743v1_region	210658	2696	0.01	0	2
chrUn_KI270744v1	168472	300	0.00	0	1
chrUn_KI270744v1_region	168472	300	0.00	0	1
chrUn_KI270746v1	66486	0	0.00	0	0
chrUn_KI270746v1_region	66486	0	0.00	0	0
chrUn_KI270747v1	198735	0	0.00	0	0
chrUn_KI270747v1_region	198735	0	0.00	0	0
chrUn_KI270749v1	158759	3587	0.02	0	1
chrUn_KI270749v1_region	158759	3587	0.02	0	1
chrUn_KI270751v1	150742	301	0.00	0	1
chrUn_KI270751v1_region	150742	301	0.00	0	1
chrUn_KI270757v1	71251	0	0.00	0	0
chrUn_KI270757v1_region	71251	0	0.00	0	0
total	3130999385	134433046	0.04	0	18
total_region	3130999385	134433046	0.04	0	18
