initial_gene_rank	gene_id	gene_symbol	transcript_id	sequence_length	unique_kmers	unique_support_a	unique_support_b
3	ENSG00000072274.14	TFRC	ENST00000698293.1	5279	26	0	0
3	ENSG00000072274.14	TFRC	ENST00000698294.1	4249	25	0	0
3	ENSG00000072274.14	TFRC	ENST00000698296.1	1581	0	0	0
4	ENSG00000086758.17	HUWE1	ENST00000704099.1	14522	58	2	0
4	ENSG00000086758.17	HUWE1	ENST00000622887.1	688	277	1	0
4	ENSG00000086758.17	HUWE1	ENST00000704100.1	1829	131	0	1
4	ENSG00000086758.17	HUWE1	ENST00000218328.12	5488	26	0	0
4	ENSG00000086758.17	HUWE1	ENST00000262854.11	14731	0	0	0
4	ENSG00000086758.17	HUWE1	ENST00000342160.7	14796	0	0	0
4	ENSG00000086758.17	HUWE1	ENST00000426907.5	4805	0	0	0
4	ENSG00000086758.17	HUWE1	ENST00000446750.1	872	160	0	0
4	ENSG00000086758.17	HUWE1	ENST00000463852.1	586	332	0	0
4	ENSG00000086758.17	HUWE1	ENST00000468322.2	729	25	0	0
4	ENSG00000086758.17	HUWE1	ENST00000471676.1	501	311	0	0
4	ENSG00000086758.17	HUWE1	ENST00000474288.1	1254	131	0	0
4	ENSG00000086758.17	HUWE1	ENST00000474971.1	598	218	0	0
4	ENSG00000086758.17	HUWE1	ENST00000480438.1	564	299	0	0
4	ENSG00000086758.17	HUWE1	ENST00000488459.1	800	465	0	0
4	ENSG00000086758.17	HUWE1	ENST00000489876.1	754	219	0	0
4	ENSG00000086758.17	HUWE1	ENST00000612484.4	14311	27	0	0
4	ENSG00000086758.17	HUWE1	ENST00000704101.1	759	128	0	0
4	ENSG00000086758.17	HUWE1	ENST00000704102.1	507	192	0	0
5	ENSG00000111669.15	TPI1	ENST00000229270.8	1763	301	0	1
5	ENSG00000111669.15	TPI1	ENST00000396705.10	1351	0	0	0
5	ENSG00000111669.15	TPI1	ENST00000462761.5	374	28	0	0
5	ENSG00000111669.15	TPI1	ENST00000474253.1	427	16	0	0
5	ENSG00000111669.15	TPI1	ENST00000482209.1	328	163	0	0
5	ENSG00000111669.15	TPI1	ENST00000488464.6	791	44	0	0
5	ENSG00000111669.15	TPI1	ENST00000493987.5	839	0	0	0
5	ENSG00000111669.15	TPI1	ENST00000495834.1	820	382	0	0
5	ENSG00000111669.15	TPI1	ENST00000535434.5	1587	0	0	0
5	ENSG00000111669.15	TPI1	ENST00000613953.4	1460	0	0	0
6	ENSG00000196924.19	FLNA	ENST00000360319.9	8278	0	0	0
6	ENSG00000196924.19	FLNA	ENST00000369850.10	8507	207	0	0
6	ENSG00000196924.19	FLNA	ENST00000369856.8	8240	0	0	0
6	ENSG00000196924.19	FLNA	ENST00000415241.1	704	46	0	0
6	ENSG00000196924.19	FLNA	ENST00000420627.5	8225	35	0	0
6	ENSG00000196924.19	FLNA	ENST00000422373.6	5083	12	0	0
6	ENSG00000196924.19	FLNA	ENST00000438732.2	696	28	0	0
6	ENSG00000196924.19	FLNA	ENST00000444578.1	843	26	0	0
6	ENSG00000196924.19	FLNA	ENST00000462590.1	1026	189	0	0
6	ENSG00000196924.19	FLNA	ENST00000465144.1	398	129	0	0
6	ENSG00000196924.19	FLNA	ENST00000466319.1	460	94	0	0
6	ENSG00000196924.19	FLNA	ENST00000466325.1	828	242	0	0
6	ENSG00000196924.19	FLNA	ENST00000474072.1	430	120	0	0
6	ENSG00000196924.19	FLNA	ENST00000474358.5	696	154	0	0
6	ENSG00000196924.19	FLNA	ENST00000490936.5	5374	583	0	0
6	ENSG00000196924.19	FLNA	ENST00000498411.1	368	25	0	0
6	ENSG00000196924.19	FLNA	ENST00000498491.5	914	28	0	0
6	ENSG00000196924.19	FLNA	ENST00000610817.5	8319	27	0	0
6	ENSG00000196924.19	FLNA	ENST00000673639.2	435	29	0	0
6	ENSG00000196924.19	FLNA	ENST00000676696.1	8541	249	0	0
6	ENSG00000196924.19	FLNA	ENST00000678304.1	3982	28	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000676547.1	5132	3345	37	32
7	ENSG00000156508.19	EEF1A1	ENST00000610520.5	3503	27	1	2
7	ENSG00000156508.19	EEF1A1	ENST00000676710.1	1790	27	1	0
7	ENSG00000156508.19	EEF1A1	ENST00000678508.1	1778	28	1	0
7	ENSG00000156508.19	EEF1A1	ENST00000309268.11	3512	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000316292.13	4441	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000331523.7	2048	209	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000356303.7	1883	87	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000423099.1	370	27	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000455918.2	2079	302	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000488500.2	1825	113	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000490569.6	2177	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000491404.2	2109	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000495333.6	1849	135	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000615060.5	3694	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000677062.1	2099	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000677236.1	1823	46	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000678041.1	1617	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000678143.1	1317	9	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000678515.1	1842	0	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000678702.1	1821	110	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000678703.1	1731	27	0	0
7	ENSG00000156508.19	EEF1A1	ENST00000679031.1	1206	0	0	0
8	ENSG00000030419.17	IKZF2	ENST00000452786.2	567	302	1	0
8	ENSG00000030419.17	IKZF2	ENST00000484040.1	3534	1343	0	1
8	ENSG00000030419.17	IKZF2	ENST00000342002.6	3747	0	0	0
8	ENSG00000030419.17	IKZF2	ENST00000374319.8	2001	0	0	0
8	ENSG00000030419.17	IKZF2	ENST00000374326.7	1401	27	0	0
8	ENSG00000030419.17	IKZF2	ENST00000412444.5	1737	99	0	0
8	ENSG00000030419.17	IKZF2	ENST00000431520.5	1780	229	0	0
8	ENSG00000030419.17	IKZF2	ENST00000433134.5	602	74	0	0
8	ENSG00000030419.17	IKZF2	ENST00000434687.6	9562	3	0	0
8	ENSG00000030419.17	IKZF2	ENST00000439848.5	1763	205	0	0
8	ENSG00000030419.17	IKZF2	ENST00000442445.1	551	335	0	0
8	ENSG00000030419.17	IKZF2	ENST00000451136.6	9344	29	0	0
8	ENSG00000030419.17	IKZF2	ENST00000453575.5	1594	30	0	0
8	ENSG00000030419.17	IKZF2	ENST00000457361.5	9350	27	0	0
9	ENSG00000152601.18	MBNL1	ENST00000477171.1	1039	329	3	2
9	ENSG00000152601.18	MBNL1	ENST00000493459.5	4205	114	1	3
9	ENSG00000152601.18	MBNL1	ENST00000459747.1	594	331	1	1
9	ENSG00000152601.18	MBNL1	ENST00000460591.5	898	327	1	1
9	ENSG00000152601.18	MBNL1	ENST00000461436.1	1681	531	0	1
9	ENSG00000152601.18	MBNL1	ENST00000495875.6	545	28	1	0
9	ENSG00000152601.18	MBNL1	ENST00000282486.10	6422	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000282488.11	6458	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000324196.9	5225	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000324210.10	5516	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000355460.6	5941	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000357472.7	5256	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000460166.1	552	25	0	0
9	ENSG00000152601.18	MBNL1	ENST00000463374.5	5092	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000464596.5	989	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000465907.6	945	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000466565.1	1096	273	0	0
9	ENSG00000152601.18	MBNL1	ENST00000478535.1	1451	25	0	0
9	ENSG00000152601.18	MBNL1	ENST00000485509.5	1023	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000485910.5	4257	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000492948.5	1054	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000497971.1	5051	1541	0	0
9	ENSG00000152601.18	MBNL1	ENST00000498502.5	5258	0	0	0
9	ENSG00000152601.18	MBNL1	ENST00000545754.5	5147	0	0	0
10	ENSG00000174748.22	RPL15	ENST00000456530.7	3182	2777	29	35
10	ENSG00000174748.22	RPL15	ENST00000413699.7	2221	26	3	1
10	ENSG00000174748.22	RPL15	ENST00000465786.1	1729	640	1	0
10	ENSG00000174748.22	RPL15	ENST00000644185.1	824	27	1	0
10	ENSG00000174748.22	RPL15	ENST00000307839.10	2155	0	0	0
10	ENSG00000174748.22	RPL15	ENST00000354811.5	820	0	0	0
10	ENSG00000174748.22	RPL15	ENST00000412097.5	562	29	0	0
10	ENSG00000174748.22	RPL15	ENST00000415719.5	830	48	0	0
10	ENSG00000174748.22	RPL15	ENST00000422218.5	588	177	0	0
10	ENSG00000174748.22	RPL15	ENST00000434031.6	650	27	0	0
10	ENSG00000174748.22	RPL15	ENST00000436146.2	605	23	0	0
10	ENSG00000174748.22	RPL15	ENST00000490223.1	1785	210	0	0
10	ENSG00000174748.22	RPL15	ENST00000611050.4	2363	239	0	0
10	ENSG00000174748.22	RPL15	ENST00000643707.1	571	26	0	0
10	ENSG00000174748.22	RPL15	ENST00000644684.1	564	23	0	0
10	ENSG00000174748.22	RPL15	ENST00000645079.1	566	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000603546.2	1583	173	2	3
11	ENSG00000087460.29	GNAS	ENST00000485673.6	1793	148	1	0
11	ENSG00000087460.29	GNAS	ENST00000265620.11	1866	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000306090.12	1089	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000306120.4	2073	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000313949.11	2578	30	0	0
11	ENSG00000087460.29	GNAS	ENST00000338783.7	674	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000349036.9	3432	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000354359.12	1857	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371075.7	2551	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371081.5	730	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371085.8	1854	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371095.7	1931	62	0	0
11	ENSG00000087460.29	GNAS	ENST00000371098.6	1719	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371099.6	3709	1503	0	0
11	ENSG00000087460.29	GNAS	ENST00000371100.9	4027	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000371102.8	3438	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000419558.7	2503	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000423897.7	2648	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000453292.7	2147	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000461152.6	1040	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000462499.6	1625	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000464624.7	3571	22	0	0
11	ENSG00000087460.29	GNAS	ENST00000464788.6	1476	23	0	0
11	ENSG00000087460.29	GNAS	ENST00000464960.5	986	366	0	0
11	ENSG00000087460.29	GNAS	ENST00000467227.6	1489	121	0	0
11	ENSG00000087460.29	GNAS	ENST00000467321.6	1563	149	0	0
11	ENSG00000087460.29	GNAS	ENST00000468895.6	1533	28	0	0
11	ENSG00000087460.29	GNAS	ENST00000469431.6	1665	25	0	0
11	ENSG00000087460.29	GNAS	ENST00000470512.6	1622	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000472183.6	1800	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000475610.2	1895	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000476196.5	1839	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000476935.6	1537	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000477931.5	1663	24	0	0
11	ENSG00000087460.29	GNAS	ENST00000478585.6	1548	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000479025.1	466	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000480232.6	1554	30	0	0
11	ENSG00000087460.29	GNAS	ENST00000480975.5	1534	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000481039.6	1417	29	0	0
11	ENSG00000087460.29	GNAS	ENST00000481768.6	3358	53	0	0
11	ENSG00000087460.29	GNAS	ENST00000482112.6	1622	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000483387.2	1170	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000484504.5	662	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000487862.5	1782	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000487981.5	581	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000488546.6	1407	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000488652.6	1638	56	0	0
11	ENSG00000087460.29	GNAS	ENST00000490374.6	750	29	0	0
11	ENSG00000087460.29	GNAS	ENST00000491348.5	1068	142	0	0
11	ENSG00000087460.29	GNAS	ENST00000492907.6	1499	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000493744.5	812	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000493958.5	534	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000494081.5	557	28	0	0
11	ENSG00000087460.29	GNAS	ENST00000496934.5	2837	1501	0	0
11	ENSG00000087460.29	GNAS	ENST00000604005.6	1582	25	0	0
11	ENSG00000087460.29	GNAS	ENST00000656419.1	919	30	0	0
11	ENSG00000087460.29	GNAS	ENST00000657090.1	1567	25	0	0
11	ENSG00000087460.29	GNAS	ENST00000663479.2	1666	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000667293.2	1465	35	0	0
11	ENSG00000087460.29	GNAS	ENST00000676826.2	4032	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682092.1	5826	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682134.1	3469	26	0	0
11	ENSG00000087460.29	GNAS	ENST00000682411.1	3637	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682590.1	5729	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682680.1	5743	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682803.1	1692	206	0	0
11	ENSG00000087460.29	GNAS	ENST00000682829.1	3870	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682917.1	2070	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000682986.1	6600	483	0	0
11	ENSG00000087460.29	GNAS	ENST00000683015.1	2313	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000683632.1	6319	9	0	0
11	ENSG00000087460.29	GNAS	ENST00000683932.1	7318	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000684284.1	3921	5	0	0
11	ENSG00000087460.29	GNAS	ENST00000684466.1	2181	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000684644.1	5862	0	0	0
11	ENSG00000087460.29	GNAS	ENST00000684761.1	2035	28	0	0
12	ENSG00000009307.17	CSDE1	ENST00000524652.2	2623	1199	8	18
12	ENSG00000009307.17	CSDE1	ENST00000261443.9	3228	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000339438.10	4006	3	0	0
12	ENSG00000009307.17	CSDE1	ENST00000358528.9	4097	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000369530.5	3774	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000438362.7	4185	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000483030.2	5660	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000483407.1	741	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000525132.1	521	29	0	0
12	ENSG00000009307.17	CSDE1	ENST00000525878.5	626	98	0	0
12	ENSG00000009307.17	CSDE1	ENST00000525970.5	503	50	0	0
12	ENSG00000009307.17	CSDE1	ENST00000529046.6	3275	25	0	0
12	ENSG00000009307.17	CSDE1	ENST00000530784.1	545	283	0	0
12	ENSG00000009307.17	CSDE1	ENST00000530886.5	3459	13	0	0
12	ENSG00000009307.17	CSDE1	ENST00000533818.5	552	102	0	0
12	ENSG00000009307.17	CSDE1	ENST00000534389.2	601	314	0	0
12	ENSG00000009307.17	CSDE1	ENST00000534699.5	2667	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000610726.5	4274	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000684913.1	4139	167	0	0
12	ENSG00000009307.17	CSDE1	ENST00000685676.1	4070	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686025.1	4024	32	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686123.1	4128	140	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686235.1	4089	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686581.1	4807	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686667.1	3712	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000686781.1	3879	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000687548.1	4598	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000687759.1	3725	25	0	0
12	ENSG00000009307.17	CSDE1	ENST00000688211.1	4332	28	0	0
12	ENSG00000009307.17	CSDE1	ENST00000688611.1	3840	28	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689217.1	4183	130	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689510.1	3865	28	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689573.1	3267	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689631.1	2871	298	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689727.1	3847	26	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689732.1	4045	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689885.1	3997	29	0	0
12	ENSG00000009307.17	CSDE1	ENST00000689989.1	4141	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000690013.1	4091	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000690207.1	4064	78	0	0
12	ENSG00000009307.17	CSDE1	ENST00000690420.1	4031	29	0	0
12	ENSG00000009307.17	CSDE1	ENST00000690784.1	4900	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000691032.1	3805	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000691377.1	3455	27	0	0
12	ENSG00000009307.17	CSDE1	ENST00000691403.1	4160	27	0	0
12	ENSG00000009307.17	CSDE1	ENST00000692044.1	3972	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000692629.1	3998	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000692672.1	4006	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000692719.1	3856	28	0	0
12	ENSG00000009307.17	CSDE1	ENST00000692950.1	4342	351	0	0
12	ENSG00000009307.17	CSDE1	ENST00000693311.1	4036	0	0	0
12	ENSG00000009307.17	CSDE1	ENST00000693467.1	4070	27	0	0
12	ENSG00000009307.17	CSDE1	ENST00000693644.1	4727	643	0	0
13	ENSG00000198242.14	RPL23A	ENST00000422514.7	970	373	2	4
13	ENSG00000198242.14	RPL23A	ENST00000582736.1	595	370	1	2
13	ENSG00000198242.14	RPL23A	ENST00000355731.8	587	29	0	0
13	ENSG00000198242.14	RPL23A	ENST00000394935.7	580	29	0	0
13	ENSG00000198242.14	RPL23A	ENST00000394938.8	688	135	0	0
13	ENSG00000198242.14	RPL23A	ENST00000472628.1	639	136	0	0
13	ENSG00000198242.14	RPL23A	ENST00000496182.5	636	134	0	0
13	ENSG00000198242.14	RPL23A	ENST00000578181.1	593	160	0	0
13	ENSG00000198242.14	RPL23A	ENST00000580755.1	412	270	0	0
14	ENSG00000254087.8	LYN	ENST00000520220.6	5808	25	2	0
14	ENSG00000254087.8	LYN	ENST00000420292.1	561	198	0	0
14	ENSG00000254087.8	LYN	ENST00000519728.6	5872	1	0	0
14	ENSG00000254087.8	LYN	ENST00000520050.1	550	93	0	0
15	ENSG00000153827.15	TRIP12	ENST00000343290.5	583	147	11	7
15	ENSG00000153827.15	TRIP12	ENST00000283943.9	9874	24	0	0
15	ENSG00000153827.15	TRIP12	ENST00000389044.8	6405	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000389045.7	5355	28	0	0
15	ENSG00000153827.15	TRIP12	ENST00000409677.5	1507	115	0	0
15	ENSG00000153827.15	TRIP12	ENST00000418123.1	562	25	0	0
15	ENSG00000153827.15	TRIP12	ENST00000428959.5	584	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000430954.6	6585	91	0	0
15	ENSG00000153827.15	TRIP12	ENST00000435716.5	603	90	0	0
15	ENSG00000153827.15	TRIP12	ENST00000453485.2	6410	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000459841.1	1009	536	0	0
15	ENSG00000153827.15	TRIP12	ENST00000461189.1	612	318	0	0
15	ENSG00000153827.15	TRIP12	ENST00000470302.5	487	77	0	0
15	ENSG00000153827.15	TRIP12	ENST00000477441.1	581	166	0	0
15	ENSG00000153827.15	TRIP12	ENST00000479037.5	2938	385	0	0
15	ENSG00000153827.15	TRIP12	ENST00000487178.1	977	264	0	0
15	ENSG00000153827.15	TRIP12	ENST00000495322.1	562	221	0	0
15	ENSG00000153827.15	TRIP12	ENST00000675423.1	6645	32	0	0
15	ENSG00000153827.15	TRIP12	ENST00000675453.1	10103	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000675903.1	10100	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704577.1	10129	27	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704578.1	7267	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704579.1	6721	44	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704580.1	6566	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704581.1	6563	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704582.1	2166	29	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704583.1	5473	70	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704584.1	6224	199	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704585.1	6081	0	0	0
15	ENSG00000153827.15	TRIP12	ENST00000704586.1	2024	674	0	0
16	ENSG00000122218.17	COPA	ENST00000696215.1	3238	1365	31	18
16	ENSG00000122218.17	COPA	ENST00000696205.1	3573	402	14	10
16	ENSG00000122218.17	COPA	ENST00000696216.1	3663	2903	4	15
16	ENSG00000122218.17	COPA	ENST00000696211.1	3850	775	4	1
16	ENSG00000122218.17	COPA	ENST00000696209.1	4908	534	1	0
16	ENSG00000122218.17	COPA	ENST00000241704.8	5318	65	0	0
16	ENSG00000122218.17	COPA	ENST00000368069.7	4664	56	0	0
16	ENSG00000122218.17	COPA	ENST00000481040.1	578	0	0	0
16	ENSG00000122218.17	COPA	ENST00000481522.1	578	348	0	0
16	ENSG00000122218.17	COPA	ENST00000541366.1	616	0	0	0
16	ENSG00000122218.17	COPA	ENST00000545266.1	574	0	0	0
16	ENSG00000122218.17	COPA	ENST00000545284.1	879	14	0	0
16	ENSG00000122218.17	COPA	ENST00000647683.1	4239	29	0	0
16	ENSG00000122218.17	COPA	ENST00000647693.1	5462	26	0	0
16	ENSG00000122218.17	COPA	ENST00000647799.1	4454	0	0	0
16	ENSG00000122218.17	COPA	ENST00000647899.1	2046	29	0	0
16	ENSG00000122218.17	COPA	ENST00000648280.1	2160	29	0	0
16	ENSG00000122218.17	COPA	ENST00000648501.1	3524	29	0	0
16	ENSG00000122218.17	COPA	ENST00000648632.1	539	0	0	0
