READ_148	gi|2213073988|ref|XM_047288384.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris myosin-10 (LOC100207631), mRNA	100	6087	N/A
READ_152	gi|2213110148|ref|XM_047277016.1|	93.333	75	1.10e-20	111	75	PREDICTED: Hydra vulgaris myoneurin (LOC101235119), transcript variant X2, mRNA	100	6087	N/A
READ_152	gi|2213110146|ref|XM_047277015.1|	93.333	75	1.10e-20	111	75	PREDICTED: Hydra vulgaris myoneurin (LOC101235119), transcript variant X1, mRNA	100	6087	N/A
READ_238	gi|2213108366|ref|XM_002159409.4|	97.297	74	3.91e-25	126	75	PREDICTED: Hydra vulgaris 40S ribosomal protein S16 (LOC100197898), mRNA	99	6087	N/A
READ_238	gi|37724564|gb|AY159357.1|	97.297	74	3.91e-25	126	75	Hydra vulgaris ribosomal protein S16 mRNA, partial cds	99	6087	N/A
READ_248	gi|1572047745|gb|MK123983.1|	94.366	71	1.42e-19	108	75	Hydra vulgaris voucher AHNUHV 2011003 proliferating cell nuclear antigen (PCNA) mRNA, complete cds	93	6087	N/A
READ_248	gi|828201772|ref|XM_002164802.2|	94.366	71	1.42e-19	108	75	PREDICTED: Hydra vulgaris proliferating cell nuclear antigen (LOC100204143), mRNA	93	6087	N/A
READ_251	gi|2213119323|ref|XM_047280513.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris rac GTPase-activating protein 1 (LOC101241756), transcript variant X5, mRNA	100	6087	N/A
READ_251	gi|2213119321|ref|XM_047280512.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris rac GTPase-activating protein 1 (LOC101241756), transcript variant X4, mRNA	100	6087	N/A
READ_251	gi|2213119319|ref|XM_047280511.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris rac GTPase-activating protein 1 (LOC101241756), transcript variant X3, mRNA	100	6087	N/A
READ_251	gi|2213119317|ref|XM_047280509.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris rac GTPase-activating protein 1 (LOC101241756), transcript variant X2, mRNA	100	6087	N/A
READ_251	gi|2213119315|ref|XM_047280508.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris rac GTPase-activating protein 1 (LOC101241756), transcript variant X1, mRNA	100	6087	N/A
READ_252	gi|2213106438|ref|XM_012711431.2|	100.000	75	5.03e-29	139	75	PREDICTED: Hydra vulgaris putative serine protease K12H4.7 (LOC100199452), mRNA	100	6087	N/A
READ_266	gi|2213121058|ref|XM_047281170.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris heat shock 70 kDa protein-like (LOC105844776), mRNA	100	6087	N/A
READ_266	gi|2213121056|ref|XM_047281169.1|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris heat shock 70 kDa protein-like (LOC100202286), mRNA	100	6087	N/A
READ_266	gi|2516235245|ref|XM_057320489.1|	88.732	71	1.85e-13	87.9	75	PREDICTED: Triplophysa rosa heat shock protein 8 (hspa8), mRNA	95	992332	N/A
READ_266	gi|1842298549|ref|XM_034553376.1|	89.231	65	3.09e-11	80.5	75	PREDICTED: Cyclopterus lumpus heat shock cognate 70 (hsc70), mRNA	85	8103	N/A
READ_266	gi|2466682276|ref|XM_054622289.1|	89.231	65	3.09e-11	80.5	75	PREDICTED: Anoplopoma fimbria heat shock cognate 70 (hsc70), mRNA	85	229290	N/A
READ_330	gi|2213128014|ref|XM_004207791.3|	95.833	72	2.36e-22	117	75	PREDICTED: Hydra vulgaris 40S ribosomal protein S6 (LOC100200285), mRNA	96	6087	N/A
READ_365	gi|830260133|ref|NM_001309669.1|	97.333	75	1.09e-25	128	75	Hydra vulgaris collagen alpha-1(I) chain-like (LOC100211987), mRNA	100	6087	N/A
READ_369	gi|828193452|ref|XR_001141891.1|	96.000	75	5.06e-24	122	75	PREDICTED: Hydra vulgaris 40S ribosomal protein S9 (LOC100212223), transcript variant X2, misc_RNA	100	6087	N/A
READ_369	gi|828193451|ref|XM_002156817.3|	96.000	75	5.06e-24	122	75	PREDICTED: Hydra vulgaris 40S ribosomal protein S9 (LOC100212223), transcript variant X1, mRNA	100	6087	N/A
READ_369	gi|2095610963|emb|OU612030.1|	85.915	71	4.00e-10	76.8	75	Eilema depressum genome assembly, chromosome: 18	95	987419	N/A
READ_373	gi|2213129166|ref|XM_047284245.1|	96.000	75	5.06e-24	122	75	PREDICTED: Hydra vulgaris snurportin-1 (LOC105850724), mRNA	100	6087	N/A
