lag	cross_corr	plus_count	minus_count
113	24680	499888	500112
114	20864	499888	500112
115	20293	499888	500112
116	24504	499888	500112
117	19959	499888	500112
118	18749	499888	500112
119	20657	499888	500112
120	18202	499888	500112
121	21403	499888	500112
122	16411	499888	500112
123	17544	499888	500112
124	18611	499888	500112
125	16941	499888	500112
126	16716	499888	500112
127	16447	499888	500112
128	17440	499888	500112
129	17775	499888	500112
130	14075	499888	500112
131	16209	499888	500112
132	13704	499888	500112
133	14709	499888	500112
134	12529	499888	500112
135	15856	499888	500112
136	12758	499888	500112
137	10756	499888	500112
138	14516	499888	500112
139	9770	499888	500112
140	13621	499888	500112
141	10259	499888	500112
142	11263	499888	500112
143	9243	499888	500112
144	10167	499888	500112
145	9969	499888	500112
146	9847	499888	500112
147	9384	499888	500112
148	9191	499888	500112
149	10015	499888	500112
150	8883	499888	500112
151	8330	499888	500112
152	9002	499888	500112
153	7727	499888	500112
154	8938	499888	500112
155	8193	499888	500112
156	7469	499888	500112
157	7649	499888	500112
158	7593	499888	500112
159	7192	499888	500112
160	6813	499888	500112
161	7456	499888	500112
162	6434	499888	500112
163	7197	499888	500112
164	6905	499888	500112
165	6347	499888	500112
166	6101	499888	500112
167	6291	499888	500112
168	6249	499888	500112
169	6357	499888	500112
170	6085	499888	500112
171	6179	499888	500112
172	6090	499888	500112
173	5833	499888	500112
174	5615	499888	500112
175	5700	499888	500112
176	5719	499888	500112
177	5578	499888	500112
178	5553	499888	500112
179	5415	499888	500112
180	5460	499888	500112
181	5410	499888	500112
182	5373	499888	500112
183	5263	499888	500112
184	5102	499888	500112
185	5193	499888	500112
186	5164	499888	500112
187	5086	499888	500112
188	4933	499888	500112
189	5165	499888	500112
190	4905	499888	500112
191	5056	499888	500112
192	4863	499888	500112
193	4776	499888	500112
194	4936	499888	500112
195	4779	499888	500112
196	4769	499888	500112
197	4611	499888	500112
198	4699	499888	500112
199	4678	499888	500112
200	4767	499888	500112
201	4575	499888	500112
202	4643	499888	500112
203	4698	499888	500112
204	4509	499888	500112
205	4478	499888	500112
206	4463	499888	500112
207	4415	499888	500112
208	4481	499888	500112
209	4437	499888	500112
210	4407	499888	500112
211	4348	499888	500112
212	4240	499888	500112
213	4298	499888	500112
214	4505	499888	500112
215	4376	499888	500112
216	4223	499888	500112
217	4346	499888	500112
218	4288	499888	500112
219	4309	499888	500112
220	4209	499888	500112
221	4408	499888	500112
222	4159	499888	500112
223	4257	499888	500112
224	4097	499888	500112
225	4210	499888	500112
226	4057	499888	500112
227	4195	499888	500112
228	4162	499888	500112
229	4011	499888	500112
230	4064	499888	500112
231	3996	499888	500112
232	4117	499888	500112
233	4030	499888	500112
234	3993	499888	500112
235	3997	499888	500112
236	3954	499888	500112
237	3878	499888	500112
238	3825	499888	500112
239	3962	499888	500112
240	3930	499888	500112
241	3934	499888	500112
242	3903	499888	500112
243	3907	499888	500112
244	3852	499888	500112
245	3780	499888	500112
246	3840	499888	500112
247	3839	499888	500112
248	3752	499888	500112
249	3814	499888	500112
250	3849	499888	500112
251	3663	499888	500112
252	3899	499888	500112
253	3815	499888	500112
254	3762	499888	500112
255	3764	499888	500112
256	3662	499888	500112
257	3827	499888	500112
258	3792	499888	500112
259	3839	499888	500112
260	3752	499888	500112
261	3845	499888	500112
262	3677	499888	500112
263	3758	499888	500112
264	3534	499888	500112
265	3591	499888	500112
266	3588	499888	500112
267	3589	499888	500112
268	3600	499888	500112
269	3631	499888	500112
270	3471	499888	500112
271	3687	499888	500112
272	3558	499888	500112
273	3580	499888	500112
274	3413	499888	500112
275	3609	499888	500112
276	3497	499888	500112
277	3476	499888	500112
278	3477	499888	500112
279	3517	499888	500112
280	3453	499888	500112
281	3524	499888	500112
282	3362	499888	500112
283	3367	499888	500112
284	3255	499888	500112
285	3386	499888	500112
286	3492	499888	500112
287	3584	499888	500112
288	3428	499888	500112
289	3324	499888	500112
290	3411	499888	500112
291	3320	499888	500112
292	3308	499888	500112
293	3368	499888	500112
294	3345	499888	500112
295	3377	499888	500112
296	3308	499888	500112
297	3209	499888	500112
298	3373	499888	500112
299	3301	499888	500112
300	3196	499888	500112
301	3184	499888	500112
302	3227	499888	500112
303	3137	499888	500112
304	3248	499888	500112
305	3143	499888	500112
306	3144	499888	500112
307	3195	499888	500112
308	3177	499888	500112
309	3111	499888	500112
310	3157	499888	500112
311	3187	499888	500112
312	3181	499888	500112
313	3041	499888	500112
314	3117	499888	500112
315	3164	499888	500112
316	3063	499888	500112
317	3028	499888	500112
318	2994	499888	500112
319	3103	499888	500112
320	3051	499888	500112
321	3030	499888	500112
322	3032	499888	500112
323	2934	499888	500112
324	2960	499888	500112
325	3036	499888	500112
326	3022	499888	500112
327	2921	499888	500112
328	2944	499888	500112
329	2918	499888	500112
330	2937	499888	500112
331	3031	499888	500112
332	2853	499888	500112
333	2984	499888	500112
334	2951	499888	500112
335	2910	499888	500112
336	2886	499888	500112
337	2923	499888	500112
338	2935	499888	500112
339	2912	499888	500112
340	2864	499888	500112
341	2792	499888	500112
342	2885	499888	500112
343	2721	499888	500112
344	2837	499888	500112
345	2784	499888	500112
346	2742	499888	500112
347	2859	499888	500112
348	2731	499888	500112
349	2713	499888	500112
350	2831	499888	500112
351	2687	499888	500112
352	2808	499888	500112
353	2778	499888	500112
354	2685	499888	500112
355	2764	499888	500112
356	2671	499888	500112
357	2761	499888	500112
358	2710	499888	500112
359	2644	499888	500112
360	2669	499888	500112
361	2739	499888	500112
362	2627	499888	500112
363	2650	499888	500112
364	2567	499888	500112
365	2596	499888	500112
366	2666	499888	500112
367	2703	499888	500112
368	2663	499888	500112
369	2577	499888	500112
370	2643	499888	500112
371	2622	499888	500112
372	2582	499888	500112
373	2561	499888	500112
374	2587	499888	500112
375	2532	499888	500112
376	2571	499888	500112
377	2570	499888	500112
378	2486	499888	500112
379	2496	499888	500112
380	2580	499888	500112
381	2507	499888	500112
382	2442	499888	500112
383	2432	499888	500112
384	2385	499888	500112
385	2456	499888	500112
386	2407	499888	500112
387	2455	499888	500112
388	2409	499888	500112
389	2430	499888	500112
390	2472	499888	500112
391	2472	499888	500112
392	2369	499888	500112
393	2387	499888	500112
394	2378	499888	500112
395	2394	499888	500112
396	2388	499888	500112
397	2447	499888	500112
398	2432	499888	500112
399	2393	499888	500112
400	2328	499888	500112
401	2351	499888	500112
402	2342	499888	500112
403	2414	499888	500112
404	2310	499888	500112
405	2405	499888	500112
406	2286	499888	500112
407	2370	499888	500112
408	2322	499888	500112
409	2345	499888	500112
410	2310	499888	500112
411	2296	499888	500112
412	2316	499888	500112
413	2272	499888	500112
414	2161	499888	500112
415	2349	499888	500112
416	2260	499888	500112
417	2209	499888	500112
418	2190	499888	500112
419	2233	499888	500112
420	2346	499888	500112
421	2271	499888	500112
422	2247	499888	500112
423	2140	499888	500112
424	2248	499888	500112
425	2280	499888	500112
426	2195	499888	500112
427	2216	499888	500112
428	2237	499888	500112
429	2242	499888	500112
430	2226	499888	500112
431	2183	499888	500112
432	2187	499888	500112
433	2172	499888	500112
434	2102	499888	500112
435	2210	499888	500112
436	2121	499888	500112
437	2174	499888	500112
438	2093	499888	500112
439	2142	499888	500112
440	1995	499888	500112
441	2198	499888	500112
442	2183	499888	500112
443	2099	499888	500112
444	2075	499888	500112
445	2120	499888	500112
446	2075	499888	500112
447	2092	499888	500112
448	2112	499888	500112
449	2045	499888	500112
450	2073	499888	500112
451	2108	499888	500112
452	2152	499888	500112
453	2058	499888	500112
454	2013	499888	500112
455	2044	499888	500112
456	2053	499888	500112
457	1980	499888	500112
458	1971	499888	500112
459	2054	499888	500112
460	2070	499888	500112
461	1961	499888	500112
462	2025	499888	500112
463	2014	499888	500112
464	2057	499888	500112
465	1955	499888	500112
466	1955	499888	500112
467	1970	499888	500112
468	1967	499888	500112
469	2015	499888	500112
470	2001	499888	500112
471	1912	499888	500112
472	1968	499888	500112
473	1971	499888	500112
474	1982	499888	500112
475	1919	499888	500112
476	1947	499888	500112
477	1998	499888	500112
478	1962	499888	500112
479	2031	499888	500112
480	1956	499888	500112
481	1964	499888	500112
482	1954	499888	500112
483	1931	499888	500112
484	1911	499888	500112
485	1879	499888	500112
486	1955	499888	500112
487	1865	499888	500112
488	1885	499888	500112
489	1910	499888	500112
490	1909	499888	500112
491	1930	499888	500112
492	1872	499888	500112
493	1947	499888	500112
494	1897	499888	500112
495	1852	499888	500112
496	1889	499888	500112
497	1934	499888	500112
498	1804	499888	500112
499	1832	499888	500112
500	1815	499888	500112
