READ_291666/2	91	28	65	+	XR_002345760.2	2440	2295	2336	37	41	0	tp:A:P	cm:i:4	s1:i:36	s2:i:34	rl:i:31
READ_297576/2	91	9	57	+	XM_084977253.1	3680	396	444	48	48	0	tp:A:P	cm:i:6	s1:i:48	s2:i:48	rl:i:0
READ_334245/2	91	0	82	-	XR_014832589.1	6116	4109	4191	52	82	0	tp:A:P	cm:i:4	s1:i:52	s2:i:52	rl:i:61
READ_360680/2	91	5	37	-	XM_021065603.2	3812	3143	3175	32	32	0	tp:A:P	cm:i:2	s1:i:32	s2:i:32	rl:i:0
READ_373052/2	91	31	71	+	XR_014836254.1	3869	41	81	40	40	0	tp:A:P	cm:i:6	s1:i:40	s2:i:40	rl:i:0
READ_375609/2	91	1	34	+	NM_001144841.1	496	120	153	33	33	10	tp:A:P	cm:i:3	s1:i:33	s2:i:0	rl:i:0
READ_396019/2	91	8	34	-	XR_014822573.1	7126	2206	2232	26	26	0	tp:A:P	cm:i:2	s1:i:26	s2:i:26	rl:i:0
READ_428025/2	91	7	81	+	XR_014839306.1	2017	149	223	74	74	0	tp:A:P	cm:i:11	s1:i:74	s2:i:74	rl:i:0
READ_452987/2	91	58	91	-	XM_005666991.4	5446	1692	1725	33	33	0	tp:A:P	cm:i:3	s1:i:33	s2:i:33	rl:i:21
READ_452987/2	91	40	66	-	XM_084991380.1	3167	191	217	26	26	0	tp:A:P	cm:i:2	s1:i:26	s2:i:26	rl:i:21
READ_457408/2	91	22	57	+	XR_001306173.3	535	308	343	35	35	0	tp:A:P	cm:i:4	s1:i:35	s2:i:35	rl:i:0
READ_469765/2	91	2	81	+	XR_014821264.1	2649	652	731	79	79	0	tp:A:P	cm:i:9	s1:i:79	s2:i:79	rl:i:0
READ_505382/2	91	36	87	+	XM_001926704.7	2168	299	350	51	51	0	tp:A:P	cm:i:8	s1:i:51	s2:i:51	rl:i:0
READ_524069/2	91	9	65	+	XM_003480775.5	557	304	360	56	56	49	tp:A:P	cm:i:7	s1:i:56	s2:i:0	rl:i:0
READ_526566/2	91	54	84	-	XM_084958849.1	5880	2128	2158	30	30	0	tp:A:P	cm:i:2	s1:i:30	s2:i:30	rl:i:0
READ_533628/2	91	33	66	+	XR_014839094.1	5096	4716	4749	33	33	0	tp:A:P	cm:i:4	s1:i:33	s2:i:33	rl:i:0
READ_555069/2	91	24	81	+	XM_021086454.2	1393	1215	1272	57	57	0	tp:A:P	cm:i:11	s1:i:57	s2:i:57	rl:i:0
READ_603704/2	91	8	85	+	NM_001044542.1	938	731	808	77	77	60	tp:A:P	cm:i:10	s1:i:77	s2:i:0	rl:i:0
READ_612981/2	91	9	69	+	XR_014816096.1	5348	5286	5346	60	60	57	tp:A:P	cm:i:8	s1:i:60	s2:i:0	rl:i:0
READ_615198/2	91	54	87	+	XM_021072081.2	1661	1537	1570	33	33	10	tp:A:P	cm:i:3	s1:i:33	s2:i:0	rl:i:0
