	TraesCS6D03G0279900		TraesCS2A03G0073400	TraesCS6D03G0279900 is orthologous to AT4G31840: ENODL15 in Arabidopsis sieve element	PMID: 17293437 (Khan et al., 2007)
			TraesCS6A03G0202900		
			TraesCS7D03G0500500		
Root cap	TraesCS1B03G0058000	experiment 1	TraesCS7D03G0226600		
	TraesCS3B03G1464500		TraesCS3D03G0697200	TraesCS3D03G0697200 is orthologous to AT5G60530: LEA protein-like protein in Arabidopsis LRC	PMID: 32943451  (Wendrich et al., 2020)
	TraesCS2B03G1153200		TraesCS2D03G0971100		
	TraesCS2D03G0971700		TraesCS3D03G0382600		
	TraesCS3A03G1224300		TraesCS2A03G1032300		
	TraesCS2D03G0971800		TraesCS3B03G0864600		
	TraesCS3A03G0756500		TraesCS1D03G0043400		
	TraesCS3B03G1268400		TraesCS3D03G1163600		
			TraesCS3B03G1268400		
			TraesCS3D03G1163500		
			TraesCS3A03G0756500		
			TraesCS1A03G0053300		
			TraesCS3B03G1464600		
			TraesCS1B03G0058000		
			TraesCS3B03G1464500		
			TraesCS2B03G1153200		
			TraesCS2D03G0971700		
			TraesCS3A03G1224300		
			TraesCS2D03G0971800		
Provascular cells	TraesCS5D03G0346300	experiment 2 section 1	TraesCS5D03G0346300		
	TraesCS5A03G0363500		TraesCS1B03G0050600		
			TraesCS3B03G0036500		
			TraesCS1B03G0053600		
			TraesCS2A03G0412800		
			TraesCS1B03G0051800		
			TraesCS6A03G0661700LC		
			TraesCS3D03G0013700	TraesCS3D03G0013700 is orthologous to AT1G75500: WAT1 in Arabidopsis developing vascular cells; TraesCS3D02G003600: WAT1 in Wheat provascular cells	PMID: 20497379 (Ranocha et al., 2010); PMID: 37016448  (Zhang et al., 2023)
Endodermis	TraesCS5A03G0526900	experiment 2 section 1	TraesCS3D03G0402600		
	TraesCS5B03G0538700		TraesCS3D03G0720200		
	TraesCS5D03G0492700		TraesCS5D03G0492700		
			TraesCS2D03G0321300		
			TraesCS5B03G0538700		
					
					
Cell state	Gene list used for plotting in Stereo-seq	Sections to show	Genes showing expected expression pattern among the Top 20 DEGs	Orthologous to known marker genes	Reference Literature
G1/S	TraesCS2B03G1047100	experiment 2 section 3	TraesCS2B03G1047100		
	TraesCS1B03G1035400		TraesCS1B03G1035400		
	TraesCS1A03G0723300		TraesCS1A03G0723300		
	TraesCS6A03G0197200		TraesCS6A03G0197200		
	TraesCS4B03G0567900		TraesCS4B03G0567900		
			TraesCS3A03G0316900		
			TraesCS1D03G0080700		
			TraesCS1D03G0687000		
			TraesCS1D03G0852900		
			TraesCS1A03G0090800	TraesCS1A03G0090800 is orthologous to Os03g0279200: Histone H2A  in Rice meristem	PMID: 33824350 (Zhang et al., 2021)
			TraesCS1D03G0080500		
			TraesCS2A03G0948500		
			TraesCS1B03G0109700		
			TraesCS1D03G0853100		
			TraesCS7D03G0261200		
			TraesCS1B03G0825800		
			TraesCS3D03G0761600		
			TraesCS6A03G0141200		
			TraesCS3D03G0773600		
			TraesCS1A03G0730400		
G2/M	TraesCS2D03G0803000	experiment 2 section 3	TraesCS2D03G0803000	TraesCS2D03G0803000 is orthologous to Os04g0496300: H0306B06.4 protein in Rice Meristem	PMID: 33824350  (Zhang et al., 2021)
	TraesCS2A03G0863000		TraesCS3B03G0839200LC		
	TraesCS2B03G0955500		TraesCS2A03G0863000		
	TraesCS4D03G0742700		TraesCS2B03G0955500		
	TraesCS3A03G0796600		TraesCS4D03G0742700		
			TraesCS3A03G0796600		
			TraesCS3B03G1202600		
			TraesCS3A03G0935100		
			TraesCS2D03G0129500		
			TraesCS1B03G0616100		
			TraesCS1A03G0526900		
			TraesCS4B03G0833500		
			TraesCS3B03G0918400		
			TraesCS3D03G0735900		
			TraesCS1D03G0508400		
			TraesCS7B03G1269700		
			TraesCS7D03G1262100		
			TraesCS2A03G0132400		
			TraesCS3D03G0969300		
			TraesCS7A03G1335600		
