chr4	101630032	101630192	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101630032	101630192	ENSMUSG00000057722.18	ENSMUST00000128948.8	+
chr4	101630032	101630192	ENSMUSG00000057722.18	ENSMUST00000156402.2	+
chr4	101631397	101631480	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101631397	101631480	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101631397	101631480	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101631397	101631480	ENSMUSG00000057722.18	ENSMUST00000128948.8	+
chr4	101631397	101631480	ENSMUSG00000057722.18	ENSMUST00000156402.2	+
chr4	101636595	101636790	ENSMUSG00000057722.18	ENSMUST00000128948.8	+
chr4	101637101	101637318	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101637101	101637318	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101637101	101637318	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101637101	101637318	ENSMUSG00000057722.18	ENSMUST00000156402.2	+
chr4	101639741	101639924	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101639741	101639924	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101639741	101639924	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101639741	101640092	ENSMUSG00000057722.18	ENSMUST00000156402.2	+
chr4	101646110	101646161	ENSMUSG00000057722.18	ENSMUST00000151733.2	+
chr4	101646459	101646555	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101646459	101646555	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101646459	101646555	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101646459	101646555	ENSMUSG00000057722.18	ENSMUST00000151733.2	+
chr4	101647997	101648103	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101647997	101648103	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101647997	101648103	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101647997	101648103	ENSMUSG00000057722.18	ENSMUST00000151733.2	+
chr4	101649191	101649267	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101649191	101649267	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101649191	101649353	ENSMUSG00000057722.18	ENSMUST00000151733.2	+
chr4	101649191	101649455	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101668544	101670864	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101671644	101672549	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
