chr_donorA	brkpt_donorA	strand_donorA	chr_acceptorB	brkpt_acceptorB	strand_acceptorB	junction_type	repeat_left_lenA	repeat_right_lenB	read_name	start_alnA	cigar_alnA	start_alnB	cigar_alnB	num_chim_aln	max_poss_aln_score	non_chim_aln_score	this_chim_aln_score	bestall_chim_aln_score	PEmerged_bool	readgrp
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_178947	53406669	85M22S	99984946	85S22M	1	107	86	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_178961	99985019	91M16S	53409362	91S16M	5	107	90	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_179788	26202489	27S80M	53409535	27M80S	1	107	81	104	104	0
chr12	55968085	-	chr1	180434971	+	0	0	3	READ_179930	55968086	32S75M	180434972	75S32M	4	107	77	103	103	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_180411	53409362	59S48M	99985051	59M48S	1	107	59	105	105	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_180600	99985056	54M53S	53409362	54S53M	1	107	55	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_181693	99984946	61S46M	53406693	61M46S	1	107	62	105	105	0
chr13	25926486	+	chr12	122505385	-	0	0	0	READ_181974	25926472	9S14M84S	122505301	84M23S	5	107	82	94	94	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_182440	53406679	75M32S	99984946	75S32M	1	107	76	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_182831	26202489	22S85M	53409540	22M85S	1	107	84	102	102	0
chr12	3211930	+	chr1	221146520	-	1	0	1	READ_185217	3211839	91M16S	221146504	16M91S	9	107	90	104	104	0
chr1	202472131	+	chr12	93854172	-	0	0	0	READ_185217	202472039	92M15S	93854157	15M92S	9	107	90	99	104	0
chr12	49129549	+	chr1	221146520	-	0	0	1	READ_185259	49129355	36M109N49M22S	221146505	7S15M85S	3	107	84	96	96	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_186338	53406696	58M49S	99984946	58S49M	1	107	60	105	105	0
chr12	14942478	+	chr13	113773520	-	0	0	2	READ_186675	14942388	90M17S	113773503	17M90S	2	107	88	97	97	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_186857	26202489	22S85M	53409540	22M85S	1	107	86	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_187224	26202489	80S27M	53409482	80M27S	1	107	80	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_188139	53406736	18M89S	99984946	18S89M	9	107	89	104	104	0
chr8	94783238	+	chr13	99984943	+	0	0	0	READ_188139	94783222	16M91S	99984944	16S91M	9	107	89	103	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_188511	53409504	58M49S	26202489	58S49M	1	107	59	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_189201	99984946	83S24M	53406671	83M24S	1	107	84	104	104	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_190146	53409362	64S43M	99985046	64M43S	1	107	63	104	104	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_191014	99984946	24S83M	53406730	24M83S	2	107	83	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_192264	53409489	73M34S	26202489	73S34M	1	107	73	104	104	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_193137	99984946	36S71M	53406718	36M71S	2	107	71	104	104	0
chr12	58599196	+	chr1	116403977	-	0	0	0	READ_193551	58599178	11S18M78S	116403899	78M29S	8	107	76	92	92	0
chr12	53325074	-	chr1	154176252	-	0	0	0	READ_193630	53325075	89S14M4S	154176163	89M18S	5	107	97	99	99	0
chr1	154970031	-	chr12	40405659	+	0	0	0	READ_193656	154970032	17S90M	40405660	90S17M	4	107	86	99	99	0
chr12	11892199	-	chr1	164281963	+	0	0	0	READ_193725	11892200	17S90M	164281964	90S17M	4	107	76	89	89	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_193950	53409362	48S59M	99985062	48M59S	1	107	60	105	105	0
chr1	19202651	+	chr12	40368690	+	0	0	4	READ_194448	19202636	15M92S	40368691	15S91M1S	5	107	85	98	99	0
chr1	35108719	+	chr12	40368702	+	0	0	0	READ_194448	35108693	1S26M80S	40368703	27S79M1S	5	107	85	99	99	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_194504	53406672	82M25S	99984946	82S25M	1	107	83	104	104	0
chr12	120198902	-	chr1	220317084	+	0	0	5	READ_195110	120198903	76S31M	220317085	31S76M	6	107	74	99	103	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_196602	99984946	23S84M	53406731	23M84S	2	107	84	104	104	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_199208	99984946	46S61M	53406708	46M61S	1	107	62	105	105	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_199532	53409484	78M29S	26202489	78S29M	1	107	78	104	104	0
chr8	69779667	-	chr13	21146928	-	0	0	0	READ_1094	69779668	92S15M	21146836	92M15S	10	107	93	103	103	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_1307	99985033	77M30S	53409362	77S30M	1	107	76	104	104	0
chr1	1727813	+	chr12	94384102	-	0	0	2	READ_3659	1727738	75M32S	94384082	12S20M75S	2	107	77	91	91	0
chr1	1661906	+	chr12	94384102	-	0	0	2	READ_3659	1661831	75M32S	94384082	12S20M75S	2	107	77	91	91	0
chr1	25339252	-	chr12	308007	-	0	0	0	READ_3747	25339253	89S18M	307918	89M18S	6	107	87	101	102	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_4535	99984946	64S43M	53406690	64M43S	1	107	65	104	104	0
chr12	132690260	-	chr1	11310953	+	1	0	0	READ_6233	132690261	18S89M	11310954	89S18M	5	107	88	100	101	0
chr8	23129701	+	chr13	19741564	+	2	0	2	READ_6676	23129683	18M89S	19741565	18S87M2S	3	107	85	98	99	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_7888	99985079	31M76S	53409362	31S76M	1	107	77	104	104	0
chr13	45338682	-	chr12	9155904	-	0	0	23	READ_8896	45338683	37S70M	9155867	37M70S	2	107	95	97	99	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_11187	53409362	32S75M	99985078	32M75S	1	107	76	104	104	0
chr1	185800204	-	chr12	63822576	+	0	0	1	READ_11193	185800205	92S15M	63822577	15S92M	3	107	94	97	97	0
chr13	45341154	+	chr12	93854172	-	0	0	0	READ_12073	45341065	89M18S	93854158	4S14M89S	3	107	85	97	97	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_13096	99984946	67S40M	53406687	67M40S	1	107	68	104	104	0
chr12	53694145	-	chr1	178897665	+	0	0	2	READ_13297	53694146	93S14M	178897666	14S91M2S	4	107	87	99	99	0
chr12	20893583	+	chr1	178897665	+	0	0	2	READ_13297	20893569	14M93S	178897666	14S91M2S	4	107	87	99	99	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_14166	53406666	88M19S	99984946	88S19M	2	107	89	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_15409	26202489	90S17M	53409472	90M17S	6	107	90	104	104	0
chr13	42803617	+	chr12	53409564	-	0	0	3	READ_15409	42803602	15M92S	53409472	92M15S	6	107	90	103	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_15509	26202489	90S17M	53409472	90M17S	6	107	90	104	104	0
chr13	42803617	+	chr12	53409564	-	0	0	3	READ_15509	42803602	15M92S	53409472	92M15S	6	107	90	103	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_16346	53409525	37M70S	26202489	37S70M	1	107	71	104	104	0
chr12	49127818	-	chr1	221146519	-	0	0	0	READ_18075	49127819	25S82M	221146505	11S14M82S	3	107	78	90	90	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_18554	53406701	53M54S	99984946	53S54M	1	107	55	103	103	0
chr13	81690428	+	chr12	9239989	-	0	0	7	READ_18973	81690370	42M1I16M48S	9239941	48M59S	4	107	91	95	95	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_19368	53409486	76M31S	26202489	76S31M	1	107	76	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_19787	53409531	31M76S	26202489	31S76M	1	107	77	104	104	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_20184	53409362	38S69M	99985072	38M69S	1	107	70	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_20383	26202489	90S17M	53409472	90M17S	6	107	90	104	104	0
chr13	42803617	+	chr12	53409564	-	0	0	3	READ_20383	42803602	15M92S	53409472	92M15S	6	107	90	103	104	0
chr12	46702315	-	chr1	11287098	+	0	0	2	READ_20976	46702316	89S18M	11287099	18S89M	2	107	87	103	103	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_21691	99985055	55M52S	53409362	55S52M	1	107	55	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_22196	53406710	44M63S	99984946	44S63M	1	107	63	105	105	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_23283	53409362	63S44M	99985047	63M44S	1	107	60	103	103	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_24018	53409504	58M49S	26202489	58S49M	1	107	59	105	105	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_24440	99985057	53M54S	53409362	53S54M	1	107	56	105	105	0
chr1	32162842	+	chr12	122232061	+	0	0	6	READ_25011	32162808	34M73S	122232062	34S73M	5	107	97	103	103	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_26841	26202489	61S46M	53409501	61M46S	1	107	62	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_26857	99984946	46S61M	53406708	46M61S	1	107	62	105	105	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_28820	99985073	37M70S	53409362	37S70M	1	107	71	104	104	0
chr1	244854166	+	chr12	108861139	-	0	0	11	READ_29057	244854107	59M48S	108861108	17S31M59S	2	107	68	87	88	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_29906	26202489	54S53M	53409508	54M53S	1	107	55	105	105	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_31774	26202489	78S29M	53409484	78M29S	1	107	78	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_32056	26202489	83S24M	53409479	83M24S	1	107	83	104	104	0
chr12	21641951	-	chr1	150535711	-	0	0	0	READ_32618	21641952	17S90M	150535695	1S16M90S	10	107	88	102	102	0
chr12	21641951	-	chr1	1219182	-	0	0	1	READ_32618	21641952	17S90M	1219165	17M90S	10	107	88	101	102	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_32705	53409362	33S74M	99985077	33M74S	1	107	75	104	104	0
chr1	186420083	+	chr12	49579794	-	0	0	0	READ_35291	186419992	91M16S	49579778	16M91S	3	107	87	101	101	0
chr1	240636920	+	chr12	132825844	-	0	0	3	READ_35857	240636904	16M91S	132825753	91M16S	4	107	86	95	101	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_36315	53409362	85S22M	99985025	85M22S	1	107	84	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_36369	53406733	21M86S	99984946	21S86M	4	107	86	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_38076	53406710	44M63S	99984946	44S63M	1	107	63	105	105	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_41196	99985061	49M58S	53409362	49S58M	1	107	59	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_42329	53406729	25M82S	99984946	25S82M	2	107	82	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_42701	53406708	46M61S	99984946	46S61M	1	107	62	105	105	0
chr12	6668001	+	chr1	221146521	-	0	0	2	READ_43680	6667921	80M27S	221146505	11S16M80S	3	107	80	92	92	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_46969	99985060	50M57S	53409362	50S57M	1	107	58	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_47631	53406727	27M80S	99984946	27S80M	2	107	80	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_47645	53409483	79M28S	26202489	79S28M	1	107	79	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_50865	26202489	80S27M	53409482	80M27S	1	107	80	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_51310	53409486	76M31S	26202489	76S31M	1	107	76	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_52960	53409537	25M82S	26202489	25S82M	1	107	83	104	104	0
chr1	27668227	-	chr12	124960288	+	0	0	3	READ_53999	27668228	17S90M	124960289	90S17M	2	107	89	101	101	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_54454	99984946	40S67M	53406714	40M67S	1	107	67	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_54700	53409511	51M56S	26202489	51S56M	1	107	58	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_56724	53406673	81M26S	99984946	81S26M	1	107	82	104	104	0
chr1	205714801	+	chr12	96106372	+	0	0	1	READ_56755	205714710	91M16S	96106373	91S15M1S	5	107	90	102	102	0
chr1	205714802	+	chr12	12896207	+	0	0	1	READ_56755	205714710	92M15S	12896208	92S15M	5	107	90	101	102	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_56821	53406735	19M88S	99984946	19S88M	7	107	88	104	104	0
chr8	94783238	+	chr13	99984943	+	0	0	0	READ_56821	94783221	17M90S	99984944	17S90M	7	107	88	103	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_57747	53409475	87M20S	26202489	87S20M	1	107	87	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_58409	53409527	35M72S	26202489	35S72M	1	107	73	102	102	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_59259	99985086	24M83S	53409362	24S83M	1	107	84	104	104	0
chr12	6870482	-	chr1	179087917	+	0	0	3	READ_59628	6870483	58S49M	179087918	49S58M	1	107	63	102	102	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_59920	53409362	63S44M	99985047	63M44S	1	107	62	105	105	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_61210	26202489	40S67M	53409522	40M67S	1	107	68	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_61819	99985048	62M45S	53409362	62S45M	1	107	62	105	105	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_62116	53409526	36M71S	26202489	36S71M	1	107	72	102	102	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_62980	53409362	79S28M	99985031	79M28S	1	107	78	104	104	0
chr12	120096863	+	chr1	235043483	+	0	0	0	READ_63034	120096773	90M17S	235043484	90S15M2S	5	107	88	101	101	0
chr12	120096863	+	chr13	111609677	-	0	0	1	READ_63034	120096773	90M17S	111609660	17M90S	5	107	88	97	101	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_63331	99985034	76M31S	53409362	76S31M	1	107	75	104	104	0
chr13	53505952	+	chr12	88198202	+	0	0	8	READ_63702	53505885	67M40S	88198203	67S40M	1	107	95	99	99	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_64468	99984946	39S68M	53406715	39M68S	1	107	66	102	102	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_66607	99984946	79S28M	53406675	79M28S	1	107	80	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_68091	26202489	72S35M	53409490	72M35S	1	107	72	102	102	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_68247	53406698	56M51S	99984946	56S51M	1	107	58	105	105	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_69474	53409362	45S62M	99985065	45M62S	1	107	63	105	105	0
chr12	76050542	-	chr13	47764497	+	0	0	12	READ_69891	76050543	29S74M4S	47764498	78S29M	1	107	90	97	97	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_70739	53406723	31M76S	99984946	31S76M	2	107	76	104	104	0
chr12	106971102	-	chr13	26706746	+	0	0	0	READ_70752	106971103	18S89M	26706747	89S18M	2	107	87	99	100	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_71328	99984946	75S32M	53406679	75M32S	1	107	76	104	104	0
chr1	236916804	-	chr12	93854172	-	0	0	0	READ_73937	236916805	25S82M	93854158	11S14M82S	3	107	80	92	92	0
chr12	31614918	+	chr1	65227028	-	0	0	12	READ_74323	31614853	65M42S	65226986	42M65S	4	107	97	101	101	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_74909	99985085	25M82S	53409362	25S82M	1	107	83	104	104	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_75039	53409362	57S50M	99985053	57M50S	1	107	57	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_76821	53406674	80M27S	99984946	80S27M	1	107	81	104	104	0
chr12	53409359	-	chr1	41708292	+	0	0	0	READ_78819	53409360	23S84M	41708293	84S21M2S	4	107	83	95	95	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_79720	53409486	76M31S	26202489	76S31M	1	107	76	104	104	0
chr12	106987441	-	chr1	226365953	+	0	0	2	READ_80078	106987442	92S15M	226365954	15S92M	4	107	88	101	101	0
chr12	92473307	-	chr1	26202488	+	1	0	2	READ_82364	92473308	88S18M1S	26202489	19S88M	9	107	89	101	102	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_83300	99984946	83S24M	53406671	83M24S	1	107	84	104	104	0
chr13	45340786	+	chr8	6825933	+	0	0	0	READ_84272	45340174	11M527N74M22S	6825934	85S17M5S	4	107	83	98	98	0
chr13	45340786	+	chr8	6825933	+	0	0	0	READ_84272	45340709	8S77M22S	6825934	85S17M5S	4	107	83	88	98	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_84602	99984946	83S24M	53406671	83M24S	1	107	84	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_84959	99985072	38M69S	53409362	38S69M	1	107	70	104	104	0
chr13	88925149	-	chr8	56073694	+	0	0	0	READ_85310	88925150	91S16M	56073695	16S74M291N17M	3	107	93	103	103	0
chr12	128794219	-	chr1	221146520	-	1	0	1	READ_85373	128794220	23S84M	221146505	8S15M84S	3	107	83	96	96	0
chr1	2807732	-	chr12	57695777	+	0	0	1	READ_88361	2807733	91S16M	57695778	16S66M118N25M	3	107	89	103	103	0
chr1	214350490	+	chr12	57695777	+	0	0	0	READ_88361	214350474	16M91S	57695778	16S66M118N25M	3	107	89	103	103	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_88598	53409362	29S78M	99985081	29M78S	1	107	77	102	102	0
chr1	19123045	+	chr12	98594025	+	0	0	2	READ_89066	19123029	16M91S	98594026	16S89M2S	1	107	87	101	101	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_91259	53406683	71M36S	99984946	71S36M	1	107	72	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_91484	53406729	25M82S	99984946	25S82M	2	107	82	104	104	0
chr1	220124459	+	chr12	6965715	-	0	0	0	READ_91530	220124443	2S16M89S	6965626	89M18S	2	107	87	101	101	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_91633	53406671	83M24S	99984946	83S24M	1	107	82	102	102	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_92234	26202489	74S33M	53409488	74M33S	1	107	74	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_92240	53406698	56M51S	99984946	56S51M	1	107	58	103	103	0
