TRINITY_DN2941_c0_g1_i1	2	TCEA1,TCEA1P2	1,131	294,294	294,164	100,99.39	294	minus	458	1	131	294	294
TRINITY_DN2943_c0_g1_i1	2	MT-ND5,MT-ND6	1,210	209,484	209,275	100,99.636	484	minus,plus	484	1	210	209	484
TRINITY_DN2959_c0_g1_i1	2	APOBEC3C,APOBEC3F	1,69	230,230	230,162	98.261,98.765	230	minus	392	1	69	230	230
TRINITY_DN301_c0_g1_i1	2	ENSG00000286223,NOP58	53,1	124,209	72,209	100,100	209	minus,plus	281	1	53	124	209
TRINITY_DN3025_c0_g1_i1	2	PPP1R14B,PPP1R14BP3	1,262	415,415	415,154	99.759,98.701	415	minus	569	1	262	415	415
TRINITY_DN3062_c0_g1_i1	2	DTNB,DTNB-AS1	202,5	469,469	268,465	100,100	469	minus,plus	733	5	202	469	469
TRINITY_DN3150_c0_g1_i1	4	ENSG00000278009,PIGF,PIGFP1,RHOQ	104,1,106,1	217,217,217,355	114,217,112,355	98.246,100,98.214,100	355	minus,plus	798	1	106	217	355
TRINITY_DN3184_c0_g1_i1	2	ACAT2,TCP1	234,1	550,550	166,550	100,100	551	minus,plus	716	1	234	550	550
TRINITY_DN319_c0_g1_i1	4	CATSPER4,MYC,SP1,ZIC2	924,1,722,554	1396,393,927,726	473,393,206,173	100,100,100,100	1396	plus	1245	1	924	393	1396
TRINITY_DN3219_c0_g1_i1	3	NUDT4,NUDT4B,NUDT4P2	1,1,62	248,248,248	248,248,187	99.597,99.597,99.465	248	minus	683	1	62	248	248
TRINITY_DN3236_c0_g1_i1	3	CNOT1,ENSG00000276259,SETD6	1,350,1	514,483,214	514,134,214	100,100,100	514	minus,plus	862	1	350	214	514
TRINITY_DN3249_c0_g1_i1	2	PCBP1,PCBP1-AS1	1,138	444,444	444,307	99.775,100	444	minus,plus	751	1	138	444	444
TRINITY_DN3268_c0_g1_i1	2	ATF5,MIR4751	1,109	263,182	263,74	99.24,98.649	263	plus	337	1	109	182	263
TRINITY_DN327_c0_g1_i1	2	ENSG00000306468,RPN1	193,1	285,309	93,309	98.925,100	309	minus,plus	402	1	193	285	309
TRINITY_DN3322_c0_g1_i1	2	BLOC1S1,ENSG00000258311	1,50	232,232	232,183	100,100	232	minus	415	1	50	232	232
TRINITY_DN3356_c0_g1_i1	2	CLN5,FBXL3	154,1	282,323	130,323	99.231,100	323	minus,plus	453	1	154	282	323
TRINITY_DN343_c0_g1_i1	2	TPI1,TPI1P1	1,438	1208,1187	1223,750	100,98.133	1208	minus	1973	1	438	1187	1208
TRINITY_DN350_c0_g1_i1	2	HNRNPUL1,TGFB1	1,105	382,222	382,118	100,100	382	minus,plus	500	1	105	222	382
TRINITY_DN356_c0_g1_i1	2	EIF4B,ENSG00000229939	1,413	548,548	548,136	99.635,98.529	548	minus,plus	684	1	413	548	548
TRINITY_DN3594_c0_g1_i1	2	ENSG00000285851,GNG5	171,1	484,484	314,484	100,100	484	plus	798	1	171	484	484
TRINITY_DN3608_c0_g1_i1	3	DIABLO,ENSG00000256861,ENSG00000284934	4,137,5	297,297,297	294,161,293	100,100,100	297	plus	748	4	137	297	297
TRINITY_DN3671_c0_g1_i1	2	SNRPA1,SNRPA1P2	2,102	280,280	279,179	100,98.324	280	minus	458	2	102	280	280
TRINITY_DN367_c0_g1_i1	2	ENSG00000286848,JCHAIN	1126,8	1216,1306	91,1297	100,100	1408	minus,plus	1388	8	1126	1216	1306
TRINITY_DN3767_c0_g1_i1	2	FAU,SYVN1	2,354	461,461	460,108	100,100	461	minus	568	2	354	461	461
TRINITY_DN379_c0_g1_i1	2	HNRNPAB,PHYKPL	1,105	414,414	414,310	100,100	414	minus,plus	724	1	105	414	414
TRINITY_DN3828_c0_g1_i1	2	ARLN,ENSG00000294020	1,263	415,415	415,153	100,100	415	minus,plus	568	1	263	415	415
TRINITY_DN3938_c0_g1_i1	2	ENSG00000261884,PSMB10	48,1	212,212	165,212	99.394,99.248	212	plus	377	1	48	212	212
TRINITY_DN4003_c0_g1_i1	2	EDEM1,EIF3B	1,349	353,423	353,75	100,98.667	426	minus,plus	428	1	349	353	423
TRINITY_DN4071_c0_g1_i1	2	PFDN1,PFDN1P1	1,88	224,221	224,134	100,99.254	224	plus	358	1	88	221	224
TRINITY_DN4141_c0_g1_i1	2	ENSG00000289565,RBM8A	120,1	208,208	89,208	100,100	208	minus	297	1	120	208	208
TRINITY_DN4173_c0_g1_i1	2	ENSG00000276418,MRPS28	85,1	271,271	187,271	99.465,100	271	plus	458	1	85	271	271
TRINITY_DN419_c0_g1_i1	2	SNRPG,SNRPGP10	1,127	384,348	384,222	100,98.649	384	minus	606	1	127	348	384
TRINITY_DN427_c0_g1_i1	3	EIF3L,ENSG00000279738,ENSG00000296723	1,222,142	832,721,224	832,500,83	100,99.6,100	832	minus,plus	1415	1	222	224	832
TRINITY_DN430_c0_g1_i1	2	ATF5,NUP62	1,108	282,282	282,175	100,99.429	282	minus,plus	457	1	108	282	282
TRINITY_DN445_c0_g1_i1	2	ATP5PO,ENSG00000249209	1,240	661,661	661,422	100,99.289	661	minus	1083	1	240	661	661
TRINITY_DN451_c0_g1_i1	4	ENSG00000288000,ENSG00000295152,SRSF6,SRSF6P2	1,107,1,1	111,224,224,224	111,118,224,224	100,98.305,100,98.214	224	minus,plus	677	1	107	111	224
TRINITY_DN458_c0_g1_i1	2	ACTR2,ENSG00000298612	1,417	697,600	697,184	100,100	697	minus,plus	881	1	417	600	697
TRINITY_DN468_c0_g1_i1	3	ENSG00000285641,ENSG00000285779,JTB	1,216,1	253,410,445	253,195,445	100,100,100	445	plus	893	1	216	253	445
TRINITY_DN470_c0_g1_i1	2	ATP5F1C,ENSG00000305746	1,209	301,301	301,93	100,100	304	minus,plus	394	1	209	301	301
TRINITY_DN561_c0_g1_i1	2	ENSG00000287377,RFTN1	511,1	714,942	204,942	100,100	942	minus,plus	1146	1	511	714	942
TRINITY_DN577_c0_g1_i1	2	SH3BGRL3,UBXN11	1,270	405,405	405,136	100,100	405	minus,plus	541	1	270	405	405
TRINITY_DN585_c0_g1_i1	3	ENSG00000270099,ENTPD1,ENTPD1-AS1	328,1,1	470,470,366	143,470,249	100,100,100	470	minus,plus	862	1	328	366	470
TRINITY_DN62_c0_g1_i1	2	YBX1,YBX1P1	8,415	1333,1333	1326,919	100,98.477	1333	minus	2245	8	415	1333	1333
TRINITY_DN64_c0_g1_i1	2	CPB2-AS1,LCP1	3293,1	3457,3645	165,3645	100,100	3645	minus,plus	3810	1	3293	3457	3645
TRINITY_DN658_c0_g1_i1	2	COX8A,ENSG00000256100	1,268	341,341	341,74	99.413,98.649	341	minus	415	1	268	341	341
TRINITY_DN66_c0_g1_i1	3	ENSG00000305635,ENSG00000306206,FTL	570,269,5	857,581,857	288,313,868	100,98.083,100	857	minus,plus	1469	5	570	581	857
TRINITY_DN672_c0_g1_i1	2	ENSG00000297354,VOPP1	839,1	1269,1269	431,1269	99.304,100	1269	minus,plus	1700	1	839	1269	1269
TRINITY_DN685_c0_g1_i1	2	EIF4B,EIF4BP6	1,701	2277,2277	2320,1582	99.807,98.293	2277	minus	3902	1	701	2277	2277
TRINITY_DN705_c0_g1_i1	2	ENSG00000298363,TRAM1	352,1	464,477	113,477	99.115,100	477	minus,plus	590	1	352	464	477
TRINITY_DN771_c0_g1_i1	2	ATP6V1C2,PDIA6	1291,1	1393,1393	103,1393	100,100	1393	minus,plus	1496	1	1291	1393	1393
TRINITY_DN813_c0_g1_i1	5	ENSG00000251357,ENSG00000281287,ENSG00000290199,MIF,MIF-AS1	1,1,1,1,138	314,314,141,475,314	314,314,141,475,177	100,100,100,100,100	476	minus,plus	1421	1	138	141	475
TRINITY_DN831_c0_g1_i1	2	ATP1A1,DDX21	1,144	155,419	155,276	98.71,100	419	minus	431	1	144	155	419
TRINITY_DN843_c0_g1_i1	2	ENSG00000287510,LAPTM5	1291,72	1915,2249	625,2201	99.84,100	2255	minus,plus	2826	72	1291	1915	2249
TRINITY_DN855_c0_g1_i1	2	P2RY10,TTC7B	1,341	411,411	411,71	100,98.592	411	minus	482	1	341	411	411
TRINITY_DN876_c0_g1_i1	2	ENSG00000267677,LMAN1	69,1	174,248	106,248	100,99.597	248	minus,plus	354	1	69	174	248
TRINITY_DN880_c0_g1_i1	2	ENSG00000258466,VTI1B	216,1	380,411	166,411	99.16,99.649	411	minus	577	1	216	380	411
TRINITY_DN895_c0_g1_i1	3	ENSG00000285589,WDR83,WDR83OS	1,140,1	231,231,231	231,92,231	100,100,100	231	minus,plus	554	1	140	231	231
TRINITY_DN913_c0_g1_i1	2	ENSG00000288681,IFITM1	273,1	638,638	366,638	99.727,100	642	plus	1004	1	273	638	638
TRINITY_DN973_c0_g1_i1	2	C1orf56,CDC42SE1	88,1	189,260	102,260	100,100	260	minus,plus	362	1	88	189	260
