Geneid	https://zenodo.org/records/14056162/files/SRR5085168.tabular_SRR5085168
YBR172C	26
YBR175W	10
YBR177C	20
YBR181C	170
YBR187W	24
YBR189W	524
YBR191W	121
YBR195C	9
YBR196C	276
YBR198C	15
YBR199W	38
YBR200W	11
YBR202W	17
YBR205W	20
YBR207W	15
YBR208C	37
YBR218C	63
YBR221C	44
YBR222C	10
YBR227C	5
YBR229C	14
YBR234C	15
YBR235W	14
YBR236C	10
YBR237W	8
YBR242W	11
YBR244W	12
YBR245C	31
YBR246W	13
YBR247C	12
YBR248C	28
YBR249C	51
YBR255W	8
YBR256C	22
YBR260C	11
YBR263W	64
YBR265W	11
YBR267W	11
YBR271W	11
YBR272C	10
YBR273C	23
YBR275C	17
YBR276C	23
YBR279W	13
YBR281C	11
YBR283C	51
YBR286W	120
YBR288C	27
YCL009C	69
YCL011C	54
YCL014W	14
YCL017C	15
YCL024W	12
YCL025C	11
YCL028W	16
YCL030C	94
YCL031C	10
YCL034W	32
YCL040W	48
YCL043C	249
YCL045C	46
YCL050C	32
YCL052C	18
YCL054W	31
YCL055W	6
YCL057W	37
YCL059C	13
YCL064C	29
YCR002C	18
YCR004C	29
YCR008W	6
YCR009C	20
YCR011C	37
YCR012W	1140
YCR016W	14
YCR017C	22
YCR023C	8
YCR024C-A	22
YCR024C-B	83
YCR026C	13
YCR028C	8
YCR028C-A	11
YCR030C	21
YCR031C	82
YCR032W	15
YCR033W	11
YCR034W	15
YCR035C	16
YCR036W	12
YCR037C	13
YCR042C	26
YCR043C	10
YCR047C	14
YCR052W	6
YCR053W	96
YCR057C	38
YCR059C	10
YCR067C	13
YCR072C	26
YCR077C	16
YCR084C	22
YCR088W	31
YCR092C	8
YCR093W	21
YCR094W	7
YDL003W	5
YDL004W	7
YDL006W	8
YDL007W	50
YDL014W	101
YDL015C	19
YDL019C	15
YDL020C	22
YDL022W	10
YDL029W	55
YDL030W	6
YDL031W	21
YDL036C	8
YDL039C	9
YDL040C	71
YDL046W	14
YDL047W	9
YDL051W	40
YDL052C	11
YDL055C	499
YDL058W	36
YDL060W	37
YDL061C	26
YDL063C	24
YDL066W	57
YDL070W	45
YDL072C	31
YDL073W	11
YDL074C	28
YDL075W	177
YDL077C	10
YDL078C	11
YDL081C	274
YDL082W	110
YDL083C	122
YDL084W	129
YDL086W	7
YDL092W	11
YDL095W	58
YDL097C	50
YDL099W	10
YDL100C	54
YDL102W	14
YDL103C	20
YDL112W	26
YDL115C	14
YDL116W	17
YDL117W	12
YDL120W	9
YDL121C	57
YDL122W	20
YDL124W	34
YDL125C	5
YDL126C	147
YDL128W	18
YDL130W	130
YDL131W	17
YDL132W	21
YDL133C-A	88
YDL134C	11
YDL136W	67
YDL137W	38
YDL140C	42
YDL141W	11
YDL143W	68
YDL145C	67
YDL147W	65
YDL148C	42
YDL150W	3
YDL153C	38
YDL155W	10
YDL157C	6
YDL160C	21
YDL164C	31
YDL166C	9
YDL167C	20
YDL168W	21
YDL171C	66
YDL174C	11
YDL176W	9
YDL178W	21
YDL182W	54
YDL184C	98
YDL185W	173
YDL188C	8
YDL190C	18
YDL191W	102
YDL192W	204
YDL193W	14
YDL195W	29
YDL198C	19
YDL205C	22
YDL208W	8
YDL212W	35
YDL213C	9
YDL215C	18
YDL219W	4
YDL225W	9
YDL226C	14
YDL227C	16
YDL229W	321
YDL231C	14
YDL236W	19
YDL237W	43
YDL240W	8
YDR001C	17
YDR002W	73
YDR006C	5
YDR007W	13
YDR011W	49
YDR012W	19
YDR017C	19
YDR019C	12
YDR021W	7
YDR023W	88
YDR025W	76
YDR027C	7
YDR028C	25
YDR032C	14
YDR033W	108
YDR034C	13
YDR035W	28
YDR037W	177
YDR044W	11
YDR046C	24
YDR047W	14
YDR049W	14
YDR050C	790
YDR052C	11
YDR055W	15
YDR056C	10
YDR060W	70
YDR062W	46
YDR064W	246
YDR068W	9
YDR071C	28
YDR074W	10
YDR077W	57
YDR080W	17
YDR083W	6
YDR086C	20
YDR087C	7
YDR089W	10
YDR091C	44
YDR093W	23
YDR097C	17
YDR098C	63
YDR099W	52
YDR101C	46
YDR105C	11
YDR110W	12
YDR111C	11
YDR117C	21
YDR119W	34
YDR120C	25
YDR127W	40
YDR128W	16
YDR129C	95
YDR133C	16
YDR135C	62
YDR137W	14
YDR138W	6
YDR141C	30
YDR144C	21
YDR145W	6
YDR146C	7
YDR147W	7
YDR148C	15
YDR150W	33
YDR151C	5
YDR152W	11
YDR154C	13
YDR155C	120
YDR158W	112
YDR159W	13
YDR161W	17
YDR164C	20
YDR165W	27
YDR167W	21
YDR168W	28
YDR170C	64
YDR172W	44
YDR174W	37
YDR176W	14
YDR177W	13
YDR180W	8
YDR186C	12
YDR188W	105
YDR189W	13
YDR190C	23
YDR194C	29
YDR206W	23
YDR207C	6
YDR211W	68
YDR212W	57
YDR214W	14
YDR217C	7
YDR221W	19
YDR224C	88
YDR225W	34
YDR226W	40
YDR228C	7
YDR229W	13
YDR232W	15
YDR233C	49
YDR234W	20
YDR238C	72
YDR240C	11
YDR245W	27
YDR251W	19
YDR258C	14
YDR261C	12
YDR264C	31
YDR266C	20
YDR267C	17
YDR272W	24
YDR275W	4
YDR276C	17
YDR280W	10
YDR283C	11
YDR284C	34
YDR291W	14
YDR292C	27
YDR293C	60
YDR294C	24
YDR297W	33
YDR298C	40
YDR299W	31
YDR300C	15
YDR301W	11
YDR303C	15
YDR304C	26
YDR305C	6
YDR309C	11
YDR312W	19
YDR321W	40
YDR324C	61
YDR325W	22
YDR326C	17
YDR328C	35
YDR329C	11
YDR331W	14
YDR333C	9
YDR334W	24
YDR335W	76
YDR337W	6
YDR339C	3
YDR341C	74
YDR345C	53
YDR346C	83
YDR347W	11
YDR351W	5
YDR353W	32
YDR354W	27
YDR356W	12
YDR361C	16
YDR363W-A	23
YDR364C	10
YDR365C	35
YDR367W	18
YDR368W	29
YDR369C	5
YDR370C	27
YDR371W	9
YDR372C	13
YDR376W	11
YDR378C	8
YDR379W	10
YDR380W	11
YDR381W	32
YDR382W	177
YDR385W	55
YDR388W	18
YDR390C	11
YDR394W	31
YDR395W	25
YDR397C	11
YDR398W	34
YDR399W	50
YDR407C	20
YDR408C	10
YDR412W	11
YDR415C	10
YDR416W	10
YDR418W	110
YDR422C	17
YDR427W	23
YDR429C	56
YDR430C	10
YDR432W	33
YDR434W	10
YDR443C	8
YDR447C	132
YDR449C	15
YDR450W	214
YDR452W	58
YDR454C	83
YDR456W	12
YDR457W	55
YDR458C	13
YDR460W	5
YDR465C	16
YDR468C	10
YDR471W	70
YDR477W	12
YDR481C	56
YDR483W	113
YDR487C	34
YDR492W	12
YDR496C	47
YDR497C	84
YDR500C	51
YDR502C	50
YDR505C	11
YDR507C	13
YDR508C	54
YDR510W	31
YDR516C	12
YDR517W	21
YDR518W	16
YDR519W	18
YDR524C-B	50
YDR527W	23
YDR529C	5
YDR531W	6
YDR533C	10
YEL001C	22
YEL002C	62
YEL006W	20
YEL007W	4
YEL009C	144
YEL013W	25
YEL015W	12
YEL017C-A	17
YEL020W-A	13
YEL022W	25
YEL025C	27
YEL026W	57
YEL027W	92
YEL031W	102
YEL032W	16
YEL033W	27
YEL034W	248
YEL036C	36
YEL037C	23
YEL038W	8
YEL040W	212
YEL042W	20
YEL043W	17
YEL046C	41
YEL047C	29
YEL050C	12
YEL051W	36
YEL053C	10
YEL054C	89
YEL055C	30
YEL058W	38
YEL060C	8
YEL061C	22
YEL065W	17
YEL071W	44
YER001W	43
YER003C	44
YER004W	15
YER005W	35
YER006W	34
YER007C-A	9
YER008C	21
YER009W	77
YER012W	10
YER013W	14
YER016W	5
YER017C	14
YER019C-A	8
YER021W	63
YER022W	7
YER023W	25
YER025W	45
YER026C	11
YER030W	10
YER031C	25
YER036C	108
YER040W	10
YER043C	111
YER048C	27
YER048W-A	7
YER049W	43
YER052C	15
YER055C	109
YER056C	43
YER056C-A	111
YER062C	17
YER063W	12
YER064C	6
YER070W	71
YER072W	38
YER073W	23
YER074W	110
YER077C	4
YER078C	10
YER080W	19
YER081W	12
YER082C	16
YER086W	49
YER087C-B	18
YER087W	10
YER088C	3
YER089C	16
YER090W	40
YER091C	51
YER094C	63
YER100W	6
YER102W	144
YER103W	20
YER105C	44
YER110C	57
YER113C	13
YER114C	12
YER117W	177
YER120W	25
YER122C	25
YER124C	33
YER125W	16
YER126C	16
YER127W	25
YER129W	19
YER130C	22
YER131W	19
YER133W	39
YER136W	25
YER141W	10
YER143W	13
YER145C	16
YER148W	11
YER151C	14
YER155C	38
YER156C	39
YER157W	24
YER164W	27
YER165W	162
YER166W	44
YER168C	11
YER171W	12
YER172C	25
YER176W	17
YER177W	171
YER178W	56
YER186C	5
YFL002C	19
YFL004W	66
YFL005W	31
YFL007W	69
YFL008W	25
YFL009W	19
YFL010C	7
YFL013C	11
YFL018C	32
YFL022C	46
YFL024C	20
YFL026W	85
YFL028C	23
YFL031W	60
YFL033C	10
YFL034C-A	35
YFL036W	15
YFL037W	90
YFL038C	92
YFL039C	291
YFL045C	64
YFL046W	14
YFL047W	27
YFL048C	24
YFR001W	11
YFR002W	25
YFR004W	30
YFR005C	2
YFR006W	13
YFR009W	39
YFR010W	13
YFR013W	11
YFR015C	3
YFR016C	18
YFR019W	17
YFR024C-A	37
YFR030W	8
YFR031C	14
YFR031C-A	169
YFR032C-A	19
YFR033C	20
YFR037C	30
YFR038W	14
YFR040W	10
YFR044C	18
YFR050C	13
YFR051C	11
YFR052W	13
YFR053C	11
YFR055W	7
YGL001C	9
YGL006W	38
YGL008C	1065
YGL009C	251
YGL011C	26
YGL012W	28
YGL013C	11
YGL014W	22
YGL016W	33
YGL019W	11
YGL020C	17
YGL021W	17
YGL022W	111
YGL023C	10
YGL026C	44
YGL027C	20
YGL028C	14
YGL029W	8
YGL030W	200
YGL031C	208
YGL035C	12
YGL036W	13
YGL037C	31
YGL038C	10
YGL040C	19
YGL048C	47
YGL049C	19
YGL054C	23
YGL055W	80
YGL056C	7
YGL058W	13
YGL062W	15
YGL068W	11
YGL070C	19
YGL076C	211
YGL077C	40
YGL078C	70
YGL082W	17
YGL084C	17
YGL086W	14
YGL092W	31
YGL093W	3
YGL094C	22
YGL095C	9
YGL097W	16
YGL099W	13
YGL100W	17
YGL101W	6
YGL103W	260
YGL105W	70
YGL106W	9
YGL111W	13
YGL112C	12
YGL113W	4
YGL114W	12
YGL115W	107
YGL120C	46
YGL122C	13
YGL123W	411
YGL133W	8
YGL135W	161
YGL137W	60
YGL139W	9
YGL140C	25
YGL141W	17
YGL142C	5
YGL145W	15
YGL147C	398
YGL148W	76
YGL150C	33
YGL151W	27
YGL157W	7
YGL159W	14
YGL160W	11
YGL161C	20
YGL163C	15
YGL164C	6
YGL167C	28
YGL169W	9
YGL171W	19
YGL172W	13
YGL173C	56
YGL186C	7
YGL187C	3
YGL189C	66
YGL190C	17
YGL191W	11
YGL195W	127
YGL196W	8
YGL197W	12
YGL198W	11
YGL200C	67
YGL201C	20
YGL202W	58
YGL203C	16
YGL206C	67
YGL207W	71
YGL213C	10
YGL215W	13
YGL221C	35
YGL224C	10
YGL225W	42
YGL227W	14
YGL228W	19
YGL232W	9
YGL233W	21
YGL234W	141
YGL238W	57
YGL241W	8
YGL244W	13
YGL245W	171
YGL246C	12
YGL252C	11
YGL253W	175
YGL255W	7
YGL256W	18
YGL257C	13
YGR001C	7
YGR003W	8
YGR005C	8
YGR007W	10
YGR008C	10
YGR009C	5
YGR013W	13
YGR014W	15
YGR017W	19
YGR020C	25
YGR026W	9
YGR027C	106
YGR029W	13
YGR031W	14
YGR032W	7
YGR033C	12
YGR034W	246
YGR037C	22
YGR038W	13
YGR047C	10
YGR048W	4
YGR054W	15
YGR055W	15
YGR060W	39
YGR061C	132
YGR071C	11
YGR078C	18
YGR081C	12
YGR083C	15
YGR085C	47
YGR086C	78
YGR090W	23
YGR092W	14
YGR093W	11
YGR094W	205
YGR098C	20
YGR100W	16
YGR103W	60
YGR106C	60
YGR108W	23
YGR116W	76
YGR117C	12
YGR118W	161
YGR119C	23
YGR123C	15
YGR124W	219
YGR125W	7
YGR128C	25
YGR130C	8
YGR132C	8
YGR135W	27
YGR145W	29
YGR148C	78
YGR155W	206
YGR157W	62
YGR159C	95
YGR162W	103
YGR167W	17
YGR170W	6
YGR172C	11
YGR175C	64
YGR178C	16
YGR180C	123
YGR184C	31
YGR185C	30
YGR187C	4
YGR189C	31
YGR191W	18
YGR192C	2044
YGR193C	9
YGR196C	10
YGR198W	12
YGR199W	13
YGR200C	33
YGR202C	39
YGR204W	40
YGR207C	9
YGR208W	13
YGR209C	49
YGR210C	12
YGR211W	58
YGR214W	228
YGR216C	1
YGR218W	58
YGR223C	14
YGR229C	23
YGR231C	36
YGR233C	12
YGR234W	159
YGR240C	134
YGR244C	9
YGR245C	53
YGR246C	18
YGR252W	2
YGR253C	29
YGR254W	385
YGR255C	13
YGR260W	31
YGR261C	30
YGR262C	5
YGR264C	131
YGR266W	11
YGR267C	13
YGR270W	21
YGR271C-A	11
YGR271W	13
YGR274C	14
YGR276C	13
YGR277C	15
YGR278W	4
YGR279C	233
YGR280C	15
YGR281W	15
YGR282C	148
YGR284C	8
YGR285C	137
YGR286C	5
YGR295C	12
YHL001W	24
YHL003C	24
YHL007C	9
YHL011C	79
YHL015W	289
YHL017W	13
YHL025W	19
YHL030W	42
YHL033C	134
YHL034C	33
YHL035C	11
YHL038C	8
YHL039W	22
YHR001W	11
YHR003C	20
YHR005C	81
YHR005C-A	14
YHR007C	161
YHR008C	12
YHR009C	19
YHR010W	121
YHR018C	25
YHR019C	175
YHR020W	51
YHR021C	39
YHR023W	39
YHR025W	36
YHR026W	68
YHR027C	71
YHR028C	39
YHR030C	10
YHR031C	13
YHR032W	26
YHR037W	15
YHR039C	14
YHR039C-A	55
YHR042W	37
YHR045W	21
YHR047C	19
YHR049W	15
YHR050W	16
YHR052W	19
YHR056C	11
YHR063C	16
YHR064C	114
YHR065C	16
YHR066W	21
YHR068W	62
YHR069C	6
YHR070W	13
YHR072W	17
YHR072W-A	13
YHR073W	16
YHR074W	21
YHR077C	25
YHR079C	19
YHR082C	16
YHR083W	12
YHR086W	5
YHR089C	14
YHR092C	11
YHR094C	4
YHR098C	44
YHR099W	32
YHR103W	23
YHR104W	10
YHR107C	12
YHR108W	14
YHR113W	9
YHR114W	11
YHR115C	16
YHR117W	26
YHR119W	13
YHR120W	5
YHR121W	6
YHR123W	11
YHR128W	21
YHR131C	17
YHR132C	19
YHR133C	9
YHR135C	19
YHR136C	26
YHR137W	17
YHR141C	212
YHR143W	23
YHR143W-A	27
YHR146W	6
YHR154W	14
YHR158C	10
YHR161C	6
YHR162W	44
YHR163W	31
YHR164C	11
YHR165C	28
YHR168W	15
YHR170W	133
YHR174W	3266
YHR179W	105
YHR181W	10
YHR183W	138
YHR186C	11
YHR188C	17
YHR190W	67
YHR193C	30
YHR195W	7
YHR196W	16
YHR197W	13
YHR199C	16
YHR200W	18
YHR201C	30
YHR203C	189
YHR206W	10
YHR208W	95
YIL002C	18
YIL009W	23
YIL014W	11
YIL015W	31
YIL018W	588
YIL019W	10
YIL020C	9
YIL021W	18
YIL022W	10
YIL023C	9
YIL026C	21
YIL030C	35
YIL033C	10
YIL034C	6
YIL035C	34
YIL036W	12
YIL038C	29
YIL039W	11
YIL041W	48
YIL043C	51
YIL047C	45
YIL050W	9
YIL051C	26
YIL052C	156
YIL053W	192
YIL062C	27
YIL064W	16
YIL067C	11
YIL068C	10
YIL069C	33
YIL070C	7
YIL074C	34
YIL075C	80
YIL076W	25
YIL078W	234
YIL085C	24
YIL088C	30
YIL090W	10
YIL091C	29
YIL093C	18
YIL094C	43
YIL103W	12
YIL105C	14
YIL109C	56
YIL110W	12
YIL112W	12
YIL115C	27
YIL116W	7
YIL118W	19
YIL121W	13
YIL123W	39
YIL124W	20
YIL125W	17
YIL126W	29
YIL128W	10
YIL129C	22
YIL130W	12
YIL133C	77
YIL137C	20
YIL138C	12
YIL142W	73
YIL143C	9
YIL145C	64
YIL147C	19
YIL148W	266
YIL149C	27
YIL157C	8
YIR002C	15
YIR004W	11
YIR006C	22
YIR008C	10
YIR012W	20
YIR022W	16
YIR033W	22
YIR034C	12
YIR035C	3
YIR037W	16
YJL001W	8
YJL002C	93
YJL005W	14
YJL008C	67
YJL010C	18
YJL012C	133
YJL014W	41
YJL016W	13
YJL020C	20
YJL026W	59
YJL029C	10
YJL031C	5
YJL033W	17
YJL034W	159
YJL035C	11
YJL036W	9
YJL039C	25
YJL041W	11
YJL042W	11
YJL044C	14
YJL050W	54
YJL052W	37
YJL054W	24
YJL055W	10
YJL061W	14
YJL068C	11
YJL069C	20
YJL073W	33
YJL074C	16
YJL076W	18
YJL078C	10
YJL079C	19
YJL080C	92
YJL081C	16
YJL085W	2
YJL091C	10
YJL093C	10
YJL098W	22
YJL101C	21
YJL109C	103
YJL111W	85
YJL112W	8
YJL117W	14
YJL121C	11
YJL123C	41
YJL124C	5
YJL129C	18
YJL130C	184
YJL136C	135
YJL138C	27
YJL140W	13
YJL145W	15
YJL148W	17
YJL154C	28
YJL157C	27
YJL158C	100
YJL159W	102
YJL167W	61
YJL168C	17
YJL171C	11
YJL172W	34
YJL173C	6
YJL174W	6
YJL176C	10
YJL177W	94
YJL178C	19
YJL183W	44
YJL186W	30
YJL189W	56
YJL190C	226
YJL191W	19
YJL192C	20
YJL196C	15
YJL197W	22
YJL198W	16
YJL200C	37
YJL201W	17
YJL204C	4
YJL207C	37
YJL208C	7
YJL210W	10
YJL212C	16
YJL217W	11
YJR001W	31
YJR002W	40
YJR003C	12
YJR005W	16
YJR007W	96
YJR009C	448
YJR014W	21
YJR015W	21
YJR016C	116
YJR017C	10
YJR031C	17
YJR032W	6
YJR033C	15
YJR040W	14
YJR041C	37
YJR042W	28
YJR045C	59
YJR049C	17
YJR051W	11
YJR054W	7
YJR057W	19
YJR060W	16
YJR064W	231
YJR065C	39
YJR066W	17
YJR068W	16
YJR069C	15
YJR070C	36
YJR072C	31
YJR073C	11
YJR075W	29
YJR076C	20
YJR077C	17
YJR085C	6
YJR088C	13
YJR089W	9
YJR090C	19
YJR091C	10
YJR092W	19
YJR094W-A	84
YJR103W	10
YJR104C	90
YJR105W	273
YJR109C	23
YJR117W	37
YJR119C	3
YJR121W	107
YJR123W	385
YJR125C	10
YJR126C	16
YJR127C	13
YJR131W	5
YJR132W	23
YJR133W	11
YJR134C	13
YJR135W-A	11
YJR137C	21
YJR139C	98
YJR140C	17
YJR143C	48
YJR144W	16
YJR145C	317
YJR148W	13
YKL002W	7
YKL004W	14
YKL005C	11
YKL006W	125
YKL007W	19
YKL008C	22
YKL009W	17
YKL010C	14
YKL012W	23
YKL013C	34
YKL014C	26
YKL015W	12
YKL018W	3
YKL019W	11
YKL020C	7
YKL021C	26
YKL024C	42
YKL027W	12
YKL028W	14
YKL029C	31
YKL033W	11
YKL033W-A	24
YKL035W	55
YKL038W	12
YKL039W	14
YKL040C	12
YKL045W	20
YKL046C	19
YKL047W	11
YKL054C	26
YKL056C	448
YKL057C	23
YKL058W	14
YKL060C	1602
YKL064W	14
YKL065C	16
YKL067W	23
YKL068W	18
YKL073W	23
YKL074C	8
YKL077W	22
YKL079W	10
YKL080W	59
YKL081W	311
YKL082C	20
YKL085W	26
YKL094W	21
YKL096W	14
YKL096W-A	88
YKL099C	11
YKL100C	14
YKL101W	15
YKL104C	37
YKL105C	16
YKL106W	12
YKL109W	9
YKL110C	11
YKL112W	18
YKL113C	12
YKL114C	18
YKL117W	69
YKL119C	12
YKL120W	27
YKL122C	13
YKL125W	19
YKL126W	11
YKL127W	18
YKL128C	27
YKL130C	8
YKL135C	8
YKL141W	6
YKL142W	33
YKL143W	16
YKL145W	78
YKL148C	5
YKL151C	12
YKL152C	1161
YKL155C	11
YKL156W	22
YKL157W	50
YKL160W	11
YKL164C	30
YKL165C	15
YKL172W	74
YKL173W	22
YKL174C	12
YKL175W	16
YKL176C	28
YKL179C	21
YKL180W	157
YKL181W	113
YKL182W	319
YKL184W	22
YKL185W	15
YKL190W	10
YKL191W	29
YKL193C	9
YKL195W	33
YKL196C	24
YKL203C	14
YKL204W	11
YKL205W	30
YKL207W	27
YKL209C	88
YKL210W	82
YKL211C	23
YKL212W	68
YKL213C	29
YKL215C	8
YKL216W	120
YKR001C	36
YKR003W	4
YKR008W	16
YKR011C	11
YKR013W	20
YKR014C	5
YKR016W	10
YKR018C	40
YKR023W	10
YKR024C	19
YKR026C	13
YKR027W	15
YKR028W	20
YKR031C	11
YKR036C	8
YKR038C	17
YKR042W	140
YKR043C	18
YKR048C	40
YKR054C	18
YKR056W	11
YKR057W	186
YKR059W	60
YKR060W	7
YKR062W	12
YKR063C	4
YKR065C	16
YKR066C	35
YKR067W	12
YKR068C	10
YKR070W	16
YKR071C	14
YKR072C	21
YKR074W	28
YKR079C	14
YKR080W	22
YKR081C	18
YKR082W	34
YKR084C	23
YKR086W	13
YKR089C	10
YKR092C	35
YKR094C	433
YKR095W	44
YKR096W	11
YKR099W	5
YLL001W	7
YLL004W	11
YLL008W	48
YLL009C	11
YLL010C	9
YLL011W	12
YLL013C	14
YLL015W	20
YLL018C	64
YLL021W	20
YLL023C	11
YLL024C	160
YLL026W	83
YLL027W	7
YLL029W	12
YLL031C	12
YLL034C	31
YLL035W	10
YLL036C	27
YLL039C	44
YLL040C	33
YLL041C	6
YLL043W	18
YLL045C	300
YLL048C	60
YLL050C	126
YLL051C	12
YLR002C	48
YLR003C	10
YLR005W	7
YLR007W	6
YLR008C	12
YLR009W	12
YLR014C	14
YLR016C	7
YLR017W	10
YLR019W	38
YLR024C	16
YLR025W	13
YLR027C	109
YLR028C	45
YLR029C	382
YLR032W	12
YLR033W	9
YLR043C	56
YLR044C	1270
YLR045C	10
YLR048W	120
YLR049C	12
YLR056W	72
YLR057W	10
YLR058C	113
YLR060W	90
YLR061W	151
YLR065C	11
YLR066W	7
YLR069C	14
YLR071C	17
YLR074C	10
YLR075W	410
YLR077W	16
YLR083C	27
YLR084C	18
YLR086W	40
YLR088W	11
YLR089C	5
YLR093C	8
YLR096W	8
YLR100W	58
YLR103C	11
YLR106C	77
YLR109W	66
YLR110C	250
YLR113W	27
YLR114C	35
YLR115W	13
YLR117C	8
YLR120C	25
YLR129W	54
YLR130C	20
YLR133W	7
YLR138W	20
YLR143W	10
YLR146C	16
YLR148W	16
YLR150W	361
YLR153C	36
YLR163C	9
YLR166C	19
YLR167W	1174
YLR172C	16
YLR173W	5
YLR175W	152
YLR179C	25
YLR180W	79
YLR185W	135
YLR186W	12
YLR188W	32
YLR189C	18
YLR190W	12
YLR192C	24
YLR195C	13
YLR196W	38
YLR197W	138
YLR199C	7
YLR203C	6
YLR206W	18
YLR207W	5
YLR208W	31
YLR214W	47
YLR216C	36
YLR220W	10
YLR222C	21
YLR223C	10
YLR228C	13
YLR229C	13
YLR231C	20
YLR241W	17
YLR243W	13
YLR244C	48
YLR247C	16
YLR248W	10
YLR249W	2043
YLR250W	36
YLR253W	6
YLR256W	31
YLR257W	21
YLR258W	10
YLR259C	56
YLR264W	131
YLR266C	16
YLR268W	10
YLR270W	12
YLR272C	9
YLR274W	28
YLR276C	43
YLR278C	10
YLR285W	14
YLR286C	59
YLR287C	15
YLR287C-A	8
YLR291C	15
YLR292C	9
YLR293C	28
YLR295C	14
YLR299W	4
YLR300W	46
YLR301W	16
YLR304C	64
YLR305C	33
YLR309C	44
YLR310C	30
YLR314C	35
YLR320W	11
YLR321C	11
YLR325C	100
YLR328W	10
YLR330W	34
YLR333C	29
YLR335W	24
YLR336C	29
YLR340W	555
YLR342W	211
YLR344W	82
YLR347C	22
YLR348C	19
YLR350W	13
YLR351C	27
YLR354C	109
YLR355C	253
YLR359W	191
YLR361C	7
YLR363C	10
YLR367W	122
YLR370C	16
YLR371W	10
YLR372W	49
YLR373C	14
YLR375W	20
YLR378C	61
YLR380W	11
YLR383W	10
YLR384C	66
YLR386W	15
YLR387C	13
YLR388W	45
YLR389C	13
YLR390W-A	16
YLR397C	8
YLR398C	33
YLR399C	55
YLR401C	22
YLR405W	9
YLR406C	91
YLR409C	40
YLR410W	25
YLR413W	53
YLR418C	36
YLR419W	8
YLR420W	23
YLR421C	11
YLR422W	11
YLR427W	7
YLR429W	46
YLR430W	16
YLR432W	40
YLR435W	23
YLR436C	8
YLR440C	7
YLR441C	426
YLR447C	117
YLR448W	86
YLR449W	40
YLR450W	27
YLR452C	22
YLR454W	18
YML001W	16
YML004C	30
YML007W	13
YML008C	54
YML010W	25
YML012W	24
YML016C	9
YML022W	13
YML024W	265
YML026C	159
YML028W	203
YML031W	33
YML034W	17
YML035C	31
YML046W	20
YML048W	22
YML049C	9
YML051W	13
YML052W	13
YML053C	3
YML056C	103
YML057W	11
YML058W	36
YML059C	19
YML060W	12
YML063W	336
YML065W	17
YML069W	31
YML070W	8
YML071C	10
YML072C	61
YML073C	206
