pos	exo_depth	endo_depth	mix_depth
184	0	7	23
185	0	7	23
186	0	7	23
187	0	7	22
188	0	7	22
189	0	7	23
190	0	7	22
191	0	8	22
192	0	7	21
193	0	7	22
194	0	7	23
195	0	7	23
196	0	7	23
197	0	7	23
198	0	6	22
199	0	6	22
200	0	6	25
201	0	6	25
202	0	5	24
203	0	5	24
204	0	4	22
205	0	4	22
206	0	5	22
207	0	6	23
208	0	6	23
209	0	6	24
210	0	6	27
211	0	6	26
212	0	6	26
213	0	6	28
214	0	6	28
215	0	6	28
216	0	5	27
217	0	5	28
218	0	6	29
219	0	5	28
220	0	5	28
221	0	5	28
222	0	5	28
223	0	5	28
224	0	6	29
225	0	6	29
226	0	7	29
227	0	6	26
228	0	6	25
229	0	6	26
230	0	7	27
231	0	7	27
232	0	8	28
233	0	8	32
234	0	8	31
235	0	8	31
236	0	8	33
237	0	8	33
238	0	8	33
239	0	8	32
240	0	8	32
241	0	8	32
242	0	9	33
243	0	9	32
244	0	9	32
245	0	9	33
246	0	9	33
247	0	9	34
248	0	9	34
249	0	9	35
250	0	9	32
251	0	9	32
252	0	9	33
253	0	9	33
254	0	9	33
255	0	10	33
256	0	9	32
257	0	8	31
258	0	8	30
259	0	8	30
260	0	8	27
261	0	8	27
262	0	9	27
263	0	9	25
264	0	9	25
265	0	9	25
266	0	9	25
267	0	9	24
268	0	8	23
269	0	8	23
270	0	8	23
271	0	8	23
272	0	8	23
273	0	8	24
274	0	7	24
275	0	7	24
276	0	6	24
277	0	6	25
278	0	6	26
279	0	6	25
280	0	5	24
281	0	5	24
282	0	4	23
283	0	4	20
284	0	6	22
285	0	6	23
286	0	6	22
287	0	6	22
288	0	8	24
289	0	8	24
290	0	8	24
291	0	7	24
292	0	6	24
293	0	6	27
294	0	6	26
295	0	7	26
296	0	7	26
297	0	7	25
298	0	7	26
299	0	8	26
300	0	8	26
301	0	8	27
302	0	8	26
303	0	8	26
304	0	9	27
305	0	8	26
306	0	8	26
307	0	8	26
308	0	8	26
309	0	9	27
310	0	9	28
311	0	9	28
312	0	8	28
313	0	8	29
314	0	8	30
315	0	8	30
316	0	9	31
317	0	9	32
318	0	9	33
319	0	9	33
320	0	10	34
321	0	10	35
322	0	10	35
323	0	10	35
324	0	10	35
325	0	10	36
326	0	10	35
327	0	10	34
328	0	10	35
329	0	10	35
330	0	10	35
331	0	10	35
332	0	10	35
333	0	10	34
334	0	8	32
335	0	8	31
336	0	8	30
337	0	8	31
338	0	6	29
339	0	6	29
340	0	6	29
341	0	6	29
342	0	6	28
343	0	6	25
344	0	6	25
345	0	5	24
346	0	5	25
347	0	5	26
348	0	5	25
349	0	4	24
350	0	4	24
351	0	5	25
352	0	5	25
353	0	5	26
354	0	6	28
355	0	6	28
356	0	6	28
357	0	6	27
358	0	6	27
359	0	5	25
360	0	5	25
361	0	5	27
362	0	5	27
363	0	5	26
364	0	5	25
365	0	5	25
366	0	4	25
367	0	4	25
368	0	4	24
369	0	4	24
370	0	5	25
371	0	5	25
372	0	5	24
373	0	5	23
374	0	5	23
375	0	5	22
376	0	5	22
377	0	5	22
378	0	5	21
379	0	5	22
380	0	5	22
381	0	5	23
382	0	5	23
383	0	5	23
384	0	6	24
385	0	6	24
386	0	6	24
387	0	6	24
388	0	6	24
389	0	6	24
390	0	6	24
391	0	6	23
392	0	6	24
393	0	6	24
394	0	6	24
395	0	6	24
396	0	6	23
397	0	6	22
398	0	6	22
399	0	6	23
400	0	6	24
401	0	5	23
402	0	6	26
403	0	6	25
404	0	5	23
405	0	5	24
406	0	6	26
407	0	6	26
408	0	6	27
409	0	6	27
410	0	6	28
411	0	6	26
412	0	6	25
413	0	6	25
414	0	6	25
415	0	6	25
416	0	6	24
417	0	6	23
418	0	6	23
419	0	6	23
420	0	4	22
421	0	4	22
422	0	5	24
423	0	5	24
424	0	5	23
425	0	5	23
426	0	5	24
427	0	5	25
428	0	5	25
429	0	5	24
430	0	5	25
431	0	5	24
432	0	5	25
433	0	5	26
434	0	4	25
435	0	4	25
436	0	4	25
437	0	4	24
438	0	4	24
439	0	4	24
440	0	4	24
441	0	4	24
442	0	4	24
443	0	4	24
444	0	4	25
445	0	4	25
446	0	4	25
447	0	4	25
448	0	5	26
449	0	6	26
450	0	6	25
451	0	6	25
452	0	5	22
453	0	5	23
454	0	5	23
455	0	5	22
456	0	4	20
457	0	4	21
458	0	4	21
459	0	4	21
460	0	4	19
461	0	4	19
462	0	5	21
463	0	5	22
464	0	5	22
465	0	5	23
466	0	5	25
467	0	6	27
468	0	6	27
469	0	6	27
470	0	6	26
471	0	8	27
472	0	7	25
473	0	7	25
474	0	7	25
475	0	7	25
476	0	7	24
477	0	7	23
478	0	7	22
479	0	7	22
480	0	7	22
481	0	7	23
482	0	7	22
483	0	7	21
484	0	8	22
485	0	8	22
486	0	8	22
487	0	8	22
488	0	8	22
489	0	8	22
490	0	10	24
491	0	10	24
492	0	10	24
493	0	10	24
494	0	10	23
495	0	10	23
496	0	10	24
497	0	10	25
498	0	9	24
499	0	8	24
500	0	8	25
501	0	8	25
502	0	9	26
503	0	9	25
504	0	8	25
505	0	8	25
506	0	8	25
507	0	8	24
508	0	8	24
509	0	8	24
510	0	8	24
511	0	8	24
512	0	7	22
513	0	7	21
514	0	7	21
515	0	7	20
516	0	7	19
517	0	6	17
518	0	6	17
519	0	6	17
520	0	6	17
521	0	4	15
522	0	4	16
523	0	4	16
524	0	4	19
525	0	4	19
526	0	4	21
527	0	5	22
528	0	5	23
529	0	5	23
530	0	5	23
531	0	5	22
532	0	5	22
533	0	5	22
534	0	4	21
535	0	4	21
536	0	4	22
537	0	4	24
538	0	4	25
539	0	4	27
540	0	3	26
541	0	3	26
542	0	3	26
543	0	3	26
544	0	3	26
545	0	3	25
546	0	3	26
547	0	3	25
548	0	3	26
549	0	3	25
550	0	3	24
551	0	3	23
552	0	2	22
553	0	2	22
554	0	2	22
555	0	2	24
556	0	3	27
557	0	3	27
558	0	3	26
559	0	3	26
560	0	3	27
561	0	4	28
562	0	5	29
563	0	6	32
564	0	6	32
565	0	6	32
566	0	6	31
567	0	6	31
568	0	6	32
569	0	6	32
570	0	6	32
571	0	6	32
572	0	6	31
573	0	6	32
574	0	6	29
575	0	6	29
576	0	6	27
577	0	5	27
578	0	5	26
579	0	6	27
580	0	6	26
581	0	6	27
582	0	6	27
583	0	6	27
584	0	7	28
585	0	7	28
586	0	7	28
587	0	7	26
588	0	7	25
589	0	7	23
590	0	6	22
591	0	6	23
592	0	6	22
593	0	6	22
594	0	7	23
595	0	8	24
596	0	8	23
597	0	8	23
598	0	9	24
599	0	9	24
600	0	9	25
601	0	10	26
602	0	10	26
603	0	10	26
604	0	10	25
605	1	10	24
606	1	9	22
607	4	9	25
608	5	9	26
609	5	9	26
610	5	9	26
611	5	8	25
612	5	7	24
613	6	7	23
614	6	7	23
615	8	7	24
616	8	7	24
617	8	7	26
618	10	7	26
619	12	7	28
620	12	7	28
621	12	7	28
622	12	7	28
623	12	7	27
624	13	7	27
625	13	8	28
626	16	8	30
627	16	8	29
628	17	8	30
629	17	7	29
630	17	8	30
631	18	8	31
632	18	8	35
633	18	8	35
634	19	8	36
635	19	8	36
636	19	8	35
637	19	8	36
638	20	8	38
639	20	8	39
640	20	8	40
641	21	8	41
642	22	8	44
643	22	8	44
644	23	7	44
645	25	7	45
646	25	7	45
647	25	7	45
648	28	7	48
649	28	7	48
650	29	8	48
651	29	7	48
652	29	7	48
653	29	7	49
654	31	7	51
655	30	7	50
656	30	8	50
657	28	8	48
658	27	8	47
659	27	8	47
660	27	8	46
661	29	8	48
662	29	8	48
663	29	7	48
664	29	7	48
665	27	7	47
666	28	7	48
667	29	7	47
668	28	8	48
669	26	8	46
670	26	8	46
671	26	8	47
672	28	8	49
673	30	8	49
674	29	8	49
675	30	7	49
676	27	7	48
677	27	7	48
678	26	8	49
679	26	8	49
680	26	7	49
681	26	7	47
682	27	8	44
683	28	8	45
684	29	7	44
685	29	7	44
686	29	7	44
687	29	7	43
688	30	7	43
689	30	7	42
690	31	7	42
691	30	7	40
692	30	7	40
693	32	7	41
694	32	7	40
695	30	6	38
696	30	6	38
697	33	6	41
698	30	5	36
699	31	5	37
700	30	4	37
701	30	4	37
702	30	6	40
703	30	6	39
704	29	6	37
705	29	6	37
706	30	5	39
707	29	5	39
708	30	5	40
709	30	5	40
710	31	5	40
711	29	5	38
712	29	5	39
713	28	5	37
714	28	6	38
715	28	6	38
716	27	6	38
717	26	6	37
718	25	5	35
719	26	6	37
720	27	7	39
721	27	8	39
722	25	8	37
723	23	8	37
724	25	8	39
725	25	8	39
726	26	8	38
727	27	9	40
728	28	8	40
729	28	8	40
730	28	8	39
731	27	9	40
732	26	8	39
733	25	8	38
734	24	8	38
735	24	9	39
736	25	9	41
737	27	9	43
738	25	9	41
739	25	9	41
740	24	9	41
741	24	9	41
742	23	9	39
743	21	9	38
744	20	9	38
745	20	9	38
746	20	10	40
747	18	10	38
748	19	10	39
749	18	11	39
750	19	11	39
751	20	11	39
752	21	9	37
753	22	10	39
754	22	11	41
755	22	11	42
756	21	12	40
757	21	12	39
758	20	12	38
759	20	12	40
760	19	12	41
761	19	12	42
762	20	12	42
763	21	12	43
764	21	11	42
765	22	11	42
766	22	11	42
767	22	11	43
768	23	11	44
769	22	10	42
770	21	9	41
771	21	8	40
772	23	8	42
773	23	9	45
774	22	9	46
775	21	9	45
776	21	9	46
777	20	8	45
778	19	8	45
779	19	8	47
780	20	8	48
781	21	7	48
782	21	7	48
783	21	7	49
784	21	7	49
785	21	7	50
786	20	9	50
787	18	9	49
788	18	9	49
789	18	9	49
790	19	9	48
791	20	9	48
792	20	10	49
793	20	11	50
794	21	11	52
795	22	11	53
796	22	11	52
797	22	11	52
798	21	12	52
799	21	11	51
800	20	11	50
801	19	11	50
802	18	11	51
803	18	10	50
804	17	9	48
805	18	9	48
806	18	8	49
807	18	8	50
808	19	8	51
809	21	8	51
810	21	8	51
811	21	8	50
812	21	8	50
813	21	8	51
814	21	8	53
815	20	8	54
816	21	8	54
817	21	8	54
818	20	9	56
819	21	9	57
820	22	9	58
821	22	9	58
822	20	9	56
823	21	8	55
824	20	8	52
825	21	9	54
826	21	9	54
827	21	9	53
828	22	9	52
829	25	9	53
830	24	10	53
831	24	10	55
832	24	10	55
833	24	10	54
834	23	10	53
835	24	9	52
836	24	7	50
837	24	7	49
838	26	7	50
839	27	7	51
840	26	7	51
841	26	8	54
842	27	7	52
843	28	6	52
844	28	6	50
845	28	6	50
846	29	5	49
847	30	5	49
848	31	4	49
849	31	4	49
850	32	4	50
851	33	4	50
852	33	4	48
853	32	4	47
854	32	4	48
855	31	4	49
856	33	5	49
857	34	5	49
858	33	5	49
859	31	5	47
860	31	5	47
861	32	6	49
862	32	6	50
863	31	6	48
864	31	6	46
865	32	6	47
866	33	6	47
867	33	6	47
868	33	5	44
869	34	5	44
870	33	6	45
871	34	6	46
872	34	6	47
873	33	7	46
874	33	7	47
875	32	6	45
876	32	6	45
877	32	7	46
878	33	7	46
879	30	7	43
880	30	6	43
881	29	6	41
882	30	6	41
883	30	6	41
884	30	6	41
885	29	6	40
886	29	6	40
887	29	6	40
888	28	6	40
889	28	6	40
890	29	6	41
891	28	5	38
892	28	5	40
893	27	5	39
894	26	5	39
895	25	5	38
896	24	6	39
897	22	6	38
898	22	6	38
899	22	6	38
900	22	6	37
901	21	7	37
902	21	8	38
903	21	8	38
904	21	8	37
905	22	8	36
906	20	7	36
907	20	7	35
908	20	7	34
909	20	7	34
910	21	7	33
911	24	6	33
912	26	6	34
913	26	6	35
914	27	6	36
915	26	6	35
916	25	6	35
917	25	6	34
918	26	6	34
919	24	7	34
920	25	6	32
921	24	6	31
922	25	6	31
923	25	5	30
924	26	5	30
925	27	5	31
926	26	5	30
927	27	4	30
928	25	4	29
929	25	4	29
930	26	4	29
931	28	4	30
932	28	4	32
933	28	4	32
934	30	4	33
935	30	4	33
936	31	4	35
937	32	5	37
938	33	5	37
939	32	5	36
940	34	5	38
941	34	5	38
942	34	5	37
943	35	5	39
944	36	7	41
945	36	7	41
946	36	6	40
947	37	6	41
948	37	6	42
949	37	7	43
950	36	7	43
951	38	6	44
952	38	6	45
953	38	6	45
954	39	6	46
955	38	6	46
956	38	6	45
957	37	7	46
958	37	7	46
959	37	7	47
960	36	7	47
961	32	7	46
962	30	8	45
963	33	8	46
964	32	8	45
965	32	8	44
966	32	8	44
967	33	8	46
968	32	8	46
969	32	7	45
970	32	7	44
971	33	7	44
972	32	7	43
973	32	7	44
974	31	7	43
975	30	8	45
976	32	8	47
977	33	8	46
978	34	8	47
979	35	8	48
980	36	9	50
981	35	9	50
982	35	9	49
983	36	9	50
984	34	9	49
985	34	9	50
986	33	9	48
987	32	8	46
988	30	8	46
989	31	10	48
990	28	10	45
991	29	10	46
992	28	10	46
993	29	12	46
994	30	10	45
995	30	10	46
996	30	10	46
997	29	10	45
998	29	10	44
999	29	9	43
1000	31	9	45
1001	31	9	45
1002	31	8	43
1003	33	8	45
1004	32	8	44
1005	32	8	43
1006	32	8	42
1007	32	8	43
1008	32	8	45
1009	32	8	44
1010	32	8	44
1011	32	8	46
1012	33	7	46
1013	31	7	45
1014	34	9	49
1015	34	9	49
1016	36	9	50
1017	37	9	50
1018	37	9	50
1019	37	9	50
1020	38	9	52
1021	38	9	53
1022	39	10	55
1023	42	10	58
1024	42	10	58
1025	42	9	56
1026	41	9	56
1027	40	9	58
1028	39	9	57
1029	38	9	57
1030	38	9	57
1031	37	9	56
1032	36	9	55
1033	35	9	55
1034	36	9	55
1035	37	9	55
1036	37	10	56
1037	38	10	58
1038	38	10	58
1039	37	8	57
1040	37	8	58
1041	36	8	58
1042	36	9	58
1043	34	7	56
1044	32	7	55
1045	33	7	55
1046	33	7	55
1047	34	7	55
1048	35	7	56
1049	36	7	58
1050	34	7	56
1051	34	7	55
1052	34	7	56
1053	32	7	55
1054	32	7	55
1055	33	7	57
1056	33	7	57
1057	33	7	56
1058	33	7	54
1059	33	7	56
1060	34	7	57
1061	35	7	56
1062	34	8	56
1063	33	8	55
1064	30	6	51
1065	29	6	51
1066	28	7	52
1067	26	7	50
1068	26	8	51
1069	27	9	53
1070	25	9	51
1071	24	9	51
1072	23	8	50
1073	21	8	47
1074	21	8	47
1075	21	8	46
1076	20	9	45
1077	19	9	43
1078	20	10	46
1079	20	10	46
1080	18	9	43
1081	18	10	43
1082	20	10	45
1083	20	10	44
1084	20	10	45
1085	20	10	45
1086	20	9	44
1087	20	9	43
1088	20	9	42
1089	20	9	41
1090	20	9	40
1091	21	9	40
1092	21	8	39
1093	21	9	40
1094	21	10	41
1095	20	10	40
1096	21	10	41
1097	20	11	42
1098	19	11	41
1099	18	11	39
1100	18	11	39
1101	16	11	39
1102	16	11	38
1103	17	11	39
1104	17	11	39
1105	16	11	37
1106	16	11	38
1107	16	10	37
1108	16	10	37
1109	17	10	36
1110	16	10	35
1111	17	10	35
1112	17	9	36
1113	18	9	36
1114	18	9	36
1115	19	9	36
1116	20	8	36
1117	20	8	36
1118	20	7	36
1119	20	6	37
1120	20	6	37
1121	22	6	37
1122	22	7	38
1123	21	7	38
1124	22	8	40
1125	22	8	40
1126	24	7	41
1127	24	7	41
1128	23	6	38
1129	23	6	37
1130	23	6	37
1131	24	5	36
1132	22	5	35
1133	23	6	37
1134	23	6	37
1135	22	6	36
1136	22	6	36
1137	21	7	36
1138	22	7	37
1139	23	7	38
1140	24	7	40
1141	23	7	39
1142	23	8	40
1143	23	7	40
1144	25	6	41
1145	25	6	41
1146	24	7	43
1147	25	7	44
1148	25	8	45
1149	25	8	45
1150	27	8	47
1151	27	8	46
1152	28	8	47
1153	28	8	46
1154	28	10	49
1155	29	10	49
1156	30	10	49
1157	30	10	49
1158	31	10	51
1159	30	10	50
1160	30	10	51
1161	29	10	50
1162	30	10	49
1163	33	10	53
1164	33	10	53
1165	32	10	52
1166	31	10	51
1167	32	10	51
1168	33	10	50
1169	32	10	47
1170	32	11	48
1171	30	11	47
1172	31	10	47
1173	31	10	47
1174	31	9	46
1175	31	9	47
1176	29	9	45
1177	29	9	46
1178	30	9	46
1179	30	10	47
1180	30	10	47
1181	30	10	48
1182	31	10	48
1183	30	9	46
1184	30	9	45
1185	32	9	47
1186	32	9	48
1187	34	8	47
1188	34	8	47
1189	33	8	46
1190	32	8	44
1191	35	8	46
1192	36	7	46
1193	36	7	46
1194	34	7	44
1195	34	7	45
1196	34	6	42
1197	34	5	40
1198	33	6	41
1199	33	6	41
1200	31	6	39
1201	31	6	39
1202	30	6	39
1203	29	6	38
1204	31	4	36
1205	30	4	36
1206	29	4	37
1207	30	4	38
1208	30	5	38
1209	31	5	39
1210	32	5	39
1211	32	6	40
1212	31	6	39
1213	27	6	36
1214	27	6	37
1215	27	6	37
1216	27	6	37
1217	26	6	38
1218	26	6	39
1219	26	6	39
1220	27	5	39
1221	30	5	41
1222	29	5	39
1223	29	5	39
1224	29	5	39
1225	29	5	39
1226	29	5	39
1227	30	5	38
1228	29	5	38
1229	30	4	38
1230	31	4	40
1231	30	4	39
1232	29	4	40
1233	29	5	41
1234	29	5	43
1235	27	6	43
1236	27	6	42
1237	25	6	43
1238	24	6	42
1239	26	6	44
1240	26	6	44
1241	23	7	43
1242	22	7	42
1243	24	8	43
1244	26	8	46
1245	26	8	45
1246	26	8	46
1247	26	8	48
1248	26	6	47
1249	26	6	47
1250	26	6	47
1251	26	6	48
1252	26	6	47
1253	28	6	48
1254	26	6	47
1255	28	6	48
1256	28	6	46
1257	28	6	46
1258	27	5	46
1259	27	5	46
1260	27	5	46
1261	27	4	45
1262	26	4	46
1263	26	4	45
1264	26	4	44
1265	27	5	46
1266	29	5	48
1267	31	5	49
1268	32	5	52
1269	33	5	53
1270	32	6	54
1271	32	6	54
1272	33	6	55
1273	33	6	54
1274	32	8	56
1275	32	8	55
1276	32	8	55
1277	32	8	55
1278	33	8	56
1279	32	8	56
1280	32	8	54
1281	32	8	55
1282	33	8	54
1283	34	7	54
1284	34	7	53
1285	34	6	51
1286	34	6	52
1287	34	6	53
1288	34	6	54
1289	33	6	52
1290	33	6	52
1291	34	5	52
1292	35	5	53
1293	33	4	51
1294	32	4	51
1295	32	4	52
1296	32	4	51
1297	33	4	50
1298	33	4	48
1299	33	4	48
1300	33	5	49
1301	35	5	49
1302	36	5	49
1303	34	5	48
1304	35	5	49
1305	34	5	49
1306	34	5	49
1307	33	5	49
1308	33	5	48
1309	32	6	48
1310	31	6	47
1311	30	6	46
1312	31	6	45
1313	31	6	45
1314	31	7	46
1315	30	7	45
1316	28	8	44
1317	26	9	42
1318	24	9	40
1319	24	9	40
1320	24	8	38
1321	21	8	36
1322	22	8	37
1323	22	8	37
1324	22	6	34
1325	23	6	34
1326	23	6	34
1327	23	6	34
1328	22	6	33
1329	22	6	32
1330	21	6	34
1331	22	6	35
1332	21	6	34
1333	20	6	33
1334	21	6	34
1335	24	6	36
1336	25	6	37
1337	25	6	35
1338	26	6	35
1339	26	6	36
1340	27	7	39
1341	27	7	39
1342	26	8	40
1343	26	8	41
1344	26	8	39
1345	27	8	39
1346	28	8	41
1347	26	8	40
1348	27	8	40
1349	27	8	40
1350	29	8	41
1351	27	8	40
1352	26	8	40
1353	26	8	41
1354	29	8	44
1355	29	8	44
1356	29	8	45
1357	31	8	48
1358	32	8	50
1359	33	7	50
1360	34	7	51
1361	35	7	52
1362	34	7	51
1363	36	8	54
1364	36	7	53
1365	36	6	54
1366	35	5	53
1367	36	4	54
1368	37	4	54
1369	37	4	54
1370	37	4	55
1371	37	4	56
1372	35	4	55
1373	35	5	56
1374	35	5	57
1375	36	5	59
1376	37	6	61
1377	36	6	61
1378	37	6	62
1379	38	6	63
1380	39	6	63
1381	38	6	61
1382	39	6	62
1383	41	6	64
1384	39	6	62
1385	36	6	60
1386	36	6	59
1387	36	6	59
1388	35	6	58
1389	35	6	59
1390	35	6	60
1391	34	6	59
1392	35	5	58
1393	35	6	59
1394	34	6	58
1395	34	6	60
1396	34	6	58
1397	34	6	58
1398	33	7	62
1399	34	7	63
1400	32	6	61
1401	32	6	61
1402	32	6	62
1403	33	6	61
1404	30	6	58
1405	29	6	57
1406	32	6	59
1407	30	6	56
1408	30	6	53
1409	29	6	52
1410	30	6	53
1411	29	6	53
1412	29	7	56
1413	29	6	54
1414	30	7	56
1415	30	8	55
1416	30	8	54
1417	29	8	52
1418	28	8	52
1419	27	8	52
1420	27	8	51
1421	27	8	51
1422	27	8	50
1423	27	7	49
1424	27	7	49
1425	25	7	48
1426	24	6	47
1427	25	6	47
1428	24	6	46
1429	23	6	45
1430	24	6	46
1431	25	6	48
1432	24	6	48
1433	23	7	47
1434	24	8	48
1435	24	8	48
1436	23	8	47
1437	24	8	49
1438	24	8	49
1439	24	8	48
1440	23	7	44
1441	23	7	44
1442	23	7	44
1443	24	7	44
1444	25	7	45
1445	24	7	44
1446	23	7	44
1447	23	7	45
1448	23	6	41
1449	23	6	42
1450	27	6	46
1451	27	6	47
1452	27	6	46
1453	26	6	49
1454	25	7	49
1455	26	7	50
1456	25	7	47
1457	25	7	46
1458	25	7	48
1459	25	7	48
1460	23	7	46
1461	23	7	45
1462	24	6	43
1463	22	6	42
1464	23	5	42
1465	23	4	41
1466	24	4	42
1467	24	4	42
1468	24	4	43
1469	24	4	42
1470	24	4	42
1471	26	4	43
1472	27	4	44
1473	27	4	45
1474	27	4	44
1475	28	4	45
1476	28	4	44
1477	28	4	44
1478	28	4	44
1479	28	4	46
1480	30	4	45
1481	31	4	45
1482	32	4	45
1483	31	3	44
1484	30	2	43
1485	31	2	43
1486	32	2	43
1487	32	2	42
1488	32	2	42
1489	31	2	41
1490	31	4	43
1491	32	4	45
1492	31	4	44
1493	30	3	43
1494	30	3	43
1495	34	3	43
1496	34	4	45
1497	34	4	44
1498	35	4	45
1499	35	4	45
1500	32	4	42
1501	32	4	41
1502	32	4	41
1503	33	4	39
1504	33	3	39
1505	33	3	39
1506	32	3	40
1507	32	4	41
1508	32	4	40
1509	32	4	40
1510	32	4	40
1511	32	4	41
1512	33	4	43
1513	33	4	44
1514	31	4	42
1515	31	5	44
1516	32	5	45
1517	33	5	45
1518	33	5	43
1519	34	5	44
1520	35	5	45
1521	34	5	44
1522	34	5	44
1523	34	5	43
1524	34	5	43
1525	33	5	41
1526	34	5	42
1527	33	5	42
1528	33	6	43
1529	35	6	42
1530	31	6	40
1531	29	7	39
1532	28	8	40
1533	29	8	41
1534	29	8	41
1535	28	8	43
1536	27	8	44
1537	27	8	46
1538	27	8	46
1539	29	8	48
1540	30	6	47
1541	30	6	45
1542	31	6	46
1543	31	6	45
1544	30	6	44
1545	27	6	42
1546	28	5	41
1547	30	5	42
1548	31	5	43
1549	30	5	41
1550	29	5	40
1551	30	5	41
1552	30	6	43
1553	29	7	43
1554	29	9	44
1555	29	9	43
1556	28	9	42
1557	28	8	42
1558	27	8	42
1559	27	8	42
1560	28	8	43
1561	28	8	42
1562	26	8	39
1563	27	8	39
1564	27	9	40
1565	27	8	38
1566	25	8	37
1567	25	8	38
1568	25	8	38
1569	24	8	38
1570	24	9	39
1571	23	9	38
1572	23	11	40
1573	23	11	40
1574	23	11	41
1575	23	11	41
1576	24	11	41
1577	24	11	41
1578	24	10	40
1579	23	11	41
1580	25	11	42
1581	26	10	42
1582	26	9	40
1583	26	10	40
1584	26	10	40
1585	27	10	39
1586	27	10	39
1587	26	10	36
1588	26	11	38
1589	24	11	36
1590	23	11	35
1591	22	11	35
1592	21	11	34
1593	21	11	35
1594	21	11	35
1595	20	11	35
1596	19	12	37
1597	17	12	36
1598	15	12	35
1599	15	12	35
1600	16	12	37
1601	16	12	36
1602	17	11	35
1603	17	10	35
1604	18	8	34
1605	17	8	34
1606	18	8	35
1607	18	8	35
1608	18	8	34
1609	18	9	35
1610	17	9	34
1611	18	9	34
1612	19	9	36
1613	18	11	37
1614	18	10	37
1615	18	10	37
1616	19	11	38
1617	18	11	38
1618	18	11	39
1619	18	12	39
1620	18	11	38
1621	19	11	39
1622	19	9	37
1623	20	9	38
1624	21	9	38
1625	22	9	39
1626	21	9	39
1627	21	9	39
1628	22	9	40
1629	22	8	40
1630	21	8	39
1631	20	8	38
1632	22	8	40
1633	22	7	40
1634	24	8	42
1635	23	8	44
1636	23	8	43
1637	24	8	45
1638	25	7	45
1639	26	7	46
1640	27	7	47
1641	27	7	48
1642	27	7	48
1643	27	7	47
1644	28	7	49
1645	29	7	50
1646	30	6	48
1647	30	6	50
1648	30	6	49
1649	30	6	49
1650	29	6	47
1651	28	7	48
1652	28	7	48
1653	29	7	48
1654	30	7	49
1655	31	7	50
1656	30	7	49
1657	30	7	48
1658	31	7	49
1659	31	6	49
1660	31	6	49
1661	30	6	50
