READ_38007	75	4	66	-	NC_019552.1	836897	22134	22196	62	62	60	tp:A:P	cm:i:7	s1:i:62	s2:i:0	rl:i:0
READ_38971	75	7	75	-	NC_019552.1	836897	21747	21815	62	68	49	tp:A:P	cm:i:5	s1:i:62	s2:i:0	rl:i:0
READ_41784	75	5	68	-	NC_019552.1	836897	18755	18818	63	63	60	tp:A:P	cm:i:7	s1:i:63	s2:i:0	rl:i:0
READ_43760	75	7	66	-	NC_019552.1	836897	490387	490446	59	59	55	tp:A:P	cm:i:7	s1:i:59	s2:i:0	rl:i:0
READ_44220	75	9	69	+	NC_019552.1	836897	21072	21132	60	60	57	tp:A:P	cm:i:6	s1:i:60	s2:i:0	rl:i:0
READ_47193	75	4	68	-	NC_019552.1	836897	22734	22798	64	64	60	tp:A:P	cm:i:8	s1:i:64	s2:i:0	rl:i:0
READ_51944	75	5	75	-	NC_019552.1	836897	641671	641741	70	70	60	tp:A:P	cm:i:9	s1:i:70	s2:i:0	rl:i:0
READ_52277	75	5	66	+	NC_019552.1	836897	21357	21418	61	61	59	tp:A:P	cm:i:7	s1:i:61	s2:i:0	rl:i:0
READ_53194	75	2	72	+	NC_019552.1	836897	21129	21199	70	70	60	tp:A:P	cm:i:10	s1:i:70	s2:i:0	rl:i:0
READ_58022	75	5	68	-	NC_019552.1	836897	19673	19736	63	63	60	tp:A:P	cm:i:8	s1:i:63	s2:i:0	rl:i:0
READ_59200	75	1	72	-	NC_019552.1	836897	21373	21444	71	71	60	tp:A:P	cm:i:9	s1:i:71	s2:i:0	rl:i:0
READ_59941	75	9	72	-	NC_019552.1	836897	553478	553541	63	63	0	tp:A:P	cm:i:6	s1:i:63	s2:i:63	rl:i:0
READ_60143	75	3	73	-	NC_019552.1	836897	91923	91993	70	70	60	tp:A:P	cm:i:10	s1:i:70	s2:i:0	rl:i:0
READ_61362	75	1	69	+	NC_019552.1	836897	21671	21739	68	68	60	tp:A:P	cm:i:8	s1:i:68	s2:i:0	rl:i:0
READ_62852	75	8	66	+	NC_019552.1	836897	21459	21517	58	58	53	tp:A:P	cm:i:11	s1:i:58	s2:i:0	rl:i:0
READ_62857	75	9	73	+	NC_019552.1	836897	18421	18485	64	64	60	tp:A:P	cm:i:6	s1:i:64	s2:i:0	rl:i:0
READ_62976	75	4	68	+	NC_019552.1	836897	20800	20864	64	64	60	tp:A:P	cm:i:10	s1:i:64	s2:i:0	rl:i:0
READ_63907	75	8	66	+	NC_019552.1	836897	18416	18474	58	58	53	tp:A:P	cm:i:6	s1:i:58	s2:i:0	rl:i:0
READ_66192	75	9	74	-	NC_019552.1	836897	20626	20691	65	65	60	tp:A:P	cm:i:9	s1:i:65	s2:i:0	rl:i:0
READ_71044	75	10	72	+	NC_019552.1	836897	18856	18918	62	62	60	tp:A:P	cm:i:7	s1:i:62	s2:i:0	rl:i:0
READ_73911	75	1	72	-	NC_019552.1	836897	20263	20334	71	71	60	tp:A:P	cm:i:8	s1:i:71	s2:i:0	rl:i:0
READ_76109	75	2	69	+	NC_019552.1	836897	579893	579960	67	67	60	tp:A:P	cm:i:8	s1:i:67	s2:i:0	rl:i:0
READ_76129	75	8	67	+	NC_019552.1	836897	443702	443761	49	59	30	tp:A:P	cm:i:4	s1:i:49	s2:i:0	rl:i:0
READ_76805	75	9	74	+	NC_019552.1	836897	18944	19009	65	65	60	tp:A:P	cm:i:8	s1:i:65	s2:i:0	rl:i:0
READ_77048	75	4	68	+	NC_019552.1	836897	20905	20969	64	64	60	tp:A:P	cm:i:7	s1:i:64	s2:i:0	rl:i:0
READ_77911	75	1	64	-	NC_019552.1	836897	22673	22736	63	63	60	tp:A:P	cm:i:9	s1:i:63	s2:i:0	rl:i:0
READ_78790	75	7	75	+	NC_019552.1	836897	22134	22202	68	68	60	tp:A:P	cm:i:8	s1:i:68	s2:i:0	rl:i:0
READ_79613	75	7	64	+	NC_019552.1	836897	22323	22380	57	57	51	tp:A:P	cm:i:6	s1:i:57	s2:i:0	rl:i:0
READ_80352	75	3	73	+	NC_019552.1	836897	19283	19353	70	70	60	tp:A:P	cm:i:11	s1:i:70	s2:i:0	rl:i:0
READ_84837	75	5	68	+	NC_019552.1	836897	117532	117595	63	63	0	tp:A:P	cm:i:8	s1:i:63	s2:i:63	rl:i:0
READ_85084	75	10	69	+	NC_019552.1	836897	22125	22184	59	59	55	tp:A:P	cm:i:6	s1:i:59	s2:i:0	rl:i:0
READ_85477	75	10	67	-	NC_019552.1	836897	19430	19487	57	57	51	tp:A:P	cm:i:7	s1:i:57	s2:i:0	rl:i:0
READ_86124	75	7	69	-	NC_019552.1	836897	21275	21337	62	62	59	tp:A:P	cm:i:6	s1:i:62	s2:i:0	rl:i:0
READ_88380	75	1	67	+	NC_019552.1	836897	20202	20268	66	66	60	tp:A:P	cm:i:10	s1:i:66	s2:i:0	rl:i:0
READ_92840	75	12	37	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:25	rl:i:0
READ_92840	75	0	25	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:0	rl:i:0
READ_92840	75	20	45	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:0	rl:i:0
READ_94673	75	7	68	+	NC_019552.1	836897	20984	21045	61	61	59	tp:A:P	cm:i:8	s1:i:61	s2:i:0	rl:i:0
READ_96780	75	12	70	-	NC_019552.1	836897	22061	22119	58	58	53	tp:A:P	cm:i:9	s1:i:58	s2:i:0	rl:i:0
READ_97505	75	5	71	+	NC_019552.1	836897	21414	21480	66	66	60	tp:A:P	cm:i:9	s1:i:66	s2:i:0	rl:i:0
READ_106201	75	7	73	-	NC_019552.1	836897	20880	20946	66	66	60	tp:A:P	cm:i:7	s1:i:66	s2:i:0	rl:i:0
READ_107415	75	9	68	-	NC_019552.1	836897	22796	22855	59	59	55	tp:A:P	cm:i:8	s1:i:59	s2:i:0	rl:i:0
READ_107685	75	1	71	+	NC_019552.1	836897	18199	18269	70	70	60	tp:A:P	cm:i:10	s1:i:70	s2:i:0	rl:i:0
READ_108485	75	7	71	-	NC_019552.1	836897	96201	96265	64	64	60	tp:A:P	cm:i:7	s1:i:64	s2:i:0	rl:i:0
READ_109793	75	4	65	+	NC_019552.1	836897	18843	18904	61	61	59	tp:A:P	cm:i:7	s1:i:61	s2:i:0	rl:i:0
READ_115979	75	5	69	-	NC_019552.1	836897	22055	22119	64	64	60	tp:A:P	cm:i:10	s1:i:64	s2:i:0	rl:i:0
READ_116709	75	4	69	-	NC_019552.1	836897	19415	19480	65	65	60	tp:A:P	cm:i:8	s1:i:65	s2:i:0	rl:i:0
READ_123203	75	3	72	-	NC_019552.1	836897	447854	447923	69	69	60	tp:A:P	cm:i:8	s1:i:69	s2:i:0	rl:i:0
READ_124364	75	1	74	-	NC_019552.1	836897	22769	22842	73	73	60	tp:A:P	cm:i:8	s1:i:73	s2:i:0	rl:i:0
READ_127105	75	3	73	+	NC_019552.1	836897	21348	21418	70	70	60	tp:A:P	cm:i:8	s1:i:70	s2:i:0	rl:i:0
READ_129957	75	9	67	+	NC_019552.1	836897	463105	463163	58	58	46	tp:A:P	cm:i:5	s1:i:58	s2:i:0	rl:i:0
READ_131435	75	5	72	+	NC_019552.1	836897	21284	21351	67	67	60	tp:A:P	cm:i:7	s1:i:67	s2:i:0	rl:i:0
READ_132183	75	8	71	-	NC_019552.1	836897	813424	813487	63	63	60	tp:A:P	cm:i:8	s1:i:63	s2:i:0	rl:i:0
READ_134045	75	7	73	+	NC_019552.1	836897	18995	19061	66	66	60	tp:A:P	cm:i:7	s1:i:66	s2:i:0	rl:i:0
READ_134385	75	7	73	+	NC_019552.1	836897	19479	19545	66	66	60	tp:A:P	cm:i:10	s1:i:66	s2:i:0	rl:i:0
READ_136253	75	4	65	+	NC_019552.1	836897	21632	21693	61	61	59	tp:A:P	cm:i:9	s1:i:61	s2:i:0	rl:i:0
READ_141065	75	8	70	+	NC_019552.1	836897	22038	22100	62	62	60	tp:A:P	cm:i:10	s1:i:62	s2:i:0	rl:i:0
READ_141368	75	1	56	+	NC_019552.1	836897	22606	22661	55	55	48	tp:A:P	cm:i:6	s1:i:55	s2:i:0	rl:i:0
READ_146953	75	3	73	-	NC_019552.1	836897	20654	20724	70	70	60	tp:A:P	cm:i:10	s1:i:70	s2:i:0	rl:i:0
READ_149463	75	3	40	+	NC_019552.1	836897	21845	21882	37	37	14	tp:A:P	cm:i:3	s1:i:37	s2:i:0	rl:i:0
READ_149463	75	40	72	-	NC_019552.1	836897	21824	21856	32	32	6	tp:A:P	cm:i:2	s1:i:32	s2:i:0	rl:i:0
READ_152394	75	2	74	+	NC_019552.1	836897	642447	642519	72	72	60	tp:A:P	cm:i:10	s1:i:72	s2:i:0	rl:i:0
READ_152793	75	4	68	+	NC_019552.1	836897	21330	21394	64	64	60	tp:A:P	cm:i:6	s1:i:64	s2:i:0	rl:i:0
READ_154929	75	27	68	-	NC_019552.1	836897	22620	22661	41	41	17	tp:A:P	cm:i:3	s1:i:41	s2:i:0	rl:i:0
READ_155946	75	3	70	-	NC_019552.1	836897	22424	22491	67	67	60	tp:A:P	cm:i:10	s1:i:67	s2:i:0	rl:i:0
READ_157046	75	5	66	-	NC_019552.1	836897	20596	20657	61	61	59	tp:A:P	cm:i:9	s1:i:61	s2:i:0	rl:i:0
READ_157081	75	9	70	-	NC_019552.1	836897	22756	22817	61	61	58	tp:A:P	cm:i:6	s1:i:61	s2:i:0	rl:i:0
READ_157376	75	5	66	+	NC_019552.1	836897	18482	18543	61	61	59	tp:A:P	cm:i:10	s1:i:61	s2:i:0	rl:i:0
READ_158838	75	7	72	+	NC_019552.1	836897	22006	22071	65	65	60	tp:A:P	cm:i:9	s1:i:65	s2:i:0	rl:i:0
READ_160613	75	2	70	-	NC_019552.1	836897	20589	20657	68	68	60	tp:A:P	cm:i:10	s1:i:68	s2:i:0	rl:i:0
READ_162309	75	9	70	-	NC_019552.1	836897	20606	20667	61	61	59	tp:A:P	cm:i:8	s1:i:61	s2:i:0	rl:i:0
READ_163728	75	7	71	+	NC_019552.1	836897	18439	18503	64	64	60	tp:A:P	cm:i:6	s1:i:64	s2:i:0	rl:i:0
READ_166658	75	32	66	+	NC_019552.1	836897	170138	170172	34	34	0	tp:A:P	cm:i:14	s1:i:34	s2:i:34	rl:i:0
READ_166993	75	6	71	+	NC_019552.1	836897	21622	21687	65	65	60	tp:A:P	cm:i:8	s1:i:65	s2:i:0	rl:i:0
READ_168499	75	3	72	-	NC_019552.1	836897	20670	20739	69	69	60	tp:A:P	cm:i:10	s1:i:69	s2:i:0	rl:i:0
READ_170331	75	5	71	-	NC_019552.1	836897	20860	20926	66	66	60	tp:A:P	cm:i:7	s1:i:66	s2:i:0	rl:i:0
READ_177533	75	1	68	+	NC_019552.1	836897	22151	22218	67	67	60	tp:A:P	cm:i:9	s1:i:67	s2:i:0	rl:i:0
READ_181721	75	4	65	+	NC_019552.1	836897	20606	20667	61	61	59	tp:A:P	cm:i:8	s1:i:61	s2:i:0	rl:i:0
READ_181780	75	2	67	-	NC_019552.1	836897	19633	19698	55	65	34	tp:A:P	cm:i:4	s1:i:55	s2:i:0	rl:i:0
READ_182243	75	5	71	-	NC_019552.1	836897	21207	21273	66	66	60	tp:A:P	cm:i:9	s1:i:66	s2:i:0	rl:i:0
READ_182678	75	3	70	+	NC_019552.1	836897	92319	92386	67	67	60	tp:A:P	cm:i:9	s1:i:67	s2:i:0	rl:i:0
READ_182955	75	7	66	-	NC_019552.1	836897	9236	9295	59	59	55	tp:A:P	cm:i:8	s1:i:59	s2:i:0	rl:i:0
READ_183829	75	7	50	-	NC_019552.1	836897	22394	22437	43	43	27	tp:A:P	cm:i:6	s1:i:43	s2:i:0	rl:i:0
READ_184577	75	3	74	-	NC_019552.1	836897	617228	617299	71	71	60	tp:A:P	cm:i:8	s1:i:71	s2:i:0	rl:i:0
READ_187078	75	2	72	+	NC_019552.1	836897	20483	20553	70	70	60	tp:A:P	cm:i:10	s1:i:70	s2:i:0	rl:i:0
READ_190108	75	10	66	-	NC_019552.1	836897	22416	22472	56	56	49	tp:A:P	cm:i:9	s1:i:56	s2:i:0	rl:i:0
READ_190544	75	9	73	-	NC_019552.1	836897	21148	21212	64	64	60	tp:A:P	cm:i:10	s1:i:64	s2:i:0	rl:i:0
READ_193510	75	23	48	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:25	rl:i:0
READ_193510	75	11	36	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:25	rl:i:0
READ_193510	75	3	28	-	NC_019552.1	836897	482391	482416	25	25	0	tp:A:P	cm:i:2	s1:i:25	s2:i:0	rl:i:0
READ_196774	75	6	72	-	NC_019552.1	836897	20880	20946	66	66	60	tp:A:P	cm:i:7	s1:i:66	s2:i:0	rl:i:0
READ_202371	75	2	68	-	NC_019552.1	836897	21889	21955	66	66	60	tp:A:P	cm:i:7	s1:i:66	s2:i:0	rl:i:0
READ_205274	75	3	74	+	NC_019552.1	836897	20855	20926	71	71	60	tp:A:P	cm:i:8	s1:i:71	s2:i:0	rl:i:0
READ_206800	75	8	71	-	NC_019552.1	836897	20172	20235	63	63	60	tp:A:P	cm:i:7	s1:i:63	s2:i:0	rl:i:0
READ_207934	75	8	70	-	NC_019552.1	836897	21275	21337	62	62	59	tp:A:P	cm:i:6	s1:i:62	s2:i:0	rl:i:0
READ_208436	75	0	65	+	NC_019552.1	836897	21179	21244	65	65	60	tp:A:P	cm:i:10	s1:i:65	s2:i:0	rl:i:0
READ_209028	75	6	75	-	NC_019552.1	836897	20807	20876	69	69	60	tp:A:P	cm:i:11	s1:i:69	s2:i:0	rl:i:0
READ_211260	75	0	75	+	NC_019552.1	836897	21119	21194	75	75	60	tp:A:P	cm:i:9	s1:i:75	s2:i:0	rl:i:0
READ_212713	75	1	71	+	NC_019552.1	836897	21003	21073	70	70	60	tp:A:P	cm:i:8	s1:i:70	s2:i:0	rl:i:0
READ_213512	75	6	70	-	NC_019552.1	836897	19076	19140	64	64	60	tp:A:P	cm:i:7	s1:i:64	s2:i:0	rl:i:0
READ_215156	75	10	75	-	NC_019552.1	836897	22629	22694	53	65	25	tp:A:P	cm:i:3	s1:i:53	s2:i:0	rl:i:0
READ_216439	75	10	67	-	NC_019552.1	836897	447336	447393	57	57	51	tp:A:P	cm:i:7	s1:i:57	s2:i:0	rl:i:0
READ_222452	75	3	72	-	NC_019552.1	836897	20427	20496	69	69	60	tp:A:P	cm:i:10	s1:i:69	s2:i:0	rl:i:0
READ_226749	75	4	73	+	NC_019552.1	836897	21259	21328	69	69	60	tp:A:P	cm:i:7	s1:i:69	s2:i:0	rl:i:0
READ_229970	75	3	67	-	NC_019552.1	836897	20505	20569	64	64	60	tp:A:P	cm:i:8	s1:i:64	s2:i:0	rl:i:0
READ_231310	75	0	70	+	NC_019552.1	836897	22514	22584	70	70	60	tp:A:P	cm:i:8	s1:i:70	s2:i:0	rl:i:0
READ_234309	75	5	72	-	NC_019552.1	836897	21368	21435	67	67	60	tp:A:P	cm:i:9	s1:i:67	s2:i:0	rl:i:0
READ_238530	75	7	66	-	NC_019552.1	836897	19062	19121	56	59	44	tp:A:P	cm:i:5	s1:i:56	s2:i:0	rl:i:0
