position_0based	entropy_bits
352	0.410209837159
353	0.122247396519
354	0.298496850958
355	0.151447094683
356	0.459416137363
357	0.204305607712
358	0.408977667457
359	0.350970241087
360	1.20028781626
361	0.341445110956
362	0.781344012163
363	0.354910922561
364	1.26282113807
365	1.65813340806
366	1.29538553707
367	1.21566091547
368	0.634028875909
369	0.604969612328
370	0.804478430427
371	1.09715197032
372	0.221280359845
373	0.21823998605
374	0.166847442389
375	0.182281724421
376	0.20987070832
377	0.479164776174
378	1.04377913243
379	0.993750841146
380	0.60819609285
381	0.814546294808
382	0.774899736244
383	0.503961535745
384	0.491801803386
385	0.550758187028
386	1.33296047861
387	1.39286375573
388	0.740813462774
389	1.53672191172
390	1.53244693896
391	1.64078483014
392	1.62459558726
393	1.99422929963
394	1.28881923946
395	1.97611505494
396	1.96581260623
397	1.74174414964
398	1.97103262365
399	1.69691979539
400	1.97659093094
401	1.97078806432
402	1.52506080006
403	1.97648120601
404	1.75553836211
405	1.69746412048
406	1.98316359191
407	1.95914397894
408	1.7230762928
409	1.68423951455
410	1.90991858866
411	1.69884531315
412	1.62047299114
413	1.97116625417
414	1.9883184279
415	1.83304475148
416	1.93427545961
417	1.5802502047
418	1.83264300001
419	1.94687456464
420	1.97484255531
421	1.9504645305
422	1.54378592712
423	1.83220839985
424	1.57626897832
425	1.94244274371
426	1.53413666851
427	1.49920578824
428	1.72542488788
429	1.98416814257
430	1.78634836609
431	1.38740812208
432	1.88938970756
433	1.35040020734
434	1.66129565306
435	1.93050422404
436	1.22694994266
437	1.63385908879
438	1.56085709703
439	1.79436533736
440	1.76504762685
441	1.96935957642
442	1.56951023212
443	1.50215769846
444	1.88766489355
445	1.70337636807
446	1.46252842415
447	1.24853316341
448	1.55108521479
449	1.38010771653
450	1.66142928358
451	1.27435240283
452	1.30176729729
453	1.75373426411
454	1.42118233303
455	1.74394982713
456	1.73839237975
457	1.90936532047
458	1.9078790464
459	1.33670402497
460	1.24250654735
461	1.68030971097
462	1.84102990596
463	1.95258679641
464	1.86782067538
465	1.74395498661
466	1.8209199746
467	1.94179299326
468	1.91901303124
469	1.67100235387
470	1.9349704415
471	1.9871516976
472	1.6004411399
473	1.71580950985
474	1.67609218043
475	1.93717130348
476	1.61274477874
477	1.72612244951
478	1.83205137969
479	1.87656633714
480	1.86399062175
481	1.85468223275
482	1.87857922209
483	1.82061780108
484	1.71308719647
485	1.9455337879
486	1.96788224545
487	1.93638843846
488	1.68475683836
489	1.84381447706
490	1.87576558592
491	1.63970632693
492	1.93640460482
493	1.93557186483
494	1.72015705928
495	1.65347852563
496	1.92754027503
497	1.64961235564
498	1.70528055998
499	1.57403509567
500	1.79153003137
501	1.57568681704
502	1.90814217986
503	1.63106832631
504	1.96390514665
505	1.94376443039
506	1.68879275523
507	1.13306280774
508	1.76352712823
509	1.75455599721
510	1.87819191716
511	1.86886151439
512	1.32269277039
513	1.95411692605
514	1.94052995267
515	1.74064225679
516	1.99361411769
517	1.97652041805
518	1.6721223049
519	1.86334534284
520	1.92965566164
521	1.91297179666
522	1.92004527111
523	1.94722145365
524	1.70710495194
525	1.95178656114
526	1.97350968977
527	1.63110031508
528	1.92637543654
529	1.9157381376
530	1.6497267241
531	1.94340171898
532	1.95672676278
533	1.89181707069
534	1.86603360366
535	1.92230821883
536	1.79114805791
537	1.76294565489
538	1.95917304401
539	1.66060307892
540	1.93120574127
541	1.95699299193
542	1.95725922107
543	1.78108191335
544	1.24124574254
545	1.67722932971
546	1.67726286633
547	1.69584799951
548	1.96911570502
549	1.95329450502
550	1.94634107446
551	1.91233012939
552	1.29617562536
553	1.70781696012
554	1.65702704367
555	1.86557664575
556	1.9333912968
557	1.90856594511
558	1.83588951651
559	1.9680294626
560	1.76554121705
561	1.99017463665
562	1.95169523835
563	1.70730978328
564	1.91735787021
565	1.65317428832
566	1.85268448228
567	1.9839180798
568	1.98319816042
569	1.8128854611
570	1.61280600456
571	1.80475188559
572	1.65281450062
573	1.8335412654
574	1.79380948943
575	1.48404878524
576	1.73879275537
577	1.77801855837
578	1.87477702965
579	1.62300405981
580	1.75093146285
581	1.75112528729
582	1.75774971504
583	1.5400410049
584	1.36755668064
585	1.30646070383
586	1.23846641691
587	1.56722165899
588	1.64889329618
589	1.24883722873
590	1.49251497519
591	1.56989100171
592	1.91808054131
593	1.94903397881
594	1.81397651903
595	1.76470142577
596	1.68100245709
597	1.42191988063
598	1.41362016988
599	1.81427731669
600	1.86396688814
601	1.82039783527
602	1.65413085583
603	1.76148277046
604	1.79138195431
605	1.79021023651
606	1.5015168911
607	1.66921631405
608	1.95102880558
609	1.8356358421
610	1.86716266976
611	1.89413058131
612	1.91562445707
613	1.89545725548
614	1.91734875513
615	1.91684312613
616	1.96630980807
617	1.64455692562
618	1.72172347727
619	1.98418086929
620	1.85594492938
621	1.6480256437
622	1.86951229674
623	1.84945602396
624	1.67251648913
625	1.88363327625
626	1.68008406974
627	1.83853615752
628	1.97252130547
629	1.96883485735
630	1.67746030241
631	1.63634664585
632	1.80023063368
633	1.84329078989
634	1.96009418309
635	1.89630994546
636	1.87213331234
637	1.90410454317
638	1.52612709249
639	1.77740028074
640	1.91386782627
641	1.89601207151
642	1.86703333881
643	1.61287462564
644	1.67178659476
645	1.6560393473
646	1.98454134492
647	1.92496242708
648	1.36159696584
649	1.90745063762
650	1.88720294815
651	1.92027589984
652	1.59266305253
653	1.75458661012
654	1.60022426977
655	1.79254335315
656	1.60331548594
657	1.6188536025
658	1.79671479235
659	1.56539004375
660	1.85295415108
661	1.74926030743
662	1.53610088236
663	1.56780278836
664	1.91984233158
665	1.747242263
666	1.56296182071
667	1.61927341215
668	1.88716734774
669	1.57696757185
670	1.64999880066
671	1.75826600696
672	1.76821864296
673	1.96166988813
674	1.85979734076
675	1.99226095819
676	1.9557818901
677	1.30692677682
678	1.92367771668
679	1.98968087446
680	1.74204769902
681	1.95382919908
682	1.82831333677
683	1.93077630059
684	1.89120790814
685	1.95183385636
686	1.32704031982
687	1.74899356234
688	1.9233562811
689	1.99202448204
690	1.86856312449
691	1.33444090527
692	1.97544759028
693	1.98727552511
694	1.74946359092
695	1.76269782789
696	1.3942806348
697	1.93742153824
698	1.93031590304
699	1.98134711115
700	1.93771511262
701	1.86765333626
702	1.59587981603
703	1.95368473365
704	1.85760473394
705	1.59215811147
706	1.64459286999
707	1.98859084842
708	1.73084079354
709	1.36794140583
710	1.96962236591
711	1.92481469398
712	1.96600952636
713	1.70146374901
714	1.65748898907
715	1.67679610542
716	1.85756586586
717	1.628702189
718	1.72661397593
719	1.96028955538
720	1.82273095191
721	1.61084591829
722	1.89184716766
723	1.94407331123
724	1.84523488178
725	1.71309166802
726	1.97250582703
727	1.94258978888
728	1.76068924251
729	1.72402838875
730	1.72824557534
731	1.96996753509
732	1.79459631006
733	1.90879588592
734	1.84504501293
735	1.38886644897
736	1.95221668975
737	1.92709982747
738	1.36124698115
739	1.83764649127
740	1.66085056196
741	1.87322540217
742	1.86431790473
743	1.74470362709
744	1.86049301058
745	1.80584827499
746	1.90599274069
747	1.68445655665
748	1.99332381097
749	1.9331424379
750	1.60250372783
751	1.6878542459
752	1.96589859755
753	1.69442277929
754	1.58279228026
755	1.91499998806
756	1.82707815738
757	1.84792881802
758	1.77584400974
759	1.72469791721
760	1.78628610837
761	1.78871553529
762	1.62956244622
763	1.78968930106
764	1.9716357668
765	1.7772718097
766	1.70278319991
767	1.81395158155
768	1.74272634256
769	1.9958364775
770	1.97577108964
771	1.96204807798
772	1.64129579059
773	1.39206291852
774	1.45959061651
775	1.99312448308
776	1.96730438374
777	1.89070055932
778	1.68195816468
779	1.65480451187
780	1.85917820321
781	1.79834828357
782	1.89864323409
783	1.96935648073
784	1.82498564446
785	1.47878732
786	1.78697679069
787	1.81457140702
788	1.70283273091
789	1.78818324899
790	1.93638878242
791	1.93808126369
792	1.6921010135
793	1.45954882473
794	1.89194536975
795	1.88859050418
796	1.95159531643
797	1.92238561102
798	1.58919708617
799	1.848612965
800	1.79228176754
801	1.87132327405
802	1.96647267564
803	1.80588731505
804	1.81895782453
805	1.68190313023
806	1.85290393214
807	1.68225586665
808	1.91947962017
809	1.85476719218
810	1.6122713105
811	1.54892287692
812	1.97055881144
813	1.81279001073
814	1.6453580208
815	1.47759960781
816	1.94029106877
817	1.92956175911
818	1.49229535335
819	1.75864436879
820	1.82118534383
821	1.9310944685
822	1.76235730224
823	1.95101986248
824	1.96779212654
825	1.88337564624
826	1.9937042366
827	1.73358150906
828	1.92728814847
829	1.74383081514
830	1.9182501162
831	1.7063222589
832	1.97487970356
833	1.99445115725
834	1.88848851847
835	1.62513217313
836	1.96270797541
837	1.98334073404
838	1.99399781098
839	1.93013910487
840	1.78517768018
841	1.88168178911
842	1.35095158372
843	1.88378307314
844	1.71739106231
845	1.89199713653
846	1.98035649108
847	1.89163838072
848	1.36382457113
849	1.91666185642
850	1.81450227
851	1.82002635274
852	1.94824182672
853	1.95500298067
854	1.94640161235
855	1.99792623869
856	1.76615227141
857	1.74847967818
858	1.85238523247
859	1.44128013962
860	1.92713267615
861	1.98789070705
862	1.71090250086
863	1.6814533956
864	1.9037265253
865	1.61015300019
866	1.38164721923
867	1.96737764835
868	1.85056462413
869	1.36295752059
870	1.9336975979
871	1.8227766993
872	1.66900821504
873	1.93861114224
874	1.86857671112
875	1.64969473533
876	1.71192373384
877	1.88154489092
878	1.91652839788
879	1.99371730728
880	1.98872258713
881	1.72634344722
882	1.89047629395
883	1.74457051252
884	1.91115789564
885	1.70776244162
886	1.70686245641
887	1.96653579327
888	1.90447533776
889	1.7125645412
890	1.99080185738
891	1.8734699615
892	1.71594468822
893	1.35787147766
894	1.86747051871
895	1.96410653833
896	1.9606649935
897	1.98689871112
898	1.75307385073
899	1.71500910259
900	1.86919000125
901	1.396945248
902	1.97995319176
903	1.9883531684
904	1.68730923288
905	1.98147919382
906	1.97698322337
907	1.67500679792
908	1.92978499259
909	1.96012324815
910	1.9629470313
911	1.41975737078
912	1.87373412685
913	1.98561778433
914	1.8917407104
915	1.72778534976
916	1.72787374884
917	1.99314133738
918	1.95912471688
919	1.76858530997
920	1.71509354608
921	1.97847362502
922	1.97994132496
923	1.86298452324
924	1.84852267411
925	1.63916544149
926	1.90113474675
927	1.98275048958
928	1.95204092348
929	1.55439433297
930	1.7275272038
931	1.71356530824
932	1.71234904693
933	1.86269094886
934	1.93288480789
935	1.96559315636
936	1.85642372908
937	1.99749559413
938	1.77933904117
939	1.7113154312
940	1.96000440814
941	1.60359289396
942	1.95201959763
943	1.90600529542
944	1.95762038464
945	1.91915199322
946	1.6990639031
947	1.93033000561
948	1.87004011149
949	1.9526315119
950	1.97364366425
951	1.96416226071
952	1.69837803629
953	1.70176695443
954	1.9870466162
955	1.99723469645
956	1.90478353067
957	1.68822177283
958	1.96784200151
959	1.95681963341
960	1.95976707208
961	1.96535771212
962	1.64709074601
963	1.94902331588
964	1.98005053394
965	1.74801308924
966	1.73295119265
967	1.72815545643
968	1.99091347412
969	1.99874814378
970	1.63594317455
971	1.92435292057
972	1.711000187
973	1.95874996669
974	1.98174404711
975	1.98997186911
976	1.7741303746
977	1.66219649819
978	1.96190774014
979	1.44292515368
980	1.91502303374
981	1.70994094586
982	1.65335676191
983	1.94154482229
984	1.97899645228
985	1.74077124378
986	1.99102010336
987	1.99021866421
988	1.81083645979
989	1.77233900331
990	1.95055464941
991	1.97734335504
992	1.52974818721
993	1.85329003319
994	1.96279413872
995	1.73404328248
996	1.97096744222
997	1.67404730671
998	1.9286696851
999	1.95980215654
