chr2	88860567	88860605	chr2	HAVANA	gene	88860568	88860605	.	-	.	gene_id "ENSG00000211593.2"; gene_type "IG_J_gene"; gene_name "IGKJ5"; level 2; hgnc_id "HGNC:5723"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151676.3";
chr2	88860567	88860605	chr2	HAVANA	transcript	88860568	88860605	.	-	.	gene_id "ENSG00000211593.2"; transcript_id "ENST00000390238.2"; gene_type "IG_J_gene"; gene_name "IGKJ5"; transcript_type "IG_J_gene"; transcript_name "IGKJ5-201"; level 2; protein_id "ENSP00000420166.1"; transcript_support_level "NA"; hgnc_id "HGNC:5723"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151676.3"; havana_transcript "OTTHUMT00000323474.3";
chr2	88860567	88860605	chr2	HAVANA	exon	88860568	88860605	.	-	.	gene_id "ENSG00000211593.2"; transcript_id "ENST00000390238.2"; gene_type "IG_J_gene"; gene_name "IGKJ5"; transcript_type "IG_J_gene"; transcript_name "IGKJ5-201"; exon_number 1; exon_id "ENSE00001507665.2"; level 2; protein_id "ENSP00000420166.1"; transcript_support_level "NA"; hgnc_id "HGNC:5723"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151676.3"; havana_transcript "OTTHUMT00000323474.3";
chr2	88860567	88860605	chr2	HAVANA	CDS	88860568	88860605	.	-	1	gene_id "ENSG00000211593.2"; transcript_id "ENST00000390238.2"; gene_type "IG_J_gene"; gene_name "IGKJ5"; transcript_type "IG_J_gene"; transcript_name "IGKJ5-201"; exon_number 1; exon_id "ENSE00001507665.2"; level 2; protein_id "ENSP00000420166.1"; transcript_support_level "NA"; hgnc_id "HGNC:5723"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151676.3"; havana_transcript "OTTHUMT00000323474.3";
chr2	88860885	88860922	chr2	HAVANA	gene	88860886	88860922	.	-	.	gene_id "ENSG00000211594.2"; gene_type "IG_J_gene"; gene_name "IGKJ4"; level 2; hgnc_id "HGNC:5722"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151695.2";
chr2	88860885	88860922	chr2	HAVANA	transcript	88860886	88860922	.	-	.	gene_id "ENSG00000211594.2"; transcript_id "ENST00000390239.2"; gene_type "IG_J_gene"; gene_name "IGKJ4"; transcript_type "IG_J_gene"; transcript_name "IGKJ4-201"; level 2; protein_id "ENSP00000417097.1"; transcript_support_level "NA"; hgnc_id "HGNC:5722"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151695.2"; havana_transcript "OTTHUMT00000323495.2";
chr2	88860885	88860922	chr2	HAVANA	exon	88860886	88860922	.	-	.	gene_id "ENSG00000211594.2"; transcript_id "ENST00000390239.2"; gene_type "IG_J_gene"; gene_name "IGKJ4"; transcript_type "IG_J_gene"; transcript_name "IGKJ4-201"; exon_number 1; exon_id "ENSE00002047359.1"; level 2; protein_id "ENSP00000417097.1"; transcript_support_level "NA"; hgnc_id "HGNC:5722"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151695.2"; havana_transcript "OTTHUMT00000323495.2";
chr2	88860885	88860922	chr2	HAVANA	CDS	88860886	88860922	.	-	0	gene_id "ENSG00000211594.2"; transcript_id "ENST00000390239.2"; gene_type "IG_J_gene"; gene_name "IGKJ4"; transcript_type "IG_J_gene"; transcript_name "IGKJ4-201"; exon_number 1; exon_id "ENSE00002047359.1"; level 2; protein_id "ENSP00000417097.1"; transcript_support_level "NA"; hgnc_id "HGNC:5722"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151695.2"; havana_transcript "OTTHUMT00000323495.2";
chr2	88861220	88861258	chr2	HAVANA	gene	88861221	88861258	.	-	.	gene_id "ENSG00000211595.2"; gene_type "IG_J_gene"; gene_name "IGKJ3"; level 2; hgnc_id "HGNC:5721"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151680.3";
chr2	88861220	88861258	chr2	HAVANA	transcript	88861221	88861258	.	-	.	gene_id "ENSG00000211595.2"; transcript_id "ENST00000390240.2"; gene_type "IG_J_gene"; gene_name "IGKJ3"; transcript_type "IG_J_gene"; transcript_name "IGKJ3-201"; level 2; protein_id "ENSP00000419518.1"; transcript_support_level "NA"; hgnc_id "HGNC:5721"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151680.3"; havana_transcript "OTTHUMT00000323478.3";
chr2	88861220	88861258	chr2	HAVANA	exon	88861221	88861258	.	-	.	gene_id "ENSG00000211595.2"; transcript_id "ENST00000390240.2"; gene_type "IG_J_gene"; gene_name "IGKJ3"; transcript_type "IG_J_gene"; transcript_name "IGKJ3-201"; exon_number 1; exon_id "ENSE00001507667.2"; level 2; protein_id "ENSP00000419518.1"; transcript_support_level "NA"; hgnc_id "HGNC:5721"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151680.3"; havana_transcript "OTTHUMT00000323478.3";
chr2	88861220	88861258	chr2	HAVANA	CDS	88861221	88861258	.	-	1	gene_id "ENSG00000211595.2"; transcript_id "ENST00000390240.2"; gene_type "IG_J_gene"; gene_name "IGKJ3"; transcript_type "IG_J_gene"; transcript_name "IGKJ3-201"; exon_number 1; exon_id "ENSE00001507667.2"; level 2; protein_id "ENSP00000419518.1"; transcript_support_level "NA"; hgnc_id "HGNC:5721"; tag "cds_end_NF"; tag "mRNA_end_NF"; tag "mRNA_start_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151680.3"; havana_transcript "OTTHUMT00000323478.3";
chr2	88861524	88861563	chr2	HAVANA	gene	88861525	88861563	.	-	.	gene_id "ENSG00000211596.3"; gene_type "IG_J_gene"; gene_name "IGKJ2"; level 2; hgnc_id "HGNC:5720"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151691.5";
chr2	88861524	88861563	chr2	HAVANA	transcript	88861525	88861563	.	-	.	gene_id "ENSG00000211596.3"; transcript_id "ENST00000390241.3"; gene_type "IG_J_gene"; gene_name "IGKJ2"; transcript_type "IG_J_gene"; transcript_name "IGKJ2-201"; level 2; protein_id "ENSP00000418768.1"; transcript_support_level "NA"; hgnc_id "HGNC:5720"; tag "mRNA_start_NF"; tag "cds_end_NF"; tag "cds_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151691.5"; havana_transcript "OTTHUMT00000323490.5";
chr2	88861524	88861563	chr2	HAVANA	exon	88861525	88861563	.	-	.	gene_id "ENSG00000211596.3"; transcript_id "ENST00000390241.3"; gene_type "IG_J_gene"; gene_name "IGKJ2"; transcript_type "IG_J_gene"; transcript_name "IGKJ2-201"; exon_number 1; exon_id "ENSE00001732509.1"; level 2; protein_id "ENSP00000418768.1"; transcript_support_level "NA"; hgnc_id "HGNC:5720"; tag "mRNA_start_NF"; tag "cds_end_NF"; tag "cds_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151691.5"; havana_transcript "OTTHUMT00000323490.5";
chr2	88861524	88861563	chr2	HAVANA	CDS	88861525	88861563	.	-	2	gene_id "ENSG00000211596.3"; transcript_id "ENST00000390241.3"; gene_type "IG_J_gene"; gene_name "IGKJ2"; transcript_type "IG_J_gene"; transcript_name "IGKJ2-201"; exon_number 1; exon_id "ENSE00001732509.1"; level 2; protein_id "ENSP00000418768.1"; transcript_support_level "NA"; hgnc_id "HGNC:5720"; tag "mRNA_start_NF"; tag "cds_end_NF"; tag "cds_start_NF"; tag "mRNA_end_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151691.5"; havana_transcript "OTTHUMT00000323490.5";
chr2	88861885	88861923	chr2	HAVANA	gene	88861886	88861923	.	-	.	gene_id "ENSG00000211597.2"; gene_type "IG_J_gene"; gene_name "IGKJ1"; level 2; hgnc_id "HGNC:5719"; tag "overlapping_locus"; havana_gene "OTTHUMG00000151679.3";
chr2	88861885	88861923	chr2	HAVANA	transcript	88861886	88861923	.	-	.	gene_id "ENSG00000211597.2"; transcript_id "ENST00000390242.2"; gene_type "IG_J_gene"; gene_name "IGKJ1"; transcript_type "IG_J_gene"; transcript_name "IGKJ1-201"; level 2; protein_id "ENSP00000419111.1"; transcript_support_level "NA"; hgnc_id "HGNC:5719"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151679.3"; havana_transcript "OTTHUMT00000323477.3";
chr2	88861885	88861923	chr2	HAVANA	exon	88861886	88861923	.	-	.	gene_id "ENSG00000211597.2"; transcript_id "ENST00000390242.2"; gene_type "IG_J_gene"; gene_name "IGKJ1"; transcript_type "IG_J_gene"; transcript_name "IGKJ1-201"; exon_number 1; exon_id "ENSE00003565851.1"; level 2; protein_id "ENSP00000419111.1"; transcript_support_level "NA"; hgnc_id "HGNC:5719"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151679.3"; havana_transcript "OTTHUMT00000323477.3";
chr2	88861885	88861923	chr2	HAVANA	CDS	88861886	88861923	.	-	1	gene_id "ENSG00000211597.2"; transcript_id "ENST00000390242.2"; gene_type "IG_J_gene"; gene_name "IGKJ1"; transcript_type "IG_J_gene"; transcript_name "IGKJ1-201"; exon_number 1; exon_id "ENSE00003565851.1"; level 2; protein_id "ENSP00000419111.1"; transcript_support_level "NA"; hgnc_id "HGNC:5719"; tag "cds_end_NF"; tag "mRNA_start_NF"; tag "mRNA_end_NF"; tag "cds_start_NF"; tag "basic"; tag "Ensembl_canonical"; tag "appris_principal_1"; havana_gene "OTTHUMG00000151679.3"; havana_transcript "OTTHUMT00000323477.3";
chr2	88864875	88866201	chr2	HAVANA	gene	88864876	88866201	.	-	.	gene_id "ENSG00000290104.2"; gene_type "lncRNA"; gene_name "ENSG00000290104"; level 2;
chr2	88864875	88866196	chr2	HAVANA	transcript	88864876	88866196	.	-	.	gene_id "ENSG00000290104.2"; transcript_id "ENST00000702982.1"; gene_type "lncRNA"; gene_name "ENSG00000290104"; transcript_type "lncRNA"; transcript_name "ENST00000702982"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88865618	88866196	chr2	HAVANA	exon	88865619	88866196	.	-	.	gene_id "ENSG00000290104.2"; transcript_id "ENST00000702982.1"; gene_type "lncRNA"; gene_name "ENSG00000290104"; transcript_type "lncRNA"; transcript_name "ENST00000702982"; exon_number 1; exon_id "ENSE00003987634.1"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88864875	88865101	chr2	HAVANA	exon	88864876	88865101	.	-	.	gene_id "ENSG00000290104.2"; transcript_id "ENST00000702982.1"; gene_type "lncRNA"; gene_name "ENSG00000290104"; transcript_type "lncRNA"; transcript_name "ENST00000702982"; exon_number 2; exon_id "ENSE00003987635.1"; level 2; tag "basic"; tag "Ensembl_canonical"; tag "TAGENE";
chr2	88865468	88866201	chr2	HAVANA	transcript	88865469	88866201	.	-	.	gene_id "ENSG00000290104.2"; transcript_id "ENST00000832927.1"; gene_type "lncRNA"; gene_name "ENSG00000290104"; transcript_type "lncRNA"; transcript_name "ENST00000832927"; level 2; tag "TAGENE";
chr2	88865468	88866201	chr2	HAVANA	exon	88865469	88866201	.	-	.	gene_id "ENSG00000290104.2"; transcript_id "ENST00000832927.1"; gene_type "lncRNA"; gene_name "ENSG00000290104"; transcript_type "lncRNA"; transcript_name "ENST00000832927"; exon_number 1; exon_id "ENSE00004248932.1"; level 2; tag "TAGENE";
chr2	88850000	88861563	chr2	HAVANA	gene	88811186	88861563	.	-	.	gene_id "ENSG00000240040.6"; gene_type "lncRNA"; gene_name "ENSG00000240040"; level 2; tag "overlapping_locus"; havana_gene "OTTHUMG00000151694.3";
chr2	88850000	88861563	chr2	HAVANA	transcript	88811186	88861563	.	-	.	gene_id "ENSG00000240040.6"; transcript_id "ENST00000624935.3"; gene_type "lncRNA"; gene_name "ENSG00000240040"; transcript_type "lncRNA"; transcript_name "ENST00000624935"; level 2; transcript_support_level "2"; tag "basic"; tag "Ensembl_canonical"; tag "readthrough_transcript"; havana_gene "OTTHUMG00000151694.3"; havana_transcript "OTTHUMT00000479764.1";
