#'chr'	'start'	'end'	'ENCFF822FDB.bigWig_0.bw'	'ENCFF822FDB.bigWig _duplicate for single-track summary__1.bw'
chr1	128000000	129000000	0.07190448907470703	0.07190448907470703
chr1	56000000	57000000	0.03977037877655029	0.03977037877655029
chr1	163000000	164000000	0.049083880599975586	0.049083880599975586
chr1	125000000	126000000	0.0582196411819458	0.0582196411819458
chr1	18000000	19000000	0.03254435539245606	0.03254435539245606
chr1	3000000	4000000	0.03132645247268677	0.03132645247268677
chr1	120000000	121000000	0.06961648606872559	0.06961648606872559
chr1	178000000	179000000	0.07801141756439209	0.07801141756439209
chr1	42000000	43000000	0.0696291142425537	0.0696291142425537
chr1	158000000	159000000	0.059020469635009766	0.059020469635009766
chr1	89000000	90000000	0.0970801868133545	0.0970801868133545
chr1	69000000	70000000	0.045487352813720704	0.045487352813720704
chr1	193000000	194000000	0.07542110201263427	0.07542110201263427
chr1	155000000	156000000	0.08731892565917969	0.08731892565917969
chr1	147000000	148000000	0.026550388469696044	0.026550388469696044
chr1	35000000	36000000	0.058260794059753415	0.058260794059753415
chr1	94000000	95000000	0.03267701603317261	0.03267701603317261
chr1	51000000	52000000	0.06075145484161377	0.06075145484161377
chr1	138000000	139000000	0.05455878104400635	0.05455878104400635
chr1	24000000	25000000	0.05336038059997559	0.05336038059997559
chr1	81000000	82000000	0.044810671279907226	0.044810671279907226
chr1	84000000	85000000	0.05501197523117066	0.05501197523117066
chr1	148000000	149000000	0.02678853044128418	0.02678853044128418
chr1	195000000	195471971	0.03585012384957076	0.03585012384957076
chr1	31000000	32000000	0.03438898611450195	0.03438898611450195
chr1	13000000	14000000	0.05657214122772217	0.05657214122772217
chr1	64000000	65000000	0.07771666368103028	0.07771666368103028
chr1	161000000	162000000	0.05994217353820801	0.05994217353820801
chr1	169000000	170000000	0.060572518516540524	0.060572518516540524
chr1	1000000	2000000	0.0	0.0
chr1	105000000	106000000	0.05527158946228027	0.05527158946228027
chr1	123000000	124000000	0.03609525302886963	0.03609525302886963
chr1	58000000	59000000	0.06038179560089112	0.06038179560089112
chr1	131000000	132000000	0.09097814274597169	0.09097814274597169
chr1	185000000	186000000	0.07174549502563476	0.07174549502563476
chr1	70000000	71000000	0.03861865118408203	0.03861865118408203
chr1	117000000	118000000	0.02108014008331299	0.02108014008331299
chr1	145000000	146000000	0.024788731269836425	0.024788731269836425
chr1	80000000	81000000	0.05133654019165039	0.05133654019165039
chr1	97000000	98000000	0.041380258239746094	0.041380258239746094
chr1	23000000	24000000	0.05371192160797119	0.05371192160797119
chr1	114000000	115000000	0.028352427536010742	0.028352427536010742
chr1	65000000	66000000	0.04408168031311035	0.04408168031311035
chr1	33000000	34000000	0.05694776114654541	0.05694776114654541
chr1	62000000	63000000	0.06374915859985351	0.06374915859985351
chr1	156000000	157000000	0.06671941341400146	0.06671941341400146
chr1	25000000	26000000	0.04645406658935547	0.04645406658935547
chr1	166000000	167000000	0.06474354124450683	0.06474354124450683
chr1	71000000	72000000	0.04943629867553711	0.04943629867553711
chr1	4000000	5000000	0.039468167251586916	0.039468167251586916
chr1	16000000	17000000	0.051751709831237794	0.051751709831237794
chr1	144000000	145000000	0.03571540824127197	0.03571540824127197
chr1	85000000	86000000	0.035595791797637936	0.035595791797637936
chr1	140000000	141000000	0.028949845008850096	0.028949845008850096
chr1	189000000	190000000	0.06925708190155029	0.06925708190155029
chr1	139000000	140000000	0.03733531182098389	0.03733531182098389
chr1	182000000	183000000	0.08565742895507812	0.08565742895507812
chr1	83000000	84000000	0.05034162322998047	0.05034162322998047
chr1	122000000	123000000	0.037249204620361326	0.037249204620361326
chr1	179000000	180000000	0.07104483335113525	0.07104483335113525
chr1	191000000	192000000	0.08976383200073242	0.08976383200073242
chr1	174000000	175000000	0.039441044425964356	0.039441044425964356
chr1	129000000	130000000	0.04107334599304199	0.04107334599304199
chr1	126000000	127000000	0.06508197778320313	0.06508197778320313
chr1	99000000	100000000	0.029723042655944824	0.029723042655944824
chr1	38000000	39000000	0.08667283338928222	0.08667283338928222
chr1	187000000	188000000	0.05948056966400146	0.05948056966400146
chr1	149000000	150000000	0.033793545127868654	0.033793545127868654
chr1	6000000	7000000	0.03708130860900879	0.03708130860900879
chr1	75000000	76000000	0.09869621267700196	0.09869621267700196
chr1	118000000	119000000	0.060057500930786135	0.060057500930786135
chr1	177000000	178000000	0.06546929393768311	0.06546929393768311
chr1	61000000	62000000	0.05620933562469482	0.05620933562469482
chr1	96000000	97000000	0.027990204864501954	0.027990204864501954
chr1	112000000	113000000	0.02934521964263916	0.02934521964263916
chr1	2000000	3000000	0.00218635046005249	0.00218635046005249
chr1	49000000	50000000	0.023804763809204103	0.023804763809204103
chr1	181000000	182000000	0.0734644116973877	0.0734644116973877
chr1	124000000	125000000	0.03638427983856201	0.03638427983856201
chr1	11000000	12000000	0.035542784431457516	0.035542784431457516
chr1	102000000	103000000	0.027832622058868408	0.027832622058868408
chr1	100000000	101000000	0.030645432132720946	0.030645432132720946
chr1	30000000	31000000	0.03784637768554688	0.03784637768554688
chr1	167000000	168000000	0.08008229570007325	0.08008229570007325
chr1	134000000	135000000	0.10284352925109863	0.10284352925109863
chr1	15000000	16000000	0.04190020806884766	0.04190020806884766
chr1	63000000	64000000	0.07111662881469727	0.07111662881469727
chr1	57000000	58000000	0.06307700183868409	0.06307700183868409
chr1	55000000	56000000	0.06317466262817382	0.06317466262817382
chr1	109000000	110000000	0.02708120542526245	0.02708120542526245
chr1	22000000	23000000	0.04297296228790283	0.04297296228790283
chr1	172000000	173000000	0.08916986634063721	0.08916986634063721
chr1	164000000	165000000	0.06472515744781494	0.06472515744781494
chr1	165000000	166000000	0.08149657823944091	0.08149657823944091
chr1	152000000	153000000	0.0811752274017334	0.0811752274017334
chr1	88000000	89000000	0.09847612815856933	0.09847612815856933
chr1	188000000	189000000	0.05974135877227783	0.05974135877227783
chr1	40000000	41000000	0.05637042635345459	0.05637042635345459
chr1	110000000	111000000	0.026039615425109863	0.026039615425109863
chr1	54000000	55000000	0.05868900431823731	0.05868900431823731
chr1	127000000	128000000	0.07246714337158203	0.07246714337158203
chr1	87000000	88000000	0.06589820784759522	0.06589820784759522
chr1	12000000	13000000	0.043086980934143065	0.043086980934143065
chr1	45000000	46000000	0.03341942625427246	0.03341942625427246
chr1	171000000	172000000	0.08702472346496581	0.08702472346496581
chr1	48000000	49000000	0.02397013774871826	0.02397013774871826
chr1	119000000	120000000	0.07858986791992187	0.07858986791992187
chr1	159000000	160000000	0.06088499703979492	0.06088499703979492
chr1	180000000	181000000	0.09617439329528808	0.09617439329528808
chr1	184000000	185000000	0.06182929473876953	0.06182929473876953
chr1	50000000	51000000	0.03049417204284668	0.03049417204284668
chr1	53000000	54000000	0.04223882818603516	0.04223882818603516
chr1	34000000	35000000	0.07887060994720459	0.07887060994720459
chr1	78000000	79000000	0.062301384704589846	0.062301384704589846
chr1	28000000	29000000	0.028713395584106446	0.028713395584106446
chr1	7000000	8000000	0.03561682238769531	0.03561682238769531
chr1	168000000	169000000	0.06839571636199951	0.06839571636199951
chr1	47000000	48000000	0.03054666286468506	0.03054666286468506
chr1	76000000	77000000	0.04624090155029297	0.04624090155029297
chr1	103000000	104000000	0.026916211170196533	0.026916211170196533
chr1	176000000	177000000	0.06180228528594971	0.06180228528594971
chr1	170000000	171000000	0.06962149307250977	0.06962149307250977
chr1	17000000	18000000	0.02893487663269043	0.02893487663269043
chr1	59000000	60000000	0.07546363326263428	0.07546363326263428
chr1	121000000	122000000	0.054279468574523926	0.054279468574523926
chr1	91000000	92000000	0.08863813165283203	0.08863813165283203
chr1	107000000	108000000	0.031656631492614745	0.031656631492614745
chr1	5000000	6000000	0.03245657182312012	0.03245657182312012
chr1	153000000	154000000	0.08436708372497559	0.08436708372497559
chr1	21000000	22000000	0.051511705223083494	0.051511705223083494
chr1	106000000	107000000	0.06759605759429932	0.06759605759429932
chr1	150000000	151000000	0.04560684423828125	0.04560684423828125
chr1	68000000	69000000	0.0424543883972168	0.0424543883972168
chr1	86000000	87000000	0.10487081110382081	0.10487081110382081
chr1	79000000	80000000	0.051290162231445315	0.051290162231445315
chr1	66000000	67000000	0.05870924156188965	0.05870924156188965
chr1	194000000	195000000	0.06160824372863769	0.06160824372863769
chr1	72000000	73000000	0.0870452793121338	0.0870452793121338
chr1	8000000	9000000	0.02346634469985962	0.02346634469985962
chr1	26000000	27000000	0.0302718257522583	0.0302718257522583
chr1	111000000	112000000	0.026885385452270507	0.026885385452270507
chr1	36000000	37000000	0.09691417565917969	0.09691417565917969
chr1	190000000	191000000	0.07762506466674805	0.07762506466674805
chr1	14000000	15000000	0.042703801818847656	0.042703801818847656
chr1	154000000	155000000	0.07402448104858399	0.07402448104858399
chr1	116000000	117000000	0.0332431441116333	0.0332431441116333
chr1	9000000	10000000	0.0478527133140564	0.0478527133140564
chr1	32000000	33000000	0.03694269330596924	0.03694269330596924
chr1	92000000	93000000	0.09167650210571289	0.09167650210571289
chr1	113000000	114000000	0.031206697715759277	0.031206697715759277
chr1	82000000	83000000	0.060166873153686525	0.060166873153686525
chr1	135000000	136000000	0.10212058613586426	0.10212058613586426
chr1	141000000	142000000	0.026333076362609863	0.026333076362609863
chr1	67000000	68000000	0.0403188695526123	0.0403188695526123
chr1	52000000	53000000	0.057843737533569334	0.057843737533569334
chr1	157000000	158000000	0.06401050754547119	0.06401050754547119
chr1	90000000	91000000	0.08703181491088867	0.08703181491088867
chr1	183000000	184000000	0.06678815002441406	0.06678815002441406
chr1	175000000	176000000	0.05584315915679931	0.05584315915679931
chr1	108000000	109000000	0.027441441890716553	0.027441441890716553
chr1	60000000	61000000	0.05699754782867432	0.05699754782867432
chr1	41000000	42000000	0.04570036811065674	0.04570036811065674
